Budget,Channel Group,Response,Region ,Country,Brand,Channel
191000,FelixSocial TikTokIGTBAC,740890.2364,EUR,UK,Felix,Social TikTokIGTBAC
191000,GourmetBVODGourmet Mon Petit,19689.13772,EUR,UK,Gourmet,BVODGourmet Mon Petit
191000,GourmetProgrammatic VideoGourmet Mon Petit,22013.20655,EUR,UK,Gourmet,Programmatic VideoGourmet Mon Petit
191000,GourmetSocial FB IGGourmet Mon Petit,13488.1228,EUR,UK,Gourmet,Social FB IGGourmet Mon Petit
191000,GourmetSocial PinterestGourmet Mon Petit,361005.8242,EUR,UK,Gourmet,Social PinterestGourmet Mon Petit
191000,GourmetTVGourmet Revelations,323.974901,EUR,UK,Gourmet,TVGourmet Revelations
191000,GourmetShopmiumGourmet Mon Petit,25687.21006,EUR,UK,Gourmet,ShopmiumGourmet Mon Petit
191000,GourmetTVGourmet Mon Petit,220010.9465,EUR,UK,Gourmet,TVGourmet Mon Petit
191000,GourmetSocial FB IGGourmet Revelations,3118.543386,EUR,UK,Gourmet,Social FB IGGourmet Revelations
191000,GourmetSocial PinterestGourmet Revelations,445965.5017,EUR,UK,Gourmet,Social PinterestGourmet Revelations
191000,GourmetShopmiumGourmet Revelations,17.62523617,EUR,UK,Gourmet,ShopmiumGourmet Revelations
191000,GourmetBVODGourmet Revelations,773.9868068,EUR,UK,Gourmet,BVODGourmet Revelations
191000,GourmetYouTubeGourmet Revelations,1.456733414,EUR,UK,Gourmet,YouTubeGourmet Revelations
191000,GourmetProgrammatic VideoGourmet Revelations,0.064877459,EUR,UK,Gourmet,Programmatic VideoGourmet Revelations
191000,Purina OneTVBifensis Microbiome,178890.1007,EUR,UK,Purina One,TVBifensis Microbiome
191000,Purina OneSocial Pinterest Bifensis Microbiome,2350605.746,EUR,UK,Purina One,Social Pinterest Bifensis Microbiome
191000,Purina OneShopmiumBifensis Microbiome,316093.4292,EUR,UK,Purina One,ShopmiumBifensis Microbiome
191000,Purina OneProgrammatic VideoBifensis Microbiome,9267.755838,EUR,UK,Purina One,Programmatic VideoBifensis Microbiome
191000,Purina OneBVODBifensis Microbiome,347809.3022,EUR,UK,Purina One,BVODBifensis Microbiome
191000,Purina OneSocial PinterestBifensis Microbiome,1144911.809,EUR,UK,Purina One,Social PinterestBifensis Microbiome
201000,BakersBVODSuper Foods,6073.145416,EUR,UK,Bakers,BVODSuper Foods
201000,BakersProgrammatic VideoSuper Foods,140282.5283,EUR,UK,Bakers,Programmatic VideoSuper Foods
201000,BakersYoutubeSuper Foods,139921.8936,EUR,UK,Bakers,YoutubeSuper Foods
201000,BakersDirect VideoSuper Foods,171.6471418,EUR,UK,Bakers,Direct VideoSuper Foods
201000,BakersTVSuper Foods,168602.7044,EUR,UK,Bakers,TVSuper Foods
201000,BakersSocial FB IGBakers FB&IG,32645.68,EUR,UK,Bakers,Social FB IGBakers FB&IG
201000,WinalotDisplayWinalot Great British Dogs Partnership,1777976.802,EUR,UK,Winalot,DisplayWinalot Great British Dogs Partnership
201000,WinalotSocialWinalot Great British Dogs Partnership,158109.113,EUR,UK,Winalot,SocialWinalot Great British Dogs Partnership
201000,WinalotPrintWinalot Great British Dogs Partnership,371576.486,EUR,UK,Winalot,PrintWinalot Great British Dogs Partnership
201000,WinalotDigitalWinalot Great British Dogs Partnership,50066.91261,EUR,UK,Winalot,DigitalWinalot Great British Dogs Partnership
201000,FelixBVODNaturally Delicious,107377.203,EUR,UK,Felix,BVODNaturally Delicious
201000,FelixYoutubeNaturally Delicious,15467.11695,EUR,UK,Felix,YoutubeNaturally Delicious
201000,FelixSocial FB IGFelix Treats,187461.8571,EUR,UK,Felix,Social FB IGFelix Treats
201000,FelixTVIGTBAC,721683.744,EUR,UK,Felix,TVIGTBAC
201000,FelixShopmiumNaturally Delicious,194857.4097,EUR,UK,Felix,ShopmiumNaturally Delicious
201000,FelixSocial FB IGFelix PicknMix,390567.8902,EUR,UK,Felix,Social FB IGFelix PicknMix
201000,FelixSocial SnapchatFelix PicknMix,224853.2088,EUR,UK,Felix,Social SnapchatFelix PicknMix
201000,FelixProgrammatic DisplayNaturally Delicious,2059550.255,EUR,UK,Felix,Programmatic DisplayNaturally Delicious
201000,FelixSocial FB IGIGTBAC,1236291.302,EUR,UK,Felix,Social FB IGIGTBAC
201000,FelixProgrammatic VideoIGTBAC,143.0157942,EUR,UK,Felix,Programmatic VideoIGTBAC
201000,FelixBVODIGTBAC,612687.8424,EUR,UK,Felix,BVODIGTBAC
201000,FelixYouTubeIGTBAC,740797.1049,EUR,UK,Felix,YouTubeIGTBAC
201000,FelixSocial TikTokIGTBAC,779361.3113,EUR,UK,Felix,Social TikTokIGTBAC
201000,GourmetBVODGourmet Mon Petit,19689.16864,EUR,UK,Gourmet,BVODGourmet Mon Petit
201000,GourmetProgrammatic VideoGourmet Mon Petit,22618.28283,EUR,UK,Gourmet,Programmatic VideoGourmet Mon Petit
201000,GourmetSocial FB IGGourmet Mon Petit,14188.0982,EUR,UK,Gourmet,Social FB IGGourmet Mon Petit
201000,GourmetSocial PinterestGourmet Mon Petit,379740.4695,EUR,UK,Gourmet,Social PinterestGourmet Mon Petit
201000,GourmetTVGourmet Revelations,335.2036443,EUR,UK,Gourmet,TVGourmet Revelations
201000,GourmetShopmiumGourmet Mon Petit,25687.21873,EUR,UK,Gourmet,ShopmiumGourmet Mon Petit
201000,GourmetTVGourmet Mon Petit,228014.4798,EUR,UK,Gourmet,TVGourmet Mon Petit
201000,GourmetSocial FB IGGourmet Revelations,3280.382338,EUR,UK,Gourmet,Social FB IGGourmet Revelations
201000,GourmetSocial PinterestGourmet Revelations,469109.1879,EUR,UK,Gourmet,Social PinterestGourmet Revelations
201000,GourmetShopmiumGourmet Revelations,17.62524026,EUR,UK,Gourmet,ShopmiumGourmet Revelations
201000,GourmetBVODGourmet Revelations,774.0103761,EUR,UK,Gourmet,BVODGourmet Revelations
201000,GourmetYouTubeGourmet Revelations,1.502503315,EUR,UK,Gourmet,YouTubeGourmet Revelations
201000,GourmetProgrammatic VideoGourmet Revelations,0.068114198,EUR,UK,Gourmet,Programmatic VideoGourmet Revelations
201000,Purina OneTVBifensis Microbiome,184671.4259,EUR,UK,Purina One,TVBifensis Microbiome
201000,Purina OneSocial Pinterest Bifensis Microbiome,2468144.059,EUR,UK,Purina One,Social Pinterest Bifensis Microbiome
201000,Purina OneShopmiumBifensis Microbiome,316093.5234,EUR,UK,Purina One,ShopmiumBifensis Microbiome
201000,Purina OneProgrammatic VideoBifensis Microbiome,9728.242001,EUR,UK,Purina One,Programmatic VideoBifensis Microbiome
201000,Purina OneBVODBifensis Microbiome,347809.8434,EUR,UK,Purina One,BVODBifensis Microbiome
201000,Purina OneSocial PinterestBifensis Microbiome,1202161.309,EUR,UK,Purina One,Social PinterestBifensis Microbiome
211000,BakersBVODSuper Foods,6073.145416,EUR,UK,Bakers,BVODSuper Foods
211000,BakersProgrammatic VideoSuper Foods,146716.5259,EUR,UK,Bakers,Programmatic VideoSuper Foods
211000,BakersYoutubeSuper Foods,146326.0758,EUR,UK,Bakers,YoutubeSuper Foods
211000,BakersDirect VideoSuper Foods,179.5196638,EUR,UK,Bakers,Direct VideoSuper Foods
211000,BakersTVSuper Foods,173846.7017,EUR,UK,Bakers,TVSuper Foods
211000,BakersSocial FB IGBakers FB&IG,32645.68,EUR,UK,Bakers,Social FB IGBakers FB&IG
211000,WinalotDisplayWinalot Great British Dogs Partnership,1777976.91,EUR,UK,Winalot,DisplayWinalot Great British Dogs Partnership
211000,WinalotSocialWinalot Great British Dogs Partnership,158109.1194,EUR,UK,Winalot,SocialWinalot Great British Dogs Partnership
211000,WinalotPrintWinalot Great British Dogs Partnership,371576.5018,EUR,UK,Winalot,PrintWinalot Great British Dogs Partnership
211000,WinalotDigitalWinalot Great British Dogs Partnership,50066.91375,EUR,UK,Winalot,DigitalWinalot Great British Dogs Partnership
211000,FelixBVODNaturally Delicious,107377.2285,EUR,UK,Felix,BVODNaturally Delicious
211000,FelixYoutubeNaturally Delicious,16234.28518,EUR,UK,Felix,YoutubeNaturally Delicious
211000,FelixSocial FB IGFelix Treats,196754.5668,EUR,UK,Felix,Social FB IGFelix Treats
211000,FelixTVIGTBAC,748557.363,EUR,UK,Felix,TVIGTBAC
211000,FelixShopmiumNaturally Delicious,194857.4775,EUR,UK,Felix,ShopmiumNaturally Delicious
211000,FelixSocial FB IGFelix PicknMix,409831.409,EUR,UK,Felix,Social FB IGFelix PicknMix
211000,FelixSocial SnapchatFelix PicknMix,235943.378,EUR,UK,Felix,Social SnapchatFelix PicknMix
211000,FelixProgrammatic DisplayNaturally Delicious,2156953.259,EUR,UK,Felix,Programmatic DisplayNaturally Delicious
211000,FelixSocial FB IGIGTBAC,1297274.473,EUR,UK,Felix,Social FB IGIGTBAC
211000,FelixProgrammatic VideoIGTBAC,149.7794884,EUR,UK,Felix,Programmatic VideoIGTBAC
211000,FelixBVODIGTBAC,612688.5248,EUR,UK,Felix,BVODIGTBAC
211000,FelixYouTubeIGTBAC,776921.81,EUR,UK,Felix,YouTubeIGTBAC
211000,FelixSocial TikTokIGTBAC,817800.8288,EUR,UK,Felix,Social TikTokIGTBAC
211000,GourmetBVODGourmet Mon Petit,19689.1846,EUR,UK,Gourmet,BVODGourmet Mon Petit
211000,GourmetProgrammatic VideoGourmet Mon Petit,23188.73166,EUR,UK,Gourmet,Programmatic VideoGourmet Mon Petit
211000,GourmetSocial FB IGGourmet Mon Petit,14887.45959,EUR,UK,Gourmet,Social FB IGGourmet Mon Petit
211000,GourmetSocial PinterestGourmet Mon Petit,398458.681,EUR,UK,Gourmet,Social PinterestGourmet Mon Petit
211000,GourmetTVGourmet Revelations,346.0052063,EUR,UK,Gourmet,TVGourmet Revelations
211000,GourmetShopmiumGourmet Mon Petit,25687.22283,EUR,UK,Gourmet,ShopmiumGourmet Mon Petit
211000,GourmetTVGourmet Mon Petit,235747.0163,EUR,UK,Gourmet,TVGourmet Mon Petit
211000,GourmetSocial FB IGGourmet Revelations,3442.079327,EUR,UK,Gourmet,Social FB IGGourmet Revelations
211000,GourmetSocial PinterestGourmet Revelations,492232.5727,EUR,UK,Gourmet,Social PinterestGourmet Revelations
211000,GourmetShopmiumGourmet Revelations,17.62524216,EUR,UK,Gourmet,ShopmiumGourmet Revelations
211000,GourmetBVODGourmet Revelations,774.0247397,EUR,UK,Gourmet,BVODGourmet Revelations
211000,GourmetYouTubeGourmet Revelations,1.546152666,EUR,UK,Gourmet,YouTubeGourmet Revelations
211000,GourmetProgrammatic VideoGourmet Revelations,0.071335545,EUR,UK,Gourmet,Programmatic VideoGourmet Revelations
211000,Purina OneTVBifensis Microbiome,190198.5079,EUR,UK,Purina One,TVBifensis Microbiome
211000,Purina OneSocial Pinterest Bifensis Microbiome,2585149.543,EUR,UK,Purina One,Social Pinterest Bifensis Microbiome
211000,Purina OneShopmiumBifensis Microbiome,316093.5678,EUR,UK,Purina One,ShopmiumBifensis Microbiome
211000,Purina OneProgrammatic VideoBifensis Microbiome,10186.35531,EUR,UK,Purina One,Programmatic VideoBifensis Microbiome
211000,Purina OneBVODBifensis Microbiome,347810.1225,EUR,UK,Purina One,BVODBifensis Microbiome
211000,Purina OneSocial PinterestBifensis Microbiome,1259151.283,EUR,UK,Purina One,Social PinterestBifensis Microbiome
221000,BakersBVODSuper Foods,6073.145416,EUR,UK,Bakers,BVODSuper Foods
221000,BakersProgrammatic VideoSuper Foods,153101.6965,EUR,UK,Bakers,Programmatic VideoSuper Foods
221000,BakersYoutubeSuper Foods,152680.4397,EUR,UK,Bakers,YoutubeSuper Foods
221000,BakersDirect VideoSuper Foods,187.3324421,EUR,UK,Bakers,Direct VideoSuper Foods
221000,BakersTVSuper Foods,178876.1938,EUR,UK,Bakers,TVSuper Foods
221000,BakersSocial FB IGBakers FB&IG,32645.68,EUR,UK,Bakers,Social FB IGBakers FB&IG
221000,WinalotDisplayWinalot Great British Dogs Partnership,1777976.959,EUR,UK,Winalot,DisplayWinalot Great British Dogs Partnership
221000,WinalotSocialWinalot Great British Dogs Partnership,158109.1223,EUR,UK,Winalot,SocialWinalot Great British Dogs Partnership
221000,WinalotPrintWinalot Great British Dogs Partnership,371576.5089,EUR,UK,Winalot,PrintWinalot Great British Dogs Partnership
221000,WinalotDigitalWinalot Great British Dogs Partnership,50066.91424,EUR,UK,Winalot,DigitalWinalot Great British Dogs Partnership
221000,FelixBVODNaturally Delicious,107377.2408,EUR,UK,Felix,BVODNaturally Delicious
221000,FelixYoutubeNaturally Delicious,17001.23209,EUR,UK,Felix,YoutubeNaturally Delicious
221000,FelixSocial FB IGFelix Treats,206044.0854,EUR,UK,Felix,Social FB IGFelix Treats
221000,FelixTVIGTBAC,774731.8867,EUR,UK,Felix,TVIGTBAC
221000,FelixShopmiumNaturally Delicious,194857.511,EUR,UK,Felix,ShopmiumNaturally Delicious
221000,FelixSocial FB IGFelix PicknMix,429079.1261,EUR,UK,Felix,Social FB IGFelix PicknMix
221000,FelixSocial SnapchatFelix PicknMix,247024.4501,EUR,UK,Felix,Social SnapchatFelix PicknMix
221000,FelixProgrammatic DisplayNaturally Delicious,2253893.114,EUR,UK,Felix,Programmatic DisplayNaturally Delicious
221000,FelixSocial FB IGIGTBAC,1358208.285,EUR,UK,Felix,Social FB IGIGTBAC
221000,FelixProgrammatic VideoIGTBAC,156.5110213,EUR,UK,Felix,Programmatic VideoIGTBAC
221000,FelixBVODIGTBAC,612688.8829,EUR,UK,Felix,BVODIGTBAC
221000,FelixYouTubeIGTBAC,812978.2002,EUR,UK,Felix,YouTubeIGTBAC
221000,FelixSocial TikTokIGTBAC,856208.8148,EUR,UK,Felix,Social TikTokIGTBAC
221000,GourmetBVODGourmet Mon Petit,19689.19283,EUR,UK,Gourmet,BVODGourmet Mon Petit
221000,GourmetProgrammatic VideoGourmet Mon Petit,23726.53472,EUR,UK,Gourmet,Programmatic VideoGourmet Mon Petit
221000,GourmetSocial FB IGGourmet Mon Petit,15586.20751,EUR,UK,Gourmet,Social FB IGGourmet Mon Petit
221000,GourmetSocial PinterestGourmet Mon Petit,417160.4732,EUR,UK,Gourmet,Social PinterestGourmet Mon Petit
221000,GourmetTVGourmet Revelations,356.3958386,EUR,UK,Gourmet,TVGourmet Revelations
221000,GourmetShopmiumGourmet Mon Petit,25687.22478,EUR,UK,Gourmet,ShopmiumGourmet Mon Petit
221000,GourmetTVGourmet Mon Petit,243217.7317,EUR,UK,Gourmet,TVGourmet Mon Petit
221000,GourmetSocial FB IGGourmet Revelations,3603.634478,EUR,UK,Gourmet,Social FB IGGourmet Revelations
221000,GourmetSocial PinterestGourmet Revelations,515335.674,EUR,UK,Gourmet,Social PinterestGourmet Revelations
221000,GourmetShopmiumGourmet Revelations,17.62524304,EUR,UK,Gourmet,ShopmiumGourmet Revelations
221000,GourmetBVODGourmet Revelations,774.0334931,EUR,UK,Gourmet,BVODGourmet Revelations
221000,GourmetYouTubeGourmet Revelations,1.587779713,EUR,UK,Gourmet,YouTubeGourmet Revelations
221000,GourmetProgrammatic VideoGourmet Revelations,0.074541576,EUR,UK,Gourmet,Programmatic VideoGourmet Revelations
221000,Purina OneTVBifensis Microbiome,195482.5275,EUR,UK,Purina One,TVBifensis Microbiome
221000,Purina OneSocial Pinterest Bifensis Microbiome,2701624.611,EUR,UK,Purina One,Social Pinterest Bifensis Microbiome
221000,Purina OneShopmiumBifensis Microbiome,316093.5887,EUR,UK,Purina One,ShopmiumBifensis Microbiome
221000,Purina OneProgrammatic VideoBifensis Microbiome,10642.10799,EUR,UK,Purina One,Programmatic VideoBifensis Microbiome
221000,Purina OneBVODBifensis Microbiome,347810.2664,EUR,UK,Purina One,BVODBifensis Microbiome
221000,Purina OneSocial PinterestBifensis Microbiome,1315882.907,EUR,UK,Purina One,Social PinterestBifensis Microbiome
231000,BakersBVODSuper Foods,6073.145416,EUR,UK,Bakers,BVODSuper Foods
231000,BakersProgrammatic VideoSuper Foods,159438.4107,EUR,UK,Bakers,Programmatic VideoSuper Foods
231000,BakersYoutubeSuper Foods,158985.3731,EUR,UK,Bakers,YoutubeSuper Foods
231000,BakersDirect VideoSuper Foods,195.0859299,EUR,UK,Bakers,Direct VideoSuper Foods
231000,BakersTVSuper Foods,183699.9552,EUR,UK,Bakers,TVSuper Foods
231000,BakersSocial FB IGBakers FB&IG,32645.68,EUR,UK,Bakers,Social FB IGBakers FB&IG
231000,WinalotDisplayWinalot Great British Dogs Partnership,1777976.981,EUR,UK,Winalot,DisplayWinalot Great British Dogs Partnership
231000,WinalotSocialWinalot Great British Dogs Partnership,158109.1235,EUR,UK,Winalot,SocialWinalot Great British Dogs Partnership
231000,WinalotPrintWinalot Great British Dogs Partnership,371576.512,EUR,UK,Winalot,PrintWinalot Great British Dogs Partnership
231000,WinalotDigitalWinalot Great British Dogs Partnership,50066.91446,EUR,UK,Winalot,DigitalWinalot Great British Dogs Partnership
231000,FelixBVODNaturally Delicious,107377.2468,EUR,UK,Felix,BVODNaturally Delicious
231000,FelixYoutubeNaturally Delicious,17767.95772,EUR,UK,Felix,YoutubeNaturally Delicious
231000,FelixSocial FB IGFelix Treats,215330.4141,EUR,UK,Felix,Social FB IGFelix Treats
231000,FelixTVIGTBAC,800225.5012,EUR,UK,Felix,TVIGTBAC
231000,FelixShopmiumNaturally Delicious,194857.5276,EUR,UK,Felix,ShopmiumNaturally Delicious
231000,FelixSocial FB IGFelix PicknMix,448311.0545,EUR,UK,Felix,Social FB IGFelix PicknMix
231000,FelixSocial SnapchatFelix PicknMix,258096.4326,EUR,UK,Felix,Social SnapchatFelix PicknMix
231000,FelixProgrammatic DisplayNaturally Delicious,2350372.023,EUR,UK,Felix,Programmatic DisplayNaturally Delicious
231000,FelixSocial FB IGIGTBAC,1419092.778,EUR,UK,Felix,Social FB IGIGTBAC
231000,FelixProgrammatic VideoIGTBAC,163.210546,EUR,UK,Felix,Programmatic VideoIGTBAC
231000,FelixBVODIGTBAC,612689.0708,EUR,UK,Felix,BVODIGTBAC
231000,FelixYouTubeIGTBAC,848966.4048,EUR,UK,Felix,YouTubeIGTBAC
231000,FelixSocial TikTokIGTBAC,894585.2952,EUR,UK,Felix,Social TikTokIGTBAC
231000,GourmetBVODGourmet Mon Petit,19689.19708,EUR,UK,Gourmet,BVODGourmet Mon Petit
231000,GourmetProgrammatic VideoGourmet Mon Petit,24233.56026,EUR,UK,Gourmet,Programmatic VideoGourmet Mon Petit
231000,GourmetSocial FB IGGourmet Mon Petit,16284.3425,EUR,UK,Gourmet,Social FB IGGourmet Mon Petit
231000,GourmetSocial PinterestGourmet Mon Petit,435845.8604,EUR,UK,Gourmet,Social PinterestGourmet Mon Petit
231000,GourmetTVGourmet Revelations,366.3911744,EUR,UK,Gourmet,TVGourmet Revelations
231000,GourmetShopmiumGourmet Mon Petit,25687.2257,EUR,UK,Gourmet,ShopmiumGourmet Mon Petit
231000,GourmetTVGourmet Mon Petit,250435.4913,EUR,UK,Gourmet,TVGourmet Mon Petit
231000,GourmetSocial FB IGGourmet Revelations,3765.047914,EUR,UK,Gourmet,Social FB IGGourmet Revelations
231000,GourmetSocial PinterestGourmet Revelations,538418.5096,EUR,UK,Gourmet,Social PinterestGourmet Revelations
231000,GourmetShopmiumGourmet Revelations,17.62524345,EUR,UK,Gourmet,ShopmiumGourmet Revelations
231000,GourmetBVODGourmet Revelations,774.0388276,EUR,UK,Gourmet,BVODGourmet Revelations
231000,GourmetYouTubeGourmet Revelations,1.627478152,EUR,UK,Gourmet,YouTubeGourmet Revelations
231000,GourmetProgrammatic VideoGourmet Revelations,0.077732361,EUR,UK,Gourmet,Programmatic VideoGourmet Revelations
231000,Purina OneTVBifensis Microbiome,200534.1738,EUR,UK,Purina One,TVBifensis Microbiome
231000,Purina OneSocial Pinterest Bifensis Microbiome,2817571.669,EUR,UK,Purina One,Social Pinterest Bifensis Microbiome
231000,Purina OneShopmiumBifensis Microbiome,316093.5985,EUR,UK,Purina One,ShopmiumBifensis Microbiome
231000,Purina OneProgrammatic VideoBifensis Microbiome,11095.51222,EUR,UK,Purina One,Programmatic VideoBifensis Microbiome
231000,Purina OneBVODBifensis Microbiome,347810.3407,EUR,UK,Purina One,BVODBifensis Microbiome
231000,Purina OneSocial PinterestBifensis Microbiome,1372357.352,EUR,UK,Purina One,Social PinterestBifensis Microbiome
241000,BakersBVODSuper Foods,6073.145416,EUR,UK,Bakers,BVODSuper Foods
241000,BakersProgrammatic VideoSuper Foods,165727.0361,EUR,UK,Bakers,Programmatic VideoSuper Foods
241000,BakersYoutubeSuper Foods,165241.2603,EUR,UK,Bakers,YoutubeSuper Foods
241000,BakersDirect VideoSuper Foods,202.7805772,EUR,UK,Bakers,Direct VideoSuper Foods
241000,BakersTVSuper Foods,188326.4011,EUR,UK,Bakers,TVSuper Foods
241000,BakersSocial FB IGBakers FB&IG,32645.68,EUR,UK,Bakers,Social FB IGBakers FB&IG
241000,WinalotDisplayWinalot Great British Dogs Partnership,1777976.991,EUR,UK,Winalot,DisplayWinalot Great British Dogs Partnership
241000,WinalotSocialWinalot Great British Dogs Partnership,158109.1241,EUR,UK,Winalot,SocialWinalot Great British Dogs Partnership
241000,WinalotPrintWinalot Great British Dogs Partnership,371576.5133,EUR,UK,Winalot,PrintWinalot Great British Dogs Partnership
241000,WinalotDigitalWinalot Great British Dogs Partnership,50066.91455,EUR,UK,Winalot,DigitalWinalot Great British Dogs Partnership
241000,FelixBVODNaturally Delicious,107377.2496,EUR,UK,Felix,BVODNaturally Delicious
241000,FelixYoutubeNaturally Delicious,18534.46214,EUR,UK,Felix,YoutubeNaturally Delicious
241000,FelixSocial FB IGFelix Treats,224613.5539,EUR,UK,Felix,Social FB IGFelix Treats
241000,FelixTVIGTBAC,825055.92,EUR,UK,Felix,TVIGTBAC
241000,FelixShopmiumNaturally Delicious,194857.5357,EUR,UK,Felix,ShopmiumNaturally Delicious
241000,FelixSocial FB IGFelix PicknMix,467527.2072,EUR,UK,Felix,Social FB IGFelix PicknMix
241000,FelixSocial SnapchatFelix PicknMix,269159.3328,EUR,UK,Felix,Social SnapchatFelix PicknMix
241000,FelixProgrammatic DisplayNaturally Delicious,2446392.178,EUR,UK,Felix,Programmatic DisplayNaturally Delicious
241000,FelixSocial FB IGIGTBAC,1479927.992,EUR,UK,Felix,Social FB IGIGTBAC
241000,FelixProgrammatic VideoIGTBAC,169.8782147,EUR,UK,Felix,Programmatic VideoIGTBAC
241000,FelixBVODIGTBAC,612689.1694,EUR,UK,Felix,BVODIGTBAC
241000,FelixYouTubeIGTBAC,884886.5526,EUR,UK,Felix,YouTubeIGTBAC
241000,FelixSocial TikTokIGTBAC,932930.2957,EUR,UK,Felix,Social TikTokIGTBAC
241000,GourmetBVODGourmet Mon Petit,19689.19927,EUR,UK,Gourmet,BVODGourmet Mon Petit
241000,GourmetProgrammatic VideoGourmet Mon Petit,24711.56963,EUR,UK,Gourmet,Programmatic VideoGourmet Mon Petit
241000,GourmetSocial FB IGGourmet Mon Petit,16981.8651,EUR,UK,Gourmet,Social FB IGGourmet Mon Petit
241000,GourmetSocial PinterestGourmet Mon Petit,454514.8571,EUR,UK,Gourmet,Social PinterestGourmet Mon Petit
241000,GourmetTVGourmet Revelations,376.006252,EUR,UK,Gourmet,TVGourmet Revelations
241000,GourmetShopmiumGourmet Mon Petit,25687.22614,EUR,UK,Gourmet,ShopmiumGourmet Mon Petit
241000,GourmetTVGourmet Mon Petit,257408.8601,EUR,UK,Gourmet,TVGourmet Mon Petit
241000,GourmetSocial FB IGGourmet Revelations,3926.319761,EUR,UK,Gourmet,Social FB IGGourmet Revelations
241000,GourmetSocial PinterestGourmet Revelations,561481.0972,EUR,UK,Gourmet,Social PinterestGourmet Revelations
241000,GourmetShopmiumGourmet Revelations,17.62524364,EUR,UK,Gourmet,ShopmiumGourmet Revelations
241000,GourmetBVODGourmet Revelations,774.0420785,EUR,UK,Gourmet,BVODGourmet Revelations
241000,GourmetYouTubeGourmet Revelations,1.665337335,EUR,UK,Gourmet,YouTubeGourmet Revelations
241000,GourmetProgrammatic VideoGourmet Revelations,0.080907975,EUR,UK,Gourmet,Programmatic VideoGourmet Revelations
241000,Purina OneTVBifensis Microbiome,205363.6658,EUR,UK,Purina One,TVBifensis Microbiome
241000,Purina OneSocial Pinterest Bifensis Microbiome,2932993.11,EUR,UK,Purina One,Social Pinterest Bifensis Microbiome
241000,Purina OneShopmiumBifensis Microbiome,316093.6031,EUR,UK,Purina One,ShopmiumBifensis Microbiome
241000,Purina OneProgrammatic VideoBifensis Microbiome,11546.58008,EUR,UK,Purina One,Programmatic VideoBifensis Microbiome
241000,Purina OneBVODBifensis Microbiome,347810.3789,EUR,UK,Purina One,BVODBifensis Microbiome
241000,Purina OneSocial PinterestBifensis Microbiome,1428575.785,EUR,UK,Purina One,Social PinterestBifensis Microbiome
251000,BakersBVODSuper Foods,6073.145416,EUR,UK,Bakers,BVODSuper Foods
251000,BakersProgrammatic VideoSuper Foods,171967.9378,EUR,UK,Bakers,Programmatic VideoSuper Foods
251000,BakersYoutubeSuper Foods,171448.4829,EUR,UK,Bakers,YoutubeSuper Foods
251000,BakersDirect VideoSuper Foods,210.4168306,EUR,UK,Bakers,Direct VideoSuper Foods
251000,BakersTVSuper Foods,192763.6028,EUR,UK,Bakers,TVSuper Foods
251000,BakersSocial FB IGBakers FB&IG,32645.68,EUR,UK,Bakers,Social FB IGBakers FB&IG
251000,WinalotDisplayWinalot Great British Dogs Partnership,1777976.995,EUR,UK,Winalot,DisplayWinalot Great British Dogs Partnership
251000,WinalotSocialWinalot Great British Dogs Partnership,158109.1244,EUR,UK,Winalot,SocialWinalot Great British Dogs Partnership
251000,WinalotPrintWinalot Great British Dogs Partnership,371576.5139,EUR,UK,Winalot,PrintWinalot Great British Dogs Partnership
251000,WinalotDigitalWinalot Great British Dogs Partnership,50066.91458,EUR,UK,Winalot,DigitalWinalot Great British Dogs Partnership
251000,FelixBVODNaturally Delicious,107377.251,EUR,UK,Felix,BVODNaturally Delicious
251000,FelixYoutubeNaturally Delicious,19300.74542,EUR,UK,Felix,YoutubeNaturally Delicious
251000,FelixSocial FB IGFelix Treats,233893.506,EUR,UK,Felix,Social FB IGFelix Treats
251000,FelixTVIGTBAC,849240.3956,EUR,UK,Felix,TVIGTBAC
251000,FelixShopmiumNaturally Delicious,194857.5397,EUR,UK,Felix,ShopmiumNaturally Delicious
251000,FelixSocial FB IGFelix PicknMix,486727.5971,EUR,UK,Felix,Social FB IGFelix PicknMix
251000,FelixSocial SnapchatFelix PicknMix,280213.1582,EUR,UK,Felix,Social SnapchatFelix PicknMix
251000,FelixProgrammatic DisplayNaturally Delicious,2541955.759,EUR,UK,Felix,Programmatic DisplayNaturally Delicious
251000,FelixSocial FB IGIGTBAC,1540713.966,EUR,UK,Felix,Social FB IGIGTBAC
251000,FelixProgrammatic VideoIGTBAC,176.5141787,EUR,UK,Felix,Programmatic VideoIGTBAC
251000,FelixBVODIGTBAC,612689.2211,EUR,UK,Felix,BVODIGTBAC
251000,FelixYouTubeIGTBAC,920738.7726,EUR,UK,Felix,YouTubeIGTBAC
251000,FelixSocial TikTokIGTBAC,971243.8423,EUR,UK,Felix,Social TikTokIGTBAC
251000,GourmetBVODGourmet Mon Petit,19689.2004,EUR,UK,Gourmet,BVODGourmet Mon Petit
251000,GourmetProgrammatic VideoGourmet Mon Petit,25162.22337,EUR,UK,Gourmet,Programmatic VideoGourmet Mon Petit
251000,GourmetSocial FB IGGourmet Mon Petit,17678.77584,EUR,UK,Gourmet,Social FB IGGourmet Mon Petit
251000,GourmetSocial PinterestGourmet Mon Petit,473167.4776,EUR,UK,Gourmet,Social PinterestGourmet Mon Petit
