Budget,Channel Group,Response,Region ,Country,Brand,Channel
18000,GourmetTVGourmet Mon Petit,27437.86314,EUR,UK,Gourmet,TVGourmet Mon Petit
18000,GourmetSocial FB IGGourmet Revelations,296.1301405,EUR,UK,Gourmet,Social FB IGGourmet Revelations
18000,GourmetSocial PinterestGourmet Revelations,42347.92026,EUR,UK,Gourmet,Social PinterestGourmet Revelations
18000,GourmetShopmiumGourmet Revelations,13.1947354,EUR,UK,Gourmet,ShopmiumGourmet Revelations
18000,GourmetBVODGourmet Revelations,456.6423283,EUR,UK,Gourmet,BVODGourmet Revelations
18000,GourmetYouTubeGourmet Revelations,0.200080382,EUR,UK,Gourmet,YouTubeGourmet Revelations
18000,GourmetProgrammatic VideoGourmet Revelations,0.006369271,EUR,UK,Gourmet,Programmatic VideoGourmet Revelations
18000,Purina OneTVBifensis Microbiome,24133.51974,EUR,UK,Purina One,TVBifensis Microbiome
18000,Purina OneSocial Pinterest Bifensis Microbiome,230331.0065,EUR,UK,Purina One,Social Pinterest Bifensis Microbiome
18000,Purina OneShopmiumBifensis Microbiome,234644.7986,EUR,UK,Purina One,ShopmiumBifensis Microbiome
18000,Purina OneProgrammatic VideoBifensis Microbiome,912.9497964,EUR,UK,Purina One,Programmatic VideoBifensis Microbiome
18000,Purina OneBVODBifensis Microbiome,242209.0995,EUR,UK,Purina One,BVODBifensis Microbiome
18000,Purina OneSocial PinterestBifensis Microbiome,112187.5457,EUR,UK,Purina One,Social PinterestBifensis Microbiome
19000,BakersBVODSuper Foods,6073.141207,EUR,UK,Bakers,BVODSuper Foods
19000,BakersProgrammatic VideoSuper Foods,14198.65108,EUR,UK,Bakers,Programmatic VideoSuper Foods
19000,BakersYoutubeSuper Foods,14186.16127,EUR,UK,Bakers,YoutubeSuper Foods
19000,BakersDirect VideoSuper Foods,17.37321036,EUR,UK,Bakers,Direct VideoSuper Foods
19000,BakersTVSuper Foods,22642.08633,EUR,UK,Bakers,TVSuper Foods
19000,BakersSocial FB IGBakers FB&IG,30686.14522,EUR,UK,Bakers,Social FB IGBakers FB&IG
19000,WinalotDisplayWinalot Great British Dogs Partnership,1386726.687,EUR,UK,Winalot,DisplayWinalot Great British Dogs Partnership
19000,WinalotSocialWinalot Great British Dogs Partnership,124649.7326,EUR,UK,Winalot,SocialWinalot Great British Dogs Partnership
19000,WinalotPrintWinalot Great British Dogs Partnership,292614.261,EUR,UK,Winalot,PrintWinalot Great British Dogs Partnership
19000,WinalotDigitalWinalot Great British Dogs Partnership,40060.17151,EUR,UK,Winalot,DigitalWinalot Great British Dogs Partnership
19000,FelixBVODNaturally Delicious,80349.31273,EUR,UK,Felix,BVODNaturally Delicious
19000,FelixYoutubeNaturally Delicious,1465.907918,EUR,UK,Felix,YoutubeNaturally Delicious
19000,FelixSocial FB IGFelix Treats,17775.70979,EUR,UK,Felix,Social FB IGFelix Treats
19000,FelixTVIGTBAC,85714.32397,EUR,UK,Felix,TVIGTBAC
19000,FelixShopmiumNaturally Delicious,143904.5901,EUR,UK,Felix,ShopmiumNaturally Delicious
19000,FelixSocial FB IGFelix PicknMix,37195.66922,EUR,UK,Felix,Social FB IGFelix PicknMix
19000,FelixSocial SnapchatFelix PicknMix,21413.8586,EUR,UK,Felix,Social SnapchatFelix PicknMix
19000,FelixProgrammatic DisplayNaturally Delicious,203236.7294,EUR,UK,Felix,Programmatic DisplayNaturally Delicious
19000,FelixSocial FB IGIGTBAC,117726.349,EUR,UK,Felix,Social FB IGIGTBAC
19000,FelixProgrammatic VideoIGTBAC,14.11282012,EUR,UK,Felix,Programmatic VideoIGTBAC
19000,FelixBVODIGTBAC,432786.5547,EUR,UK,Felix,BVODIGTBAC
19000,FelixYouTubeIGTBAC,71237.98827,EUR,UK,Felix,YouTubeIGTBAC
19000,FelixSocial TikTokIGTBAC,74222.34716,EUR,UK,Felix,Social TikTokIGTBAC
19000,GourmetBVODGourmet Mon Petit,14088.78079,EUR,UK,Gourmet,BVODGourmet Mon Petit
19000,GourmetProgrammatic VideoGourmet Mon Petit,3451.796418,EUR,UK,Gourmet,Programmatic VideoGourmet Mon Petit
19000,GourmetSocial FB IGGourmet Mon Petit,1351.899409,EUR,UK,Gourmet,Social FB IGGourmet Mon Petit
19000,GourmetSocial PinterestGourmet Mon Petit,36183.20856,EUR,UK,Gourmet,Social PinterestGourmet Mon Petit
19000,GourmetTVGourmet Revelations,43.9852819,EUR,UK,Gourmet,TVGourmet Revelations
19000,GourmetShopmiumGourmet Mon Petit,19468.95596,EUR,UK,Gourmet,ShopmiumGourmet Mon Petit
19000,GourmetTVGourmet Mon Petit,28912.87882,EUR,UK,Gourmet,TVGourmet Mon Petit
19000,GourmetSocial FB IGGourmet Revelations,312.5681033,EUR,UK,Gourmet,Social FB IGGourmet Revelations
19000,GourmetSocial PinterestGourmet Revelations,44698.62168,EUR,UK,Gourmet,Social PinterestGourmet Revelations
19000,GourmetShopmiumGourmet Revelations,13.52189985,EUR,UK,Gourmet,ShopmiumGourmet Revelations
19000,GourmetBVODGourmet Revelations,471.9789761,EUR,UK,Gourmet,BVODGourmet Revelations
19000,GourmetYouTubeGourmet Revelations,0.210702923,EUR,UK,Gourmet,YouTubeGourmet Revelations
19000,GourmetProgrammatic VideoGourmet Revelations,0.006721519,EUR,UK,Gourmet,Programmatic VideoGourmet Revelations
19000,Purina OneTVBifensis Microbiome,25417.84504,EUR,UK,Purina One,TVBifensis Microbiome
19000,Purina OneSocial Pinterest Bifensis Microbiome,243072.0241,EUR,UK,Purina One,Social Pinterest Bifensis Microbiome
19000,Purina OneShopmiumBifensis Microbiome,240555.4565,EUR,UK,Purina One,ShopmiumBifensis Microbiome
19000,Purina OneProgrammatic VideoBifensis Microbiome,963.4207301,EUR,UK,Purina One,Programmatic VideoBifensis Microbiome
19000,Purina OneBVODBifensis Microbiome,248975.6572,EUR,UK,Purina One,BVODBifensis Microbiome
19000,Purina OneSocial PinterestBifensis Microbiome,118393.3254,EUR,UK,Purina One,Social PinterestBifensis Microbiome
20000,BakersBVODSuper Foods,6073.143421,EUR,UK,Bakers,BVODSuper Foods
20000,BakersProgrammatic VideoSuper Foods,14940.27088,EUR,UK,Bakers,Programmatic VideoSuper Foods
20000,BakersYoutubeSuper Foods,14926.98644,EUR,UK,Bakers,YoutubeSuper Foods
20000,BakersDirect VideoSuper Foods,18.28064281,EUR,UK,Bakers,Direct VideoSuper Foods
20000,BakersTVSuper Foods,23784.73019,EUR,UK,Bakers,TVSuper Foods
20000,BakersSocial FB IGBakers FB&IG,30955.80566,EUR,UK,Bakers,Social FB IGBakers FB&IG
20000,WinalotDisplayWinalot Great British Dogs Partnership,1416691.162,EUR,UK,Winalot,DisplayWinalot Great British Dogs Partnership
20000,WinalotSocialWinalot Great British Dogs Partnership,127275.7357,EUR,UK,Winalot,SocialWinalot Great British Dogs Partnership
20000,WinalotPrintWinalot Great British Dogs Partnership,298795.5139,EUR,UK,Winalot,PrintWinalot Great British Dogs Partnership
20000,WinalotDigitalWinalot Great British Dogs Partnership,40873.22804,EUR,UK,Winalot,DigitalWinalot Great British Dogs Partnership
20000,FelixBVODNaturally Delicious,82242.10731,EUR,UK,Felix,BVODNaturally Delicious
20000,FelixYoutubeNaturally Delicious,1543.038706,EUR,UK,Felix,YoutubeNaturally Delicious
20000,FelixSocial FB IGFelix Treats,18710.95218,EUR,UK,Felix,Social FB IGFelix Treats
20000,FelixTVIGTBAC,90107.78899,EUR,UK,Felix,TVIGTBAC
20000,FelixShopmiumNaturally Delicious,147377.7361,EUR,UK,Felix,ShopmiumNaturally Delicious
20000,FelixSocial FB IGFelix PicknMix,39151.72997,EUR,UK,Felix,Social FB IGFelix PicknMix
20000,FelixSocial SnapchatFelix PicknMix,22539.97918,EUR,UK,Felix,Social SnapchatFelix PicknMix
20000,FelixProgrammatic DisplayNaturally Delicious,213882.5007,EUR,UK,Felix,Programmatic DisplayNaturally Delicious
20000,FelixSocial FB IGIGTBAC,123917.457,EUR,UK,Felix,Social FB IGIGTBAC
20000,FelixProgrammatic VideoIGTBAC,14.85206571,EUR,UK,Felix,Programmatic VideoIGTBAC
20000,FelixBVODIGTBAC,444023.4598,EUR,UK,Felix,BVODIGTBAC
20000,FelixYouTubeIGTBAC,74980.26369,EUR,UK,Felix,YouTubeIGTBAC
20000,FelixSocial TikTokIGTBAC,78125.58168,EUR,UK,Felix,Social TikTokIGTBAC
20000,GourmetBVODGourmet Mon Petit,14447.36563,EUR,UK,Gourmet,BVODGourmet Mon Petit
20000,GourmetProgrammatic VideoGourmet Mon Petit,3622.983871,EUR,UK,Gourmet,Programmatic VideoGourmet Mon Petit
20000,GourmetSocial FB IGGourmet Mon Petit,1422.989587,EUR,UK,Gourmet,Social FB IGGourmet Mon Petit
20000,GourmetSocial PinterestGourmet Mon Petit,38085.91724,EUR,UK,Gourmet,Social PinterestGourmet Mon Petit
20000,GourmetTVGourmet Revelations,46.21172292,EUR,UK,Gourmet,TVGourmet Revelations
20000,GourmetShopmiumGourmet Mon Petit,19916.2932,EUR,UK,Gourmet,ShopmiumGourmet Mon Petit
20000,GourmetTVGourmet Mon Petit,30382.82238,EUR,UK,Gourmet,TVGourmet Mon Petit
20000,GourmetSocial FB IGGourmet Revelations,329.0046237,EUR,UK,Gourmet,Social FB IGGourmet Revelations
20000,GourmetSocial PinterestGourmet Revelations,47049.11681,EUR,UK,Gourmet,Social PinterestGourmet Revelations
20000,GourmetShopmiumGourmet Revelations,13.82490532,EUR,UK,Gourmet,ShopmiumGourmet Revelations
20000,GourmetBVODGourmet Revelations,486.5745742,EUR,UK,Gourmet,BVODGourmet Revelations
20000,GourmetYouTubeGourmet Revelations,0.221275191,EUR,UK,Gourmet,YouTubeGourmet Revelations
20000,GourmetProgrammatic VideoGourmet Revelations,0.0070736,EUR,UK,Gourmet,Programmatic VideoGourmet Revelations
20000,Purina OneTVBifensis Microbiome,26696.40733,EUR,UK,Purina One,TVBifensis Microbiome
20000,Purina OneSocial Pinterest Bifensis Microbiome,255807.2541,EUR,UK,Purina One,Social Pinterest Bifensis Microbiome
20000,Purina OneShopmiumBifensis Microbiome,246037.1839,EUR,UK,Purina One,ShopmiumBifensis Microbiome
20000,Purina OneProgrammatic VideoBifensis Microbiome,1013.865596,EUR,UK,Purina One,Programmatic VideoBifensis Microbiome
20000,Purina OneBVODBifensis Microbiome,255308.6379,EUR,UK,Purina One,BVODBifensis Microbiome
20000,Purina OneSocial PinterestBifensis Microbiome,124596.2861,EUR,UK,Purina One,Social PinterestBifensis Microbiome
21000,BakersBVODSuper Foods,6073.144471,EUR,UK,Bakers,BVODSuper Foods
21000,BakersProgrammatic VideoSuper Foods,15681.32594,EUR,UK,Bakers,Programmatic VideoSuper Foods
21000,BakersYoutubeSuper Foods,15667.23329,EUR,UK,Bakers,YoutubeSuper Foods
21000,BakersDirect VideoSuper Foods,19.18738426,EUR,UK,Bakers,Direct VideoSuper Foods
21000,BakersTVSuper Foods,24922.61176,EUR,UK,Bakers,TVSuper Foods
21000,BakersSocial FB IGBakers FB&IG,31188.35691,EUR,UK,Bakers,Social FB IGBakers FB&IG
21000,WinalotDisplayWinalot Great British Dogs Partnership,1444360.764,EUR,UK,Winalot,DisplayWinalot Great British Dogs Partnership
21000,WinalotSocialWinalot Great British Dogs Partnership,129695.6414,EUR,UK,Winalot,SocialWinalot Great British Dogs Partnership
21000,WinalotPrintWinalot Great British Dogs Partnership,304492.8914,EUR,UK,Winalot,PrintWinalot Great British Dogs Partnership
21000,WinalotDigitalWinalot Great British Dogs Partnership,41620.22303,EUR,UK,Winalot,DigitalWinalot Great British Dogs Partnership
21000,FelixBVODNaturally Delicious,84002.34754,EUR,UK,Felix,BVODNaturally Delicious
21000,FelixYoutubeNaturally Delicious,1620.167268,EUR,UK,Felix,YoutubeNaturally Delicious
21000,FelixSocial FB IGFelix Treats,19646.16245,EUR,UK,Felix,Social FB IGFelix Treats
21000,FelixTVIGTBAC,94489.68873,EUR,UK,Felix,TVIGTBAC
21000,FelixShopmiumNaturally Delicious,150614.1393,EUR,UK,Felix,ShopmiumNaturally Delicious
21000,FelixSocial FB IGFelix PicknMix,41107.63021,EUR,UK,Felix,Social FB IGFelix PicknMix
21000,FelixSocial SnapchatFelix PicknMix,23666.00734,EUR,UK,Felix,Social SnapchatFelix PicknMix
21000,FelixProgrammatic DisplayNaturally Delicious,224523.1991,EUR,UK,Felix,Programmatic DisplayNaturally Delicious
21000,FelixSocial FB IGIGTBAC,130108.0637,EUR,UK,Felix,Social FB IGIGTBAC
21000,FelixProgrammatic VideoIGTBAC,15.59095903,EUR,UK,Felix,Programmatic VideoIGTBAC
21000,FelixBVODIGTBAC,454558.4965,EUR,UK,Felix,BVODIGTBAC
21000,FelixYouTubeIGTBAC,78721.83082,EUR,UK,Felix,YouTubeIGTBAC
21000,FelixSocial TikTokIGTBAC,82028.4959,EUR,UK,Felix,Social TikTokIGTBAC
21000,GourmetBVODGourmet Mon Petit,14782.99093,EUR,UK,Gourmet,BVODGourmet Mon Petit
21000,GourmetProgrammatic VideoGourmet Mon Petit,3793.165466,EUR,UK,Gourmet,Programmatic VideoGourmet Mon Petit
21000,GourmetSocial FB IGGourmet Mon Petit,1494.073527,EUR,UK,Gourmet,Social FB IGGourmet Mon Petit
21000,GourmetSocial PinterestGourmet Mon Petit,39988.45896,EUR,UK,Gourmet,Social PinterestGourmet Mon Petit
21000,GourmetTVGourmet Revelations,48.42954517,EUR,UK,Gourmet,TVGourmet Revelations
21000,GourmetShopmiumGourmet Mon Petit,20331.44936,EUR,UK,Gourmet,ShopmiumGourmet Mon Petit
21000,GourmetTVGourmet Mon Petit,31847.71125,EUR,UK,Gourmet,TVGourmet Mon Petit
21000,GourmetSocial FB IGGourmet Revelations,345.4397017,EUR,UK,Gourmet,Social FB IGGourmet Revelations
21000,GourmetSocial PinterestGourmet Revelations,49399.40568,EUR,UK,Gourmet,Social PinterestGourmet Revelations
21000,GourmetShopmiumGourmet Revelations,14.10553579,EUR,UK,Gourmet,ShopmiumGourmet Revelations
21000,GourmetBVODGourmet Revelations,500.4649293,EUR,UK,Gourmet,BVODGourmet Revelations
21000,GourmetYouTubeGourmet Revelations,0.231797426,EUR,UK,Gourmet,YouTubeGourmet Revelations
21000,GourmetProgrammatic VideoGourmet Revelations,0.007425513,EUR,UK,Gourmet,Programmatic VideoGourmet Revelations
21000,Purina OneTVBifensis Microbiome,27969.23246,EUR,UK,Purina One,TVBifensis Microbiome
21000,Purina OneSocial Pinterest Bifensis Microbiome,268536.699,EUR,UK,Purina One,Social Pinterest Bifensis Microbiome
21000,Purina OneShopmiumBifensis Microbiome,251121.1079,EUR,UK,Purina One,ShopmiumBifensis Microbiome
21000,Purina OneProgrammatic VideoBifensis Microbiome,1064.284408,EUR,UK,Purina One,Programmatic VideoBifensis Microbiome
21000,Purina OneBVODBifensis Microbiome,261235.8236,EUR,UK,Purina One,BVODBifensis Microbiome
21000,Purina OneSocial PinterestBifensis Microbiome,130796.4292,EUR,UK,Purina One,Social PinterestBifensis Microbiome
22000,BakersBVODSuper Foods,6073.144968,EUR,UK,Bakers,BVODSuper Foods
22000,BakersProgrammatic VideoSuper Foods,16421.81669,EUR,UK,Bakers,Programmatic VideoSuper Foods
22000,BakersYoutubeSuper Foods,16406.90228,EUR,UK,Bakers,YoutubeSuper Foods
22000,BakersDirect VideoSuper Foods,20.09343523,EUR,UK,Bakers,Direct VideoSuper Foods
22000,BakersTVSuper Foods,26055.75087,EUR,UK,Bakers,TVSuper Foods
22000,BakersSocial FB IGBakers FB&IG,31388.90573,EUR,UK,Bakers,Social FB IGBakers FB&IG
22000,WinalotDisplayWinalot Great British Dogs Partnership,1469911.249,EUR,UK,Winalot,DisplayWinalot Great British Dogs Partnership
22000,WinalotSocialWinalot Great British Dogs Partnership,131925.6249,EUR,UK,Winalot,SocialWinalot Great British Dogs Partnership
22000,WinalotPrintWinalot Great British Dogs Partnership,309744.2718,EUR,UK,Winalot,PrintWinalot Great British Dogs Partnership
22000,WinalotDigitalWinalot Great British Dogs Partnership,42306.52402,EUR,UK,Winalot,DigitalWinalot Great British Dogs Partnership
22000,FelixBVODNaturally Delicious,85639.31632,EUR,UK,Felix,BVODNaturally Delicious
22000,FelixYoutubeNaturally Delicious,1697.293605,EUR,UK,Felix,YoutubeNaturally Delicious
22000,FelixSocial FB IGFelix Treats,20581.3406,EUR,UK,Felix,Social FB IGFelix Treats
22000,FelixTVIGTBAC,98860.05362,EUR,UK,Felix,TVIGTBAC
22000,FelixShopmiumNaturally Delicious,153629.9371,EUR,UK,Felix,ShopmiumNaturally Delicious
22000,FelixSocial FB IGFelix PicknMix,43063.36994,EUR,UK,Felix,Social FB IGFelix PicknMix
22000,FelixSocial SnapchatFelix PicknMix,24791.9431,EUR,UK,Felix,Social SnapchatFelix PicknMix
22000,FelixProgrammatic DisplayNaturally Delicious,235158.827,EUR,UK,Felix,Programmatic DisplayNaturally Delicious
22000,FelixSocial FB IGIGTBAC,136298.1691,EUR,UK,Felix,Social FB IGIGTBAC
22000,FelixProgrammatic VideoIGTBAC,16.32950026,EUR,UK,Felix,Programmatic VideoIGTBAC
22000,FelixBVODIGTBAC,464435.5042,EUR,UK,Felix,BVODIGTBAC
22000,FelixYouTubeIGTBAC,82462.68979,EUR,UK,Felix,YouTubeIGTBAC
22000,FelixSocial TikTokIGTBAC,85931.08986,EUR,UK,Felix,Social TikTokIGTBAC
22000,GourmetBVODGourmet Mon Petit,15097.12674,EUR,UK,Gourmet,BVODGourmet Mon Petit
22000,GourmetProgrammatic VideoGourmet Mon Petit,3962.347111,EUR,UK,Gourmet,Programmatic VideoGourmet Mon Petit
22000,GourmetSocial FB IGGourmet Mon Petit,1565.151229,EUR,UK,Gourmet,Social FB IGGourmet Mon Petit
22000,GourmetSocial PinterestGourmet Mon Petit,41890.83372,EUR,UK,Gourmet,Social PinterestGourmet Mon Petit
22000,GourmetTVGourmet Revelations,50.638782,EUR,UK,Gourmet,TVGourmet Revelations
22000,GourmetShopmiumGourmet Mon Petit,20716.73954,EUR,UK,Gourmet,ShopmiumGourmet Mon Petit
22000,GourmetTVGourmet Mon Petit,33307.56283,EUR,UK,Gourmet,TVGourmet Mon Petit
22000,GourmetSocial FB IGGourmet Revelations,361.8733375,EUR,UK,Gourmet,Social FB IGGourmet Revelations
22000,GourmetSocial PinterestGourmet Revelations,51749.48831,EUR,UK,Gourmet,Social PinterestGourmet Revelations
22000,GourmetShopmiumGourmet Revelations,14.36544352,EUR,UK,Gourmet,ShopmiumGourmet Revelations
22000,GourmetBVODGourmet Revelations,513.6841178,EUR,UK,Gourmet,BVODGourmet Revelations
22000,GourmetYouTubeGourmet Revelations,0.242269863,EUR,UK,Gourmet,YouTubeGourmet Revelations
22000,GourmetProgrammatic VideoGourmet Revelations,0.007777259,EUR,UK,Gourmet,Programmatic VideoGourmet Revelations
22000,Purina OneTVBifensis Microbiome,29236.34618,EUR,UK,Purina One,TVBifensis Microbiome
22000,Purina OneSocial Pinterest Bifensis Microbiome,281260.3615,EUR,UK,Purina One,Social Pinterest Bifensis Microbiome
22000,Purina OneShopmiumBifensis Microbiome,255836.0967,EUR,UK,Purina One,ShopmiumBifensis Microbiome
22000,Purina OneProgrammatic VideoBifensis Microbiome,1114.677178,EUR,UK,Purina One,Programmatic VideoBifensis Microbiome
22000,Purina OneBVODBifensis Microbiome,266783.2163,EUR,UK,Purina One,BVODBifensis Microbiome
22000,Purina OneSocial PinterestBifensis Microbiome,136993.7558,EUR,UK,Purina One,Social PinterestBifensis Microbiome
23000,BakersBVODSuper Foods,6073.145204,EUR,UK,Bakers,BVODSuper Foods
23000,BakersProgrammatic VideoSuper Foods,17161.74356,EUR,UK,Bakers,Programmatic VideoSuper Foods
23000,BakersYoutubeSuper Foods,17145.99386,EUR,UK,Bakers,YoutubeSuper Foods
23000,BakersDirect VideoSuper Foods,20.99879625,EUR,UK,Bakers,Direct VideoSuper Foods
23000,BakersTVSuper Foods,27184.16729,EUR,UK,Bakers,TVSuper Foods
23000,BakersSocial FB IGBakers FB&IG,31561.85612,EUR,UK,Bakers,Social FB IGBakers FB&IG
23000,WinalotDisplayWinalot Great British Dogs Partnership,1493504.913,EUR,UK,Winalot,DisplayWinalot Great British Dogs Partnership
23000,WinalotSocialWinalot Great British Dogs Partnership,133980.592,EUR,UK,Winalot,SocialWinalot Great British Dogs Partnership
23000,WinalotPrintWinalot Great British Dogs Partnership,314584.5684,EUR,UK,Winalot,PrintWinalot Great British Dogs Partnership
23000,WinalotDigitalWinalot Great British Dogs Partnership,42937.06247,EUR,UK,Winalot,DigitalWinalot Great British Dogs Partnership
23000,FelixBVODNaturally Delicious,87161.64648,EUR,UK,Felix,BVODNaturally Delicious
23000,FelixYoutubeNaturally Delicious,1774.417716,EUR,UK,Felix,YoutubeNaturally Delicious
23000,FelixSocial FB IGFelix Treats,21516.48663,EUR,UK,Felix,Social FB IGFelix Treats
23000,FelixTVIGTBAC,103218.914,EUR,UK,Felix,TVIGTBAC
23000,FelixShopmiumNaturally Delicious,156440.1667,EUR,UK,Felix,ShopmiumNaturally Delicious
23000,FelixSocial FB IGFelix PicknMix,45018.9492,EUR,UK,Felix,Social FB IGFelix PicknMix
23000,FelixSocial SnapchatFelix PicknMix,25917.78648,EUR,UK,Felix,Social SnapchatFelix PicknMix
23000,FelixProgrammatic DisplayNaturally Delicious,245789.3869,EUR,UK,Felix,Programmatic DisplayNaturally Delicious
23000,FelixSocial FB IGIGTBAC,142487.7733,EUR,UK,Felix,Social FB IGIGTBAC
23000,FelixProgrammatic VideoIGTBAC,17.06768956,EUR,UK,Felix,Programmatic VideoIGTBAC
23000,FelixBVODIGTBAC,473695.5841,EUR,UK,Felix,BVODIGTBAC
23000,FelixYouTubeIGTBAC,86202.84072,EUR,UK,Felix,YouTubeIGTBAC
23000,FelixSocial TikTokIGTBAC,89833.36357,EUR,UK,Felix,Social TikTokIGTBAC
23000,GourmetBVODGourmet Mon Petit,15391.14901,EUR,UK,Gourmet,BVODGourmet Mon Petit
23000,GourmetProgrammatic VideoGourmet Mon Petit,4130.534684,EUR,UK,Gourmet,Programmatic VideoGourmet Mon Petit
23000,GourmetSocial FB IGGourmet Mon Petit,1636.222694,EUR,UK,Gourmet,Social FB IGGourmet Mon Petit
23000,GourmetSocial PinterestGourmet Mon Petit,43793.04154,EUR,UK,Gourmet,Social PinterestGourmet Mon Petit
23000,GourmetTVGourmet Revelations,52.83946667,EUR,UK,Gourmet,TVGourmet Revelations
23000,GourmetShopmiumGourmet Mon Petit,21074.31226,EUR,UK,Gourmet,ShopmiumGourmet Mon Petit
23000,GourmetTVGourmet Mon Petit,34762.39443,EUR,UK,Gourmet,TVGourmet Mon Petit
23000,GourmetSocial FB IGGourmet Revelations,378.3055311,EUR,UK,Gourmet,Social FB IGGourmet Revelations
23000,GourmetSocial PinterestGourmet Revelations,54099.3647,EUR,UK,Gourmet,Social PinterestGourmet Revelations
23000,GourmetShopmiumGourmet Revelations,14.60615873,EUR,UK,Gourmet,ShopmiumGourmet Revelations
23000,GourmetBVODGourmet Revelations,526.2645699,EUR,UK,Gourmet,BVODGourmet Revelations
23000,GourmetYouTubeGourmet Revelations,0.252692738,EUR,UK,Gourmet,YouTubeGourmet Revelations
23000,GourmetProgrammatic VideoGourmet Revelations,0.008128836,EUR,UK,Gourmet,Programmatic VideoGourmet Revelations
23000,Purina OneTVBifensis Microbiome,30497.77412,EUR,UK,Purina One,TVBifensis Microbiome
23000,Purina OneSocial Pinterest Bifensis Microbiome,293978.2443,EUR,UK,Purina One,Social Pinterest Bifensis Microbiome
23000,Purina OneShopmiumBifensis Microbiome,260208.9234,EUR,UK,Purina One,ShopmiumBifensis Microbiome
23000,Purina OneProgrammatic VideoBifensis Microbiome,1165.043922,EUR,UK,Purina One,Programmatic VideoBifensis Microbiome
23000,Purina OneBVODBifensis Microbiome,271975.1518,EUR,UK,Purina One,BVODBifensis Microbiome
23000,Purina OneSocial PinterestBifensis Microbiome,143188.2672,EUR,UK,Purina One,Social PinterestBifensis Microbiome
24000,BakersBVODSuper Foods,6073.145316,EUR,UK,Bakers,BVODSuper Foods
24000,BakersProgrammatic VideoSuper Foods,17901.10698,EUR,UK,Bakers,Programmatic VideoSuper Foods
24000,BakersYoutubeSuper Foods,17884.50847,EUR,UK,Bakers,YoutubeSuper Foods
24000,BakersDirect VideoSuper Foods,21.90346784,EUR,UK,Bakers,Direct VideoSuper Foods
24000,BakersTVSuper Foods,28307.88071,EUR,UK,Bakers,TVSuper Foods
24000,BakersSocial FB IGBakers FB&IG,31711.00603,EUR,UK,Bakers,Social FB IGBakers FB&IG
24000,WinalotDisplayWinalot Great British Dogs Partnership,1515291.622,EUR,UK,Winalot,DisplayWinalot Great British Dogs Partnership
24000,WinalotSocialWinalot Great British Dogs Partnership,135874.2786,EUR,UK,Winalot,SocialWinalot Great British Dogs Partnership
24000,WinalotPrintWinalot Great British Dogs Partnership,319045.9612,EUR,UK,Winalot,PrintWinalot Great British Dogs Partnership
24000,WinalotDigitalWinalot Great British Dogs Partnership,43516.36912,EUR,UK,Winalot,DigitalWinalot Great British Dogs Partnership
24000,FelixBVODNaturally Delicious,88577.36628,EUR,UK,Felix,BVODNaturally Delicious
24000,FelixYoutubeNaturally Delicious,1851.539602,EUR,UK,Felix,YoutubeNaturally Delicious
24000,FelixSocial FB IGFelix Treats,22451.60055,EUR,UK,Felix,Social FB IGFelix Treats
24000,FelixTVIGTBAC,107566.3003,EUR,UK,Felix,TVIGTBAC
24000,FelixShopmiumNaturally Delicious,159058.8404,EUR,UK,Felix,ShopmiumNaturally Delicious
24000,FelixSocial FB IGFelix PicknMix,46974.36798,EUR,UK,Felix,Social FB IGFelix PicknMix
24000,FelixSocial SnapchatFelix PicknMix,27043.53746,EUR,UK,Felix,Social SnapchatFelix PicknMix
24000,FelixProgrammatic DisplayNaturally Delicious,256414.8812,EUR,UK,Felix,Programmatic DisplayNaturally Delicious
24000,FelixSocial FB IGIGTBAC,148676.8763,EUR,UK,Felix,Social FB IGIGTBAC
24000,FelixProgrammatic VideoIGTBAC,17.8055271,EUR,UK,Felix,Programmatic VideoIGTBAC
24000,FelixBVODIGTBAC,482377.2701,EUR,UK,Felix,BVODIGTBAC
24000,FelixYouTubeIGTBAC,89942.28376,EUR,UK,Felix,YouTubeIGTBAC
24000,FelixSocial TikTokIGTBAC,93735.31707,EUR,UK,Felix,Social TikTokIGTBAC
24000,GourmetBVODGourmet Mon Petit,15666.34556,EUR,UK,Gourmet,BVODGourmet Mon Petit
24000,GourmetProgrammatic VideoGourmet Mon Petit,4297.734024,EUR,UK,Gourmet,Programmatic VideoGourmet Mon Petit
24000,GourmetSocial FB IGGourmet Mon Petit,1707.287922,EUR,UK,Gourmet,Social FB IGGourmet Mon Petit
24000,GourmetSocial PinterestGourmet Mon Petit,45695.08244,EUR,UK,Gourmet,Social PinterestGourmet Mon Petit
24000,GourmetTVGourmet Revelations,55.03163227,EUR,UK,Gourmet,TVGourmet Revelations
24000,GourmetShopmiumGourmet Mon Petit,21406.16149,EUR,UK,Gourmet,ShopmiumGourmet Mon Petit
24000,GourmetTVGourmet Mon Petit,36212.22331,EUR,UK,Gourmet,TVGourmet Mon Petit
24000,GourmetSocial FB IGGourmet Revelations,394.7362828,EUR,UK,Gourmet,Social FB IGGourmet Revelations
24000,GourmetSocial PinterestGourmet Revelations,56449.03489,EUR,UK,Gourmet,Social PinterestGourmet Revelations
24000,GourmetShopmiumGourmet Revelations,14.82909868,EUR,UK,Gourmet,ShopmiumGourmet Revelations
24000,GourmetBVODGourmet Revelations,538.2371485,EUR,UK,Gourmet,BVODGourmet Revelations
