Time_Period,Budget/Revenue,Value,Optimisation Type,Channel,Scenario
27/11/2022,ST Revenue,16386.21487,Blended,Youtube,3m Exhaust
27/11/2022,ST Revenue,0,Blended,Direct Video,3m Exhaust
27/11/2022,ST Revenue,107986.2223,Blended,TV,3m Exhaust
27/11/2022,ST Revenue,28108.08082,Blended,Social FB IG,3m Exhaust
04/12/2022,ST Revenue,2146.991632,Blended,BVOD,3m Exhaust
04/12/2022,ST Revenue,11656.24747,Blended,Programmatic Video,3m Exhaust
04/12/2022,ST Revenue,16386.21676,Blended,Youtube,3m Exhaust
04/12/2022,ST Revenue,0,Blended,Direct Video,3m Exhaust
04/12/2022,ST Revenue,107996.2429,Blended,TV,3m Exhaust
04/12/2022,ST Revenue,28123.3232,Blended,Social FB IG,3m Exhaust
11/12/2022,ST Revenue,1188.981657,Blended,BVOD,3m Exhaust
11/12/2022,ST Revenue,11656.24788,Blended,Programmatic Video,3m Exhaust
11/12/2022,ST Revenue,16386.21696,Blended,Youtube,3m Exhaust
11/12/2022,ST Revenue,0,Blended,Direct Video,3m Exhaust
11/12/2022,ST Revenue,108003.2569,Blended,TV,3m Exhaust
11/12/2022,ST Revenue,28127.88592,Blended,Social FB IG,3m Exhaust
18/12/2022,ST Revenue,626.2158725,Blended,BVOD,3m Exhaust
18/12/2022,ST Revenue,11656.24797,Blended,Programmatic Video,3m Exhaust
18/12/2022,ST Revenue,16386.21698,Blended,Youtube,3m Exhaust
18/12/2022,ST Revenue,0,Blended,Direct Video,3m Exhaust
18/12/2022,ST Revenue,108008.1666,Blended,TV,3m Exhaust
18/12/2022,ST Revenue,14609.02771,Blended,Social FB IG,3m Exhaust
25/12/2022,ST Revenue,321.2948131,Blended,BVOD,3m Exhaust
25/12/2022,ST Revenue,11656.24798,Blended,Programmatic Video,3m Exhaust
25/12/2022,ST Revenue,16386.21698,Blended,Youtube,3m Exhaust
25/12/2022,ST Revenue,0,Blended,Direct Video,3m Exhaust
25/12/2022,ST Revenue,108011.6034,Blended,TV,3m Exhaust
25/12/2022,ST Revenue,5322.906407,Blended,Social FB IG,3m Exhaust
01/01/2023,ST Revenue,162.6611609,Blended,BVOD,3m Exhaust
01/01/2023,ST Revenue,11656.24798,Blended,Programmatic Video,3m Exhaust
01/01/2023,ST Revenue,16386.21698,Blended,Youtube,3m Exhaust
01/01/2023,ST Revenue,0,Blended,Direct Video,3m Exhaust
01/01/2023,ST Revenue,108014.009,Blended,TV,3m Exhaust
01/01/2023,ST Revenue,1697.476884,Blended,Social FB IG,3m Exhaust
08/01/2023,ST Revenue,81.7969589,Blended,BVOD,3m Exhaust
08/01/2023,ST Revenue,2342.328473,Blended,Programmatic Video,3m Exhaust
08/01/2023,ST Revenue,1714.74571,Blended,Youtube,3m Exhaust
08/01/2023,ST Revenue,0,Blended,Direct Video,3m Exhaust
08/01/2023,ST Revenue,108998.7434,Blended,TV,3m Exhaust
08/01/2023,ST Revenue,518.7937922,Blended,Social FB IG,3m Exhaust
15/01/2023,ST Revenue,40.99406908,Blended,BVOD,3m Exhaust
15/01/2023,ST Revenue,468.9105343,Blended,Programmatic Video,3m Exhaust
15/01/2023,ST Revenue,178.2106416,Blended,Youtube,3m Exhaust
15/01/2023,ST Revenue,0,Blended,Direct Video,3m Exhaust
15/01/2023,ST Revenue,109684.9995,Blended,TV,3m Exhaust
15/01/2023,ST Revenue,156.5116894,Blended,Social FB IG,3m Exhaust
22/01/2023,ST Revenue,20.51016176,Blended,BVOD,3m Exhaust
22/01/2023,ST Revenue,93.79991397,Blended,Programmatic Video,3m Exhaust
22/01/2023,ST Revenue,18.50788785,Blended,Youtube,3m Exhaust
22/01/2023,ST Revenue,0,Blended,Direct Video,3m Exhaust
22/01/2023,ST Revenue,110163.8861,Blended,TV,3m Exhaust
22/01/2023,ST Revenue,47.03250902,Blended,Social FB IG,3m Exhaust
29/01/2023,ST Revenue,10.25295743,Blended,BVOD,3m Exhaust
29/01/2023,ST Revenue,18.76069519,Blended,Programmatic Video,3m Exhaust
29/01/2023,ST Revenue,1.921975363,Blended,Youtube,3m Exhaust
29/01/2023,ST Revenue,0,Blended,Direct Video,3m Exhaust
29/01/2023,ST Revenue,110498.3771,Blended,TV,3m Exhaust
29/01/2023,ST Revenue,14.11687327,Blended,Social FB IG,3m Exhaust
05/02/2023,ST Revenue,5.123247132,Blended,BVOD,3m Exhaust
05/02/2023,ST Revenue,3.752167534,Blended,Programmatic Video,3m Exhaust
05/02/2023,ST Revenue,0.199588458,Blended,Youtube,3m Exhaust
05/02/2023,ST Revenue,0,Blended,Direct Video,3m Exhaust
05/02/2023,ST Revenue,110732.1641,Blended,TV,3m Exhaust
05/02/2023,ST Revenue,4.235703114,Blended,Social FB IG,3m Exhaust
12/02/2023,ST Revenue,2.559467185,Blended,BVOD,3m Exhaust
12/02/2023,ST Revenue,0.750434647,Blended,Programmatic Video,3m Exhaust
12/02/2023,ST Revenue,0.020726343,Blended,Youtube,3m Exhaust
12/02/2023,ST Revenue,0,Blended,Direct Video,3m Exhaust
12/02/2023,ST Revenue,110895.6403,Blended,TV,3m Exhaust
12/02/2023,ST Revenue,1.270768644,Blended,Social FB IG,3m Exhaust
19/02/2023,ST Revenue,1.278521165,Blended,BVOD,3m Exhaust
19/02/2023,ST Revenue,0.150086975,Blended,Programmatic Video,3m Exhaust
19/02/2023,ST Revenue,0.002152335,Blended,Youtube,3m Exhaust
19/02/2023,ST Revenue,0,Blended,Direct Video,3m Exhaust
19/02/2023,ST Revenue,111009.9882,Blended,TV,3m Exhaust
19/02/2023,ST Revenue,0.381235787,Blended,Social FB IG,3m Exhaust
26/02/2023,ST Revenue,0.638621224,Blended,BVOD,3m Exhaust
26/02/2023,ST Revenue,0.030017397,Blended,Programmatic Video,3m Exhaust
26/02/2023,ST Revenue,0.00022351,Blended,Youtube,3m Exhaust
26/02/2023,ST Revenue,0,Blended,Direct Video,3m Exhaust
26/02/2023,ST Revenue,111089.9899,Blended,TV,3m Exhaust
26/02/2023,ST Revenue,0.114371204,Blended,Social FB IG,3m Exhaust
05/03/2023,ST Revenue,0.31898284,Blended,BVOD,3m Exhaust
05/03/2023,ST Revenue,0.006003479,Blended,Programmatic Video,3m Exhaust
05/03/2023,ST Revenue,2.32E-05,Blended,Youtube,3m Exhaust
05/03/2023,ST Revenue,0,Blended,Direct Video,3m Exhaust
05/03/2023,ST Revenue,111145.9705,Blended,TV,3m Exhaust
05/03/2023,ST Revenue,0.034311403,Blended,Social FB IG,3m Exhaust
12/03/2023,ST Revenue,0.159325604,Blended,BVOD,3m Exhaust
12/03/2023,ST Revenue,0.001200696,Blended,Programmatic Video,3m Exhaust
12/03/2023,ST Revenue,2.41E-06,Blended,Youtube,3m Exhaust
12/03/2023,ST Revenue,0,Blended,Direct Video,3m Exhaust
12/03/2023,ST Revenue,111185.1469,Blended,TV,3m Exhaust
12/03/2023,ST Revenue,0.010293425,Blended,Social FB IG,3m Exhaust
19/03/2023,ST Revenue,0.079579456,Blended,BVOD,3m Exhaust
19/03/2023,ST Revenue,0.000240139,Blended,Programmatic Video,3m Exhaust
19/03/2023,ST Revenue,2.50E-07,Blended,Youtube,3m Exhaust
19/03/2023,ST Revenue,0,Blended,Direct Video,3m Exhaust
19/03/2023,ST Revenue,111212.5654,Blended,TV,3m Exhaust
19/03/2023,ST Revenue,0.003088028,Blended,Social FB IG,3m Exhaust
26/03/2023,ST Revenue,0.039747968,Blended,BVOD,3m Exhaust
26/03/2023,ST Revenue,4.80E-05,Blended,Programmatic Video,3m Exhaust
26/03/2023,ST Revenue,2.60E-08,Blended,Youtube,3m Exhaust
26/03/2023,ST Revenue,0,Blended,Direct Video,3m Exhaust
26/03/2023,ST Revenue,111231.756,Blended,TV,3m Exhaust
26/03/2023,ST Revenue,0.000926408,Blended,Social FB IG,3m Exhaust
02/04/2023,ST Revenue,0.019853094,Blended,BVOD,3m Exhaust
02/04/2023,ST Revenue,19593.91341,Blended,Programmatic Video,3m Exhaust
02/04/2023,ST Revenue,2.67E-09,Blended,Youtube,3m Exhaust
02/04/2023,ST Revenue,0,Blended,Direct Video,3m Exhaust
02/04/2023,ST Revenue,111245.1882,Blended,TV,3m Exhaust
02/04/2023,ST Revenue,0.000277923,Blended,Social FB IG,3m Exhaust
09/04/2023,ST Revenue,0.009916104,Blended,BVOD,3m Exhaust
09/04/2023,ST Revenue,23465.82183,Blended,Programmatic Video,3m Exhaust
09/04/2023,ST Revenue,3.21E-10,Blended,Youtube,3m Exhaust
09/04/2023,ST Revenue,0,Blended,Direct Video,3m Exhaust
09/04/2023,ST Revenue,111254.5902,Blended,TV,3m Exhaust
09/04/2023,ST Revenue,8.34E-05,Blended,Social FB IG,3m Exhaust
16/04/2023,ST Revenue,0.004952834,Blended,BVOD,3m Exhaust
16/04/2023,ST Revenue,24238.34403,Blended,Programmatic Video,3m Exhaust
16/04/2023,ST Revenue,0,Blended,Youtube,3m Exhaust
16/04/2023,ST Revenue,0,Blended,Direct Video,3m Exhaust
16/04/2023,ST Revenue,111261.1713,Blended,TV,3m Exhaust
16/04/2023,ST Revenue,2.50E-05,Blended,Social FB IG,3m Exhaust
23/04/2023,ST Revenue,0.002473811,Blended,BVOD,3m Exhaust
23/04/2023,ST Revenue,24392.77421,Blended,Programmatic Video,3m Exhaust
23/04/2023,ST Revenue,0,Blended,Youtube,3m Exhaust
23/04/2023,ST Revenue,0,Blended,Direct Video,3m Exhaust
23/04/2023,ST Revenue,111265.7779,Blended,TV,3m Exhaust
23/04/2023,ST Revenue,7.50E-06,Blended,Social FB IG,3m Exhaust
30/04/2023,ST Revenue,0.001235603,Blended,BVOD,3m Exhaust
30/04/2023,ST Revenue,24423.65728,Blended,Programmatic Video,3m Exhaust
30/04/2023,ST Revenue,0,Blended,Youtube,3m Exhaust
30/04/2023,ST Revenue,0,Blended,Direct Video,3m Exhaust
30/04/2023,ST Revenue,111269.0025,Blended,TV,3m Exhaust
30/04/2023,ST Revenue,2.25E-06,Blended,Social FB IG,3m Exhaust
07/05/2023,ST Revenue,6073.086091,Blended,BVOD,3m Exhaust
07/05/2023,ST Revenue,24429.83377,Blended,Programmatic Video,3m Exhaust
07/05/2023,ST Revenue,0,Blended,Youtube,3m Exhaust
07/05/2023,ST Revenue,0,Blended,Direct Video,3m Exhaust
07/05/2023,ST Revenue,111271.2597,Blended,TV,3m Exhaust
07/05/2023,ST Revenue,6.75E-07,Blended,Social FB IG,3m Exhaust
14/05/2023,ST Revenue,6073.14523,Blended,BVOD,3m Exhaust
14/05/2023,ST Revenue,24431.06906,Blended,Programmatic Video,3m Exhaust
14/05/2023,ST Revenue,0,Blended,Youtube,3m Exhaust
14/05/2023,ST Revenue,0,Blended,Direct Video,3m Exhaust
14/05/2023,ST Revenue,111272.8396,Blended,TV,3m Exhaust
14/05/2023,ST Revenue,2.03E-07,Blended,Social FB IG,3m Exhaust
21/05/2023,ST Revenue,6073.145406,Blended,BVOD,3m Exhaust
21/05/2023,ST Revenue,24431.31612,Blended,Programmatic Video,3m Exhaust
21/05/2023,ST Revenue,0,Blended,Youtube,3m Exhaust
21/05/2023,ST Revenue,4.380509327,Blended,Direct Video,3m Exhaust
21/05/2023,ST Revenue,111273.9456,Blended,TV,3m Exhaust
21/05/2023,ST Revenue,6.08E-08,Blended,Social FB IG,3m Exhaust
28/05/2023,ST Revenue,6073.145414,Blended,BVOD,3m Exhaust
28/05/2023,ST Revenue,24431.36554,Blended,Programmatic Video,3m Exhaust
28/05/2023,ST Revenue,0,Blended,Youtube,3m Exhaust
28/05/2023,ST Revenue,5.254704778,Blended,Direct Video,3m Exhaust
28/05/2023,ST Revenue,111274.7198,Blended,TV,3m Exhaust
28/05/2023,ST Revenue,1.82E-08,Blended,Social FB IG,3m Exhaust
04/06/2023,ST Revenue,6073.145415,Blended,BVOD,3m Exhaust
04/06/2023,ST Revenue,24431.37542,Blended,Programmatic Video,3m Exhaust
04/06/2023,ST Revenue,0,Blended,Youtube,3m Exhaust
04/06/2023,ST Revenue,5.429467726,Blended,Direct Video,3m Exhaust
04/06/2023,ST Revenue,111275.2618,Blended,TV,3m Exhaust
04/06/2023,ST Revenue,5.47E-09,Blended,Social FB IG,3m Exhaust
11/06/2023,ST Revenue,6073.145416,Blended,BVOD,3m Exhaust
11/06/2023,ST Revenue,24431.37739,Blended,Programmatic Video,3m Exhaust
11/06/2023,ST Revenue,0,Blended,Youtube,3m Exhaust
11/06/2023,ST Revenue,5.464417271,Blended,Direct Video,3m Exhaust
11/06/2023,ST Revenue,111275.6411,Blended,TV,3m Exhaust
11/06/2023,ST Revenue,1.64E-09,Blended,Social FB IG,3m Exhaust
18/06/2023,ST Revenue,6073.145416,Blended,BVOD,3m Exhaust
18/06/2023,ST Revenue,24431.37779,Blended,Programmatic Video,3m Exhaust
18/06/2023,ST Revenue,0,Blended,Youtube,3m Exhaust
18/06/2023,ST Revenue,1.094864635,Blended,Direct Video,3m Exhaust
18/06/2023,ST Revenue,111275.9067,Blended,TV,3m Exhaust
18/06/2023,ST Revenue,4.93E-10,Blended,Social FB IG,3m Exhaust
25/06/2023,ST Revenue,6073.145416,Blended,BVOD,3m Exhaust
25/06/2023,ST Revenue,24431.37787,Blended,Programmatic Video,3m Exhaust
25/06/2023,ST Revenue,0,Blended,Youtube,3m Exhaust
25/06/2023,ST Revenue,0.219052289,Blended,Direct Video,3m Exhaust
25/06/2023,ST Revenue,111276.0925,Blended,TV,3m Exhaust
25/06/2023,ST Revenue,1.49E-10,Blended,Social FB IG,3m Exhaust
02/07/2023,ST Revenue,6073.145416,Blended,BVOD,3m Exhaust
02/07/2023,ST Revenue,24431.37788,Blended,Programmatic Video,3m Exhaust
02/07/2023,ST Revenue,0,Blended,Youtube,3m Exhaust
02/07/2023,ST Revenue,0.043813633,Blended,Direct Video,3m Exhaust
02/07/2023,ST Revenue,111276.2227,Blended,TV,3m Exhaust
02/07/2023,ST Revenue,4.35E-11,Blended,Social FB IG,3m Exhaust
09/07/2023,ST Revenue,6073.145416,Blended,BVOD,3m Exhaust
09/07/2023,ST Revenue,4935.331688,Blended,Programmatic Video,3m Exhaust
09/07/2023,ST Revenue,0,Blended,Youtube,3m Exhaust
09/07/2023,ST Revenue,0.008762854,Blended,Direct Video,3m Exhaust
09/07/2023,ST Revenue,83191.25907,Blended,TV,3m Exhaust
09/07/2023,ST Revenue,1.45E-11,Blended,Social FB IG,3m Exhaust
03/07/2022,LT Revenue,5799.372689,Blended,BVOD,3m Exhaust
03/07/2022,LT Revenue,8336.474603,Blended,Programmatic Video,3m Exhaust
03/07/2022,LT Revenue,0,Blended,Youtube,3m Exhaust
03/07/2022,LT Revenue,0,Blended,Direct Video,3m Exhaust
03/07/2022,LT Revenue,123192.9215,Blended,TV,3m Exhaust
03/07/2022,LT Revenue,0,Blended,Social FB IG,3m Exhaust
10/07/2022,LT Revenue,9176.136881,Blended,BVOD,3m Exhaust
10/07/2022,LT Revenue,10406.59236,Blended,Programmatic Video,3m Exhaust
10/07/2022,LT Revenue,0,Blended,Youtube,3m Exhaust
10/07/2022,LT Revenue,0,Blended,Direct Video,3m Exhaust
10/07/2022,LT Revenue,135211.8748,Blended,TV,3m Exhaust
10/07/2022,LT Revenue,0,Blended,Social FB IG,3m Exhaust
17/07/2022,LT Revenue,11152.81398,Blended,BVOD,3m Exhaust
17/07/2022,LT Revenue,10922.30602,Blended,Programmatic Video,3m Exhaust
17/07/2022,LT Revenue,0,Blended,Youtube,3m Exhaust
17/07/2022,LT Revenue,0,Blended,Direct Video,3m Exhaust
17/07/2022,LT Revenue,136394.3808,Blended,TV,3m Exhaust
17/07/2022,LT Revenue,0,Blended,Social FB IG,3m Exhaust
24/07/2022,LT Revenue,12313.5567,Blended,BVOD,3m Exhaust
24/07/2022,LT Revenue,11050.88544,Blended,Programmatic Video,3m Exhaust
24/07/2022,LT Revenue,0,Blended,Youtube,3m Exhaust
24/07/2022,LT Revenue,0,Blended,Direct Video,3m Exhaust
24/07/2022,LT Revenue,136510.8201,Blended,TV,3m Exhaust
24/07/2022,LT Revenue,0,Blended,Social FB IG,3m Exhaust
31/07/2022,LT Revenue,12996.43194,Blended,BVOD,3m Exhaust
31/07/2022,LT Revenue,11082.94971,Blended,Programmatic Video,3m Exhaust
31/07/2022,LT Revenue,0,Blended,Youtube,3m Exhaust
31/07/2022,LT Revenue,0,Blended,Direct Video,3m Exhaust
31/07/2022,LT Revenue,136522.2866,Blended,TV,3m Exhaust
31/07/2022,LT Revenue,0,Blended,Social FB IG,3m Exhaust
07/08/2022,LT Revenue,13398.61302,Blended,BVOD,3m Exhaust
07/08/2022,LT Revenue,11090.94608,Blended,Programmatic Video,3m Exhaust
07/08/2022,LT Revenue,0,Blended,Youtube,3m Exhaust
07/08/2022,LT Revenue,0,Blended,Direct Video,3m Exhaust
07/08/2022,LT Revenue,136523.4158,Blended,TV,3m Exhaust
07/08/2022,LT Revenue,0,Blended,Social FB IG,3m Exhaust
14/08/2022,LT Revenue,13635.63139,Blended,BVOD,3m Exhaust
14/08/2022,LT Revenue,11092.94029,Blended,Programmatic Video,3m Exhaust
14/08/2022,LT Revenue,0,Blended,Youtube,3m Exhaust
14/08/2022,LT Revenue,0,Blended,Direct Video,3m Exhaust
14/08/2022,LT Revenue,136523.527,Blended,TV,3m Exhaust
14/08/2022,LT Revenue,0,Blended,Social FB IG,3m Exhaust
21/08/2022,LT Revenue,13775.36717,Blended,BVOD,3m Exhaust
21/08/2022,LT Revenue,11093.43762,Blended,Programmatic Video,3m Exhaust
21/08/2022,LT Revenue,0,Blended,Youtube,3m Exhaust
21/08/2022,LT Revenue,0,Blended,Direct Video,3m Exhaust
21/08/2022,LT Revenue,136523.5379,Blended,TV,3m Exhaust
21/08/2022,LT Revenue,0,Blended,Social FB IG,3m Exhaust
28/08/2022,LT Revenue,13857.76783,Blended,BVOD,3m Exhaust
28/08/2022,LT Revenue,11093.56165,Blended,Programmatic Video,3m Exhaust
28/08/2022,LT Revenue,0,Blended,Youtube,3m Exhaust
28/08/2022,LT Revenue,0,Blended,Direct Video,3m Exhaust
28/08/2022,LT Revenue,136523.539,Blended,TV,3m Exhaust
28/08/2022,LT Revenue,0,Blended,Social FB IG,3m Exhaust
04/09/2022,LT Revenue,13906.36503,Blended,BVOD,3m Exhaust
04/09/2022,LT Revenue,11093.59259,Blended,Programmatic Video,3m Exhaust
04/09/2022,LT Revenue,0,Blended,Youtube,3m Exhaust
04/09/2022,LT Revenue,0,Blended,Direct Video,3m Exhaust
04/09/2022,LT Revenue,136523.5391,Blended,TV,3m Exhaust
04/09/2022,LT Revenue,0,Blended,Social FB IG,3m Exhaust
11/09/2022,LT Revenue,13935.02829,Blended,BVOD,3m Exhaust
11/09/2022,LT Revenue,11093.6003,Blended,Programmatic Video,3m Exhaust
11/09/2022,LT Revenue,0,Blended,Youtube,3m Exhaust
11/09/2022,LT Revenue,0,Blended,Direct Video,3m Exhaust
11/09/2022,LT Revenue,136523.5391,Blended,TV,3m Exhaust
11/09/2022,LT Revenue,0,Blended,Social FB IG,3m Exhaust
18/09/2022,LT Revenue,13951.93504,Blended,BVOD,3m Exhaust
18/09/2022,LT Revenue,11093.60222,Blended,Programmatic Video,3m Exhaust
18/09/2022,LT Revenue,0,Blended,Youtube,3m Exhaust
18/09/2022,LT Revenue,0,Blended,Direct Video,3m Exhaust
18/09/2022,LT Revenue,136523.5391,Blended,TV,3m Exhaust
18/09/2022,LT Revenue,0,Blended,Social FB IG,3m Exhaust
25/09/2022,LT Revenue,13961.9076,Blended,BVOD,3m Exhaust
25/09/2022,LT Revenue,11093.6027,Blended,Programmatic Video,3m Exhaust
25/09/2022,LT Revenue,0,Blended,Youtube,3m Exhaust
25/09/2022,LT Revenue,0,Blended,Direct Video,3m Exhaust
25/09/2022,LT Revenue,136523.5391,Blended,TV,3m Exhaust
25/09/2022,LT Revenue,0,Blended,Social FB IG,3m Exhaust
02/10/2022,LT Revenue,13967.79006,Blended,BVOD,3m Exhaust
02/10/2022,LT Revenue,11792.84711,Blended,Programmatic Video,3m Exhaust
02/10/2022,LT Revenue,0,Blended,Youtube,3m Exhaust
02/10/2022,LT Revenue,0,Blended,Direct Video,3m Exhaust
02/10/2022,LT Revenue,136523.5391,Blended,TV,3m Exhaust
02/10/2022,LT Revenue,0,Blended,Social FB IG,3m Exhaust
09/10/2022,LT Revenue,13971.25996,Blended,BVOD,3m Exhaust
09/10/2022,LT Revenue,12665.90599,Blended,Programmatic Video,3m Exhaust
09/10/2022,LT Revenue,0,Blended,Youtube,3m Exhaust
09/10/2022,LT Revenue,0,Blended,Direct Video,3m Exhaust
09/10/2022,LT Revenue,136523.5391,Blended,TV,3m Exhaust
09/10/2022,LT Revenue,0,Blended,Social FB IG,3m Exhaust
16/10/2022,LT Revenue,13973.30677,Blended,BVOD,3m Exhaust
16/10/2022,LT Revenue,12883.53947,Blended,Programmatic Video,3m Exhaust
16/10/2022,LT Revenue,109868.646,Blended,Youtube,3m Exhaust
16/10/2022,LT Revenue,0,Blended,Direct Video,3m Exhaust
16/10/2022,LT Revenue,136523.5391,Blended,TV,3m Exhaust
16/10/2022,LT Revenue,0,Blended,Social FB IG,3m Exhaust
23/10/2022,LT Revenue,13974.51413,Blended,BVOD,3m Exhaust
23/10/2022,LT Revenue,12937.80893,Blended,Programmatic Video,3m Exhaust
23/10/2022,LT Revenue,109868.646,Blended,Youtube,3m Exhaust
23/10/2022,LT Revenue,0,Blended,Direct Video,3m Exhaust
23/10/2022,LT Revenue,136523.5391,Blended,TV,3m Exhaust
23/10/2022,LT Revenue,0,Blended,Social FB IG,3m Exhaust
30/10/2022,LT Revenue,13975.22633,Blended,BVOD,3m Exhaust
30/10/2022,LT Revenue,12951.34281,Blended,Programmatic Video,3m Exhaust
30/10/2022,LT Revenue,109868.646,Blended,Youtube,3m Exhaust
30/10/2022,LT Revenue,0,Blended,Direct Video,3m Exhaust
30/10/2022,LT Revenue,136523.5391,Blended,TV,3m Exhaust
30/10/2022,LT Revenue,140009.4062,Blended,Social FB IG,3m Exhaust
06/11/2022,LT Revenue,13975.64644,Blended,BVOD,3m Exhaust
06/11/2022,LT Revenue,12954.718,Blended,Programmatic Video,3m Exhaust
06/11/2022,LT Revenue,109868.646,Blended,Youtube,3m Exhaust
06/11/2022,LT Revenue,0,Blended,Direct Video,3m Exhaust
06/11/2022,LT Revenue,136523.5391,Blended,TV,3m Exhaust
06/11/2022,LT Revenue,203583.9067,Blended,Social FB IG,3m Exhaust
13/11/2022,LT Revenue,8311.203586,Blended,BVOD,3m Exhaust
13/11/2022,LT Revenue,12955.55973,Blended,Programmatic Video,3m Exhaust
13/11/2022,LT Revenue,109868.646,Blended,Youtube,3m Exhaust
13/11/2022,LT Revenue,0,Blended,Direct Video,3m Exhaust
13/11/2022,LT Revenue,136523.5391,Blended,TV,3m Exhaust
13/11/2022,LT Revenue,234684.8309,Blended,Social FB IG,3m Exhaust
20/11/2022,LT Revenue,4926.213573,Blended,BVOD,3m Exhaust
20/11/2022,LT Revenue,12955.76965,Blended,Programmatic Video,3m Exhaust
20/11/2022,LT Revenue,109868.646,Blended,Youtube,3m Exhaust
20/11/2022,LT Revenue,0,Blended,Direct Video,3m Exhaust
20/11/2022,LT Revenue,136523.5391,Blended,TV,3m Exhaust
20/11/2022,LT Revenue,250511.4381,Blended,Social FB IG,3m Exhaust
27/11/2022,LT Revenue,2914.127708,Blended,BVOD,3m Exhaust
27/11/2022,LT Revenue,12955.822,Blended,Programmatic Video,3m Exhaust
27/11/2022,LT Revenue,109868.646,Blended,Youtube,3m Exhaust
27/11/2022,LT Revenue,0,Blended,Direct Video,3m Exhaust
27/11/2022,LT Revenue,136523.5391,Blended,TV,3m Exhaust
27/11/2022,LT Revenue,258735.5076,Blended,Social FB IG,3m Exhaust
04/12/2022,LT Revenue,1721.865229,Blended,BVOD,3m Exhaust
04/12/2022,LT Revenue,12955.83506,Blended,Programmatic Video,3m Exhaust
04/12/2022,LT Revenue,109868.646,Blended,Youtube,3m Exhaust
04/12/2022,LT Revenue,0,Blended,Direct Video,3m Exhaust
04/12/2022,LT Revenue,136523.5391,Blended,TV,3m Exhaust
04/12/2022,LT Revenue,263056.7823,Blended,Social FB IG,3m Exhaust
11/12/2022,LT Revenue,1016.697187,Blended,BVOD,3m Exhaust
11/12/2022,LT Revenue,12955.83832,Blended,Programmatic Video,3m Exhaust
11/12/2022,LT Revenue,109868.646,Blended,Youtube,3m Exhaust
11/12/2022,LT Revenue,0,Blended,Direct Video,3m Exhaust
11/12/2022,LT Revenue,136523.5391,Blended,TV,3m Exhaust
11/12/2022,LT Revenue,265340.8177,Blended,Social FB IG,3m Exhaust
18/12/2022,LT Revenue,600.0785658,Blended,BVOD,3m Exhaust
18/12/2022,LT Revenue,12955.83913,Blended,Programmatic Video,3m Exhaust
18/12/2022,LT Revenue,109868.646,Blended,Youtube,3m Exhaust
18/12/2022,LT Revenue,0,Blended,Direct Video,3m Exhaust
18/12/2022,LT Revenue,136523.5391,Blended,TV,3m Exhaust
18/12/2022,LT Revenue,155395.6642,Blended,Social FB IG,3m Exhaust
25/12/2022,LT Revenue,354.095788,Blended,BVOD,3m Exhaust
25/12/2022,LT Revenue,12955.83933,Blended,Programmatic Video,3m Exhaust
25/12/2022,LT Revenue,109868.646,Blended,Youtube,3m Exhaust
25/12/2022,LT Revenue,0,Blended,Direct Video,3m Exhaust
25/12/2022,LT Revenue,136523.5391,Blended,TV,3m Exhaust
25/12/2022,LT Revenue,87136.89979,Blended,Social FB IG,3m Exhaust
01/01/2023,LT Revenue,208.9162084,Blended,BVOD,3m Exhaust
01/01/2023,LT Revenue,12955.83938,Blended,Programmatic Video,3m Exhaust
01/01/2023,LT Revenue,109868.646,Blended,Youtube,3m Exhaust
01/01/2023,LT Revenue,0,Blended,Direct Video,3m Exhaust
01/01/2023,LT Revenue,136523.5391,Blended,TV,3m Exhaust
01/01/2023,LT Revenue,47696.88147,Blended,Social FB IG,3m Exhaust
08/01/2023,LT Revenue,123.250123,Blended,BVOD,3m Exhaust
08/01/2023,LT Revenue,3244.049785,Blended,Programmatic Video,3m Exhaust
08/01/2023,LT Revenue,109860.9755,Blended,Youtube,3m Exhaust
08/01/2023,LT Revenue,0,Blended,Direct Video,3m Exhaust
08/01/2023,LT Revenue,141211.388,Blended,TV,3m Exhaust
08/01/2023,LT Revenue,25767.99532,Blended,Social FB IG,3m Exhaust
15/01/2023,LT Revenue,72.70784329,Blended,BVOD,3m Exhaust
15/01/2023,LT Revenue,809.8441264,Blended,Programmatic Video,3m Exhaust
15/01/2023,LT Revenue,103459.2017,Blended,Youtube,3m Exhaust
15/01/2023,LT Revenue,0,Blended,Direct Video,3m Exhaust
15/01/2023,LT Revenue,141672.8686,Blended,TV,3m Exhaust
15/01/2023,LT Revenue,13823.07896,Blended,Social FB IG,3m Exhaust
22/01/2023,LT Revenue,42.89064566,Blended,BVOD,3m Exhaust
22/01/2023,LT Revenue,202.0174162,Blended,Programmatic Video,3m Exhaust
22/01/2023,LT Revenue,62613.76427,Blended,Youtube,3m Exhaust
22/01/2023,LT Revenue,0,Blended,Direct Video,3m Exhaust
22/01/2023,LT Revenue,141718.3123,Blended,TV,3m Exhaust
22/01/2023,LT Revenue,7387.327068,Blended,Social FB IG,3m Exhaust
29/01/2023,LT Revenue,25.30092997,Blended,BVOD,3m Exhaust
29/01/2023,LT Revenue,50.38424185,Blended,Programmatic Video,3m Exhaust
29/01/2023,LT Revenue,24348.05581,Blended,Youtube,3m Exhaust
29/01/2023,LT Revenue,0,Blended,Direct Video,3m Exhaust
29/01/2023,LT Revenue,141722.7874,Blended,TV,3m Exhaust
