Time_Period,Budget/Revenue,Value,Optimisation Type,Channel,Scenario
19/03/2023,LT Revenue,434.9507338,Blended,Digital,Optimal Profit
26/03/2023,LT Revenue,0,Blended,Display,Optimal Profit
26/03/2023,LT Revenue,1929.556553,Blended,Social,Optimal Profit
26/03/2023,LT Revenue,17.08139118,Blended,Print,Optimal Profit
26/03/2023,LT Revenue,434.9508375,Blended,Digital,Optimal Profit
02/04/2023,LT Revenue,0,Blended,Display,Optimal Profit
02/04/2023,LT Revenue,1945.843512,Blended,Social,Optimal Profit
02/04/2023,LT Revenue,13.6383779,Blended,Print,Optimal Profit
02/04/2023,LT Revenue,436.3835104,Blended,Digital,Optimal Profit
09/04/2023,LT Revenue,0,Blended,Display,Optimal Profit
09/04/2023,LT Revenue,1948.861655,Blended,Social,Optimal Profit
09/04/2023,LT Revenue,13.20695823,Blended,Print,Optimal Profit
09/04/2023,LT Revenue,436.6278819,Blended,Digital,Optimal Profit
16/04/2023,LT Revenue,0,Blended,Display,Optimal Profit
16/04/2023,LT Revenue,1965.696219,Blended,Social,Optimal Profit
16/04/2023,LT Revenue,13.15331525,Blended,Print,Optimal Profit
16/04/2023,LT Revenue,438.0764399,Blended,Digital,Optimal Profit
23/04/2023,LT Revenue,0,Blended,Display,Optimal Profit
23/04/2023,LT Revenue,1968.815801,Blended,Social,Optimal Profit
23/04/2023,LT Revenue,13.14665164,Blended,Print,Optimal Profit
23/04/2023,LT Revenue,438.3234553,Blended,Digital,Optimal Profit
30/04/2023,LT Revenue,0,Blended,Display,Optimal Profit
30/04/2023,LT Revenue,1969.394052,Blended,Social,Optimal Profit
30/04/2023,LT Revenue,13.14582397,Blended,Print,Optimal Profit
30/04/2023,LT Revenue,438.3659011,Blended,Digital,Optimal Profit
07/05/2023,LT Revenue,0,Blended,Display,Optimal Profit
07/05/2023,LT Revenue,1969.501243,Blended,Social,Optimal Profit
07/05/2023,LT Revenue,9.640506195,Blended,Print,Optimal Profit
07/05/2023,LT Revenue,438.3732043,Blended,Digital,Optimal Profit
14/05/2023,LT Revenue,0,Blended,Display,Optimal Profit
14/05/2023,LT Revenue,1969.521114,Blended,Social,Optimal Profit
14/05/2023,LT Revenue,9.201279476,Blended,Print,Optimal Profit
14/05/2023,LT Revenue,438.3744612,Blended,Digital,Optimal Profit
21/05/2023,LT Revenue,0,Blended,Display,Optimal Profit
21/05/2023,LT Revenue,1969.524797,Blended,Social,Optimal Profit
21/05/2023,LT Revenue,9.146665755,Blended,Print,Optimal Profit
21/05/2023,LT Revenue,438.3746775,Blended,Digital,Optimal Profit
28/05/2023,LT Revenue,0,Blended,Display,Optimal Profit
28/05/2023,LT Revenue,1969.52548,Blended,Social,Optimal Profit
28/05/2023,LT Revenue,9.139881558,Blended,Print,Optimal Profit
28/05/2023,LT Revenue,438.3747148,Blended,Digital,Optimal Profit
04/06/2023,LT Revenue,0,Blended,Display,Optimal Profit
04/06/2023,LT Revenue,1969.525607,Blended,Social,Optimal Profit
04/06/2023,LT Revenue,9.139038915,Blended,Print,Optimal Profit
04/06/2023,LT Revenue,438.3747212,Blended,Digital,Optimal Profit
11/06/2023,LT Revenue,0,Blended,Display,Optimal Profit
11/06/2023,LT Revenue,1969.52563,Blended,Social,Optimal Profit
11/06/2023,LT Revenue,9.138934255,Blended,Print,Optimal Profit
11/06/2023,LT Revenue,438.3747223,Blended,Digital,Optimal Profit
18/06/2023,LT Revenue,0,Blended,Display,Optimal Profit
18/06/2023,LT Revenue,1969.525634,Blended,Social,Optimal Profit
18/06/2023,LT Revenue,1.154917163,Blended,Print,Optimal Profit
18/06/2023,LT Revenue,438.3747225,Blended,Digital,Optimal Profit
25/06/2023,LT Revenue,0,Blended,Display,Optimal Profit
25/06/2023,LT Revenue,1969.525635,Blended,Social,Optimal Profit
25/06/2023,LT Revenue,0.143755752,Blended,Print,Optimal Profit
25/06/2023,LT Revenue,438.3747225,Blended,Digital,Optimal Profit
02/07/2023,LT Revenue,0,Blended,Display,Optimal Profit
02/07/2023,LT Revenue,1969.525635,Blended,Social,Optimal Profit
02/07/2023,LT Revenue,0.017859909,Blended,Print,Optimal Profit
02/07/2023,LT Revenue,438.3747225,Blended,Digital,Optimal Profit
10/07/2022,Budget,2593.730798,Blended,Display,500k Exhaust
10/07/2022,Budget,8324.203952,Blended,Social,500k Exhaust
10/07/2022,Budget,3237.595864,Blended,Print,500k Exhaust
10/07/2022,Budget,0,Blended,Digital,500k Exhaust
17/07/2022,Budget,2593.730798,Blended,Display,500k Exhaust
17/07/2022,Budget,8324.203952,Blended,Social,500k Exhaust
17/07/2022,Budget,3237.595864,Blended,Print,500k Exhaust
17/07/2022,Budget,0,Blended,Digital,500k Exhaust
24/07/2022,Budget,2593.730798,Blended,Display,500k Exhaust
24/07/2022,Budget,8324.203952,Blended,Social,500k Exhaust
24/07/2022,Budget,3237.595864,Blended,Print,500k Exhaust
24/07/2022,Budget,0,Blended,Digital,500k Exhaust
31/07/2022,Budget,2593.730798,Blended,Display,500k Exhaust
31/07/2022,Budget,8324.203952,Blended,Social,500k Exhaust
31/07/2022,Budget,3237.595864,Blended,Print,500k Exhaust
31/07/2022,Budget,0,Blended,Digital,500k Exhaust
07/08/2022,Budget,2593.730798,Blended,Display,500k Exhaust
07/08/2022,Budget,8324.203952,Blended,Social,500k Exhaust
07/08/2022,Budget,3237.595864,Blended,Print,500k Exhaust
07/08/2022,Budget,0,Blended,Digital,500k Exhaust
14/08/2022,Budget,2593.730798,Blended,Display,500k Exhaust
14/08/2022,Budget,8324.203952,Blended,Social,500k Exhaust
14/08/2022,Budget,3237.595864,Blended,Print,500k Exhaust
14/08/2022,Budget,0,Blended,Digital,500k Exhaust
21/08/2022,Budget,2593.730798,Blended,Display,500k Exhaust
21/08/2022,Budget,8324.203952,Blended,Social,500k Exhaust
21/08/2022,Budget,3237.595864,Blended,Print,500k Exhaust
21/08/2022,Budget,0,Blended,Digital,500k Exhaust
28/08/2022,Budget,2593.730798,Blended,Display,500k Exhaust
28/08/2022,Budget,8324.203952,Blended,Social,500k Exhaust
28/08/2022,Budget,3237.595864,Blended,Print,500k Exhaust
28/08/2022,Budget,0,Blended,Digital,500k Exhaust
04/09/2022,Budget,2593.730798,Blended,Display,500k Exhaust
04/09/2022,Budget,8324.203952,Blended,Social,500k Exhaust
04/09/2022,Budget,3237.595864,Blended,Print,500k Exhaust
04/09/2022,Budget,0,Blended,Digital,500k Exhaust
11/09/2022,Budget,2593.730798,Blended,Display,500k Exhaust
11/09/2022,Budget,8324.203952,Blended,Social,500k Exhaust
11/09/2022,Budget,3237.595864,Blended,Print,500k Exhaust
11/09/2022,Budget,0,Blended,Digital,500k Exhaust
18/09/2022,Budget,2593.730798,Blended,Display,500k Exhaust
18/09/2022,Budget,8324.203952,Blended,Social,500k Exhaust
18/09/2022,Budget,3237.595864,Blended,Print,500k Exhaust
18/09/2022,Budget,0,Blended,Digital,500k Exhaust
25/09/2022,Budget,2593.730798,Blended,Display,500k Exhaust
25/09/2022,Budget,8324.203952,Blended,Social,500k Exhaust
25/09/2022,Budget,3237.595864,Blended,Print,500k Exhaust
25/09/2022,Budget,0,Blended,Digital,500k Exhaust
02/10/2022,Budget,2593.730798,Blended,Display,500k Exhaust
02/10/2022,Budget,8324.203952,Blended,Social,500k Exhaust
02/10/2022,Budget,0,Blended,Print,500k Exhaust
02/10/2022,Budget,0,Blended,Digital,500k Exhaust
09/10/2022,Budget,1522.076928,Blended,Display,500k Exhaust
09/10/2022,Budget,8324.203952,Blended,Social,500k Exhaust
09/10/2022,Budget,0,Blended,Print,500k Exhaust
09/10/2022,Budget,0,Blended,Digital,500k Exhaust
16/10/2022,Budget,450.4230587,Blended,Display,500k Exhaust
16/10/2022,Budget,0,Blended,Social,500k Exhaust
16/10/2022,Budget,0,Blended,Print,500k Exhaust
16/10/2022,Budget,0,Blended,Digital,500k Exhaust
23/10/2022,Budget,0,Blended,Display,500k Exhaust
23/10/2022,Budget,0,Blended,Social,500k Exhaust
23/10/2022,Budget,0,Blended,Print,500k Exhaust
23/10/2022,Budget,0,Blended,Digital,500k Exhaust
30/10/2022,Budget,0,Blended,Display,500k Exhaust
30/10/2022,Budget,0,Blended,Social,500k Exhaust
30/10/2022,Budget,0,Blended,Print,500k Exhaust
30/10/2022,Budget,0,Blended,Digital,500k Exhaust
06/11/2022,Budget,0,Blended,Display,500k Exhaust
06/11/2022,Budget,0,Blended,Social,500k Exhaust
06/11/2022,Budget,0,Blended,Print,500k Exhaust
06/11/2022,Budget,0,Blended,Digital,500k Exhaust
13/11/2022,Budget,0,Blended,Display,500k Exhaust
13/11/2022,Budget,0,Blended,Social,500k Exhaust
13/11/2022,Budget,0,Blended,Print,500k Exhaust
13/11/2022,Budget,0,Blended,Digital,500k Exhaust
20/11/2022,Budget,0,Blended,Display,500k Exhaust
20/11/2022,Budget,0,Blended,Social,500k Exhaust
20/11/2022,Budget,4204.634143,Blended,Print,500k Exhaust
20/11/2022,Budget,0,Blended,Digital,500k Exhaust
27/11/2022,Budget,0,Blended,Display,500k Exhaust
27/11/2022,Budget,0,Blended,Social,500k Exhaust
27/11/2022,Budget,4204.634143,Blended,Print,500k Exhaust
27/11/2022,Budget,0,Blended,Digital,500k Exhaust
04/12/2022,Budget,0,Blended,Display,500k Exhaust
04/12/2022,Budget,0,Blended,Social,500k Exhaust
04/12/2022,Budget,4204.634143,Blended,Print,500k Exhaust
04/12/2022,Budget,0,Blended,Digital,500k Exhaust
11/12/2022,Budget,0,Blended,Display,500k Exhaust
11/12/2022,Budget,0,Blended,Social,500k Exhaust
11/12/2022,Budget,4204.634143,Blended,Print,500k Exhaust
11/12/2022,Budget,0,Blended,Digital,500k Exhaust
18/12/2022,Budget,0,Blended,Display,500k Exhaust
18/12/2022,Budget,0,Blended,Social,500k Exhaust
18/12/2022,Budget,4204.634143,Blended,Print,500k Exhaust
18/12/2022,Budget,0,Blended,Digital,500k Exhaust
25/12/2022,Budget,0,Blended,Display,500k Exhaust
25/12/2022,Budget,0,Blended,Social,500k Exhaust
25/12/2022,Budget,4204.634143,Blended,Print,500k Exhaust
25/12/2022,Budget,0,Blended,Digital,500k Exhaust
01/01/2023,Budget,0,Blended,Display,500k Exhaust
01/01/2023,Budget,0,Blended,Social,500k Exhaust
01/01/2023,Budget,4204.634143,Blended,Print,500k Exhaust
01/01/2023,Budget,0,Blended,Digital,500k Exhaust
08/01/2023,Budget,0,Blended,Display,500k Exhaust
08/01/2023,Budget,0,Blended,Social,500k Exhaust
08/01/2023,Budget,0,Blended,Print,500k Exhaust
08/01/2023,Budget,0,Blended,Digital,500k Exhaust
15/01/2023,Budget,0,Blended,Display,500k Exhaust
15/01/2023,Budget,0,Blended,Social,500k Exhaust
15/01/2023,Budget,0,Blended,Print,500k Exhaust
15/01/2023,Budget,0,Blended,Digital,500k Exhaust
22/01/2023,Budget,0,Blended,Display,500k Exhaust
22/01/2023,Budget,0,Blended,Social,500k Exhaust
22/01/2023,Budget,0,Blended,Print,500k Exhaust
22/01/2023,Budget,0,Blended,Digital,500k Exhaust
29/01/2023,Budget,0,Blended,Display,500k Exhaust
29/01/2023,Budget,2991.853763,Blended,Social,500k Exhaust
29/01/2023,Budget,3239.742693,Blended,Print,500k Exhaust
29/01/2023,Budget,6792.043149,Blended,Digital,500k Exhaust
05/02/2023,Budget,0,Blended,Display,500k Exhaust
05/02/2023,Budget,2991.853763,Blended,Social,500k Exhaust
05/02/2023,Budget,3239.742693,Blended,Print,500k Exhaust
05/02/2023,Budget,6792.043149,Blended,Digital,500k Exhaust
12/02/2023,Budget,0,Blended,Display,500k Exhaust
12/02/2023,Budget,2991.853763,Blended,Social,500k Exhaust
12/02/2023,Budget,3239.742693,Blended,Print,500k Exhaust
12/02/2023,Budget,6792.043149,Blended,Digital,500k Exhaust
19/02/2023,Budget,0,Blended,Display,500k Exhaust
19/02/2023,Budget,2991.853763,Blended,Social,500k Exhaust
19/02/2023,Budget,3239.742693,Blended,Print,500k Exhaust
19/02/2023,Budget,6792.043149,Blended,Digital,500k Exhaust
26/02/2023,Budget,0,Blended,Display,500k Exhaust
26/02/2023,Budget,2991.853763,Blended,Social,500k Exhaust
26/02/2023,Budget,3239.742693,Blended,Print,500k Exhaust
26/02/2023,Budget,6792.043149,Blended,Digital,500k Exhaust
05/03/2023,Budget,0,Blended,Display,500k Exhaust
05/03/2023,Budget,2991.853763,Blended,Social,500k Exhaust
05/03/2023,Budget,3239.742693,Blended,Print,500k Exhaust
05/03/2023,Budget,6792.043149,Blended,Digital,500k Exhaust
12/03/2023,Budget,0,Blended,Display,500k Exhaust
12/03/2023,Budget,2991.853763,Blended,Social,500k Exhaust
12/03/2023,Budget,3239.742693,Blended,Print,500k Exhaust
12/03/2023,Budget,6792.043149,Blended,Digital,500k Exhaust
19/03/2023,Budget,0,Blended,Display,500k Exhaust
19/03/2023,Budget,2991.853763,Blended,Social,500k Exhaust
19/03/2023,Budget,3239.742693,Blended,Print,500k Exhaust
19/03/2023,Budget,6792.043149,Blended,Digital,500k Exhaust
26/03/2023,Budget,0,Blended,Display,500k Exhaust
26/03/2023,Budget,2991.853763,Blended,Social,500k Exhaust
26/03/2023,Budget,3239.742693,Blended,Print,500k Exhaust
26/03/2023,Budget,6792.043149,Blended,Digital,500k Exhaust
02/04/2023,Budget,0,Blended,Display,500k Exhaust
02/04/2023,Budget,3023.909339,Blended,Social,500k Exhaust
02/04/2023,Budget,2471.304926,Blended,Print,500k Exhaust
02/04/2023,Budget,6864.815039,Blended,Digital,500k Exhaust
09/04/2023,Budget,0,Blended,Display,500k Exhaust
09/04/2023,Budget,3023.909339,Blended,Social,500k Exhaust
09/04/2023,Budget,2471.304926,Blended,Print,500k Exhaust
09/04/2023,Budget,6864.815039,Blended,Digital,500k Exhaust
16/04/2023,Budget,0,Blended,Display,500k Exhaust
16/04/2023,Budget,3055.964915,Blended,Social,500k Exhaust
16/04/2023,Budget,2471.304926,Blended,Print,500k Exhaust
16/04/2023,Budget,6937.58693,Blended,Digital,500k Exhaust
23/04/2023,Budget,0,Blended,Display,500k Exhaust
23/04/2023,Budget,3055.964915,Blended,Social,500k Exhaust
23/04/2023,Budget,2471.304926,Blended,Print,500k Exhaust
23/04/2023,Budget,6937.58693,Blended,Digital,500k Exhaust
30/04/2023,Budget,0,Blended,Display,500k Exhaust
30/04/2023,Budget,3055.964915,Blended,Social,500k Exhaust
30/04/2023,Budget,2471.304926,Blended,Print,500k Exhaust
30/04/2023,Budget,6937.58693,Blended,Digital,500k Exhaust
07/05/2023,Budget,0,Blended,Display,500k Exhaust
07/05/2023,Budget,3055.964915,Blended,Social,500k Exhaust
07/05/2023,Budget,1702.867159,Blended,Print,500k Exhaust
07/05/2023,Budget,6937.58693,Blended,Digital,500k Exhaust
14/05/2023,Budget,0,Blended,Display,500k Exhaust
14/05/2023,Budget,3055.964915,Blended,Social,500k Exhaust
14/05/2023,Budget,1702.867159,Blended,Print,500k Exhaust
14/05/2023,Budget,6937.58693,Blended,Digital,500k Exhaust
21/05/2023,Budget,0,Blended,Display,500k Exhaust
21/05/2023,Budget,3055.964915,Blended,Social,500k Exhaust
21/05/2023,Budget,1702.867159,Blended,Print,500k Exhaust
21/05/2023,Budget,6937.58693,Blended,Digital,500k Exhaust
28/05/2023,Budget,0,Blended,Display,500k Exhaust
28/05/2023,Budget,3055.964915,Blended,Social,500k Exhaust
28/05/2023,Budget,1702.867159,Blended,Print,500k Exhaust
28/05/2023,Budget,6937.58693,Blended,Digital,500k Exhaust
04/06/2023,Budget,0,Blended,Display,500k Exhaust
04/06/2023,Budget,3055.964915,Blended,Social,500k Exhaust
04/06/2023,Budget,1702.867159,Blended,Print,500k Exhaust
04/06/2023,Budget,6937.58693,Blended,Digital,500k Exhaust
11/06/2023,Budget,0,Blended,Display,500k Exhaust
11/06/2023,Budget,3055.964915,Blended,Social,500k Exhaust
11/06/2023,Budget,1702.867159,Blended,Print,500k Exhaust
11/06/2023,Budget,6937.58693,Blended,Digital,500k Exhaust
18/06/2023,Budget,0,Blended,Display,500k Exhaust
18/06/2023,Budget,3055.964915,Blended,Social,500k Exhaust
18/06/2023,Budget,0,Blended,Print,500k Exhaust
18/06/2023,Budget,6937.58693,Blended,Digital,500k Exhaust
25/06/2023,Budget,0,Blended,Display,500k Exhaust
25/06/2023,Budget,3055.964915,Blended,Social,500k Exhaust
25/06/2023,Budget,0,Blended,Print,500k Exhaust
25/06/2023,Budget,6937.58693,Blended,Digital,500k Exhaust
02/07/2023,Budget,0,Blended,Display,500k Exhaust
02/07/2023,Budget,3055.964915,Blended,Social,500k Exhaust
02/07/2023,Budget,0,Blended,Print,500k Exhaust
02/07/2023,Budget,6937.58693,Blended,Digital,500k Exhaust
10/07/2022,ST Revenue,331960.3272,Blended,Display,500k Exhaust
10/07/2022,ST Revenue,78038.26936,Blended,Social,500k Exhaust
10/07/2022,ST Revenue,86190.64314,Blended,Print,500k Exhaust
10/07/2022,ST Revenue,0,Blended,Digital,500k Exhaust
17/07/2022,ST Revenue,346825.3402,Blended,Display,500k Exhaust
17/07/2022,ST Revenue,80716.36298,Blended,Social,500k Exhaust
17/07/2022,ST Revenue,89931.75214,Blended,Print,500k Exhaust
17/07/2022,ST Revenue,0,Blended,Digital,500k Exhaust
24/07/2022,ST Revenue,347564.5664,Blended,Display,500k Exhaust
24/07/2022,ST Revenue,80847.89106,Blended,Social,500k Exhaust
24/07/2022,ST Revenue,90117.51486,Blended,Print,500k Exhaust
24/07/2022,ST Revenue,0,Blended,Digital,500k Exhaust
31/07/2022,ST Revenue,347601.5177,Blended,Display,500k Exhaust
31/07/2022,ST Revenue,80854.46159,Blended,Social,500k Exhaust
31/07/2022,ST Revenue,90126.79978,Blended,Print,500k Exhaust
31/07/2022,ST Revenue,0,Blended,Digital,500k Exhaust
07/08/2022,ST Revenue,347603.3653,Blended,Display,500k Exhaust
07/08/2022,ST Revenue,80854.7901,Blended,Social,500k Exhaust
07/08/2022,ST Revenue,90127.26402,Blended,Print,500k Exhaust
07/08/2022,ST Revenue,0,Blended,Digital,500k Exhaust
14/08/2022,ST Revenue,347603.4576,Blended,Display,500k Exhaust
14/08/2022,ST Revenue,80854.80653,Blended,Social,500k Exhaust
14/08/2022,ST Revenue,90127.28723,Blended,Print,500k Exhaust
14/08/2022,ST Revenue,0,Blended,Digital,500k Exhaust
21/08/2022,ST Revenue,347603.4623,Blended,Display,500k Exhaust
21/08/2022,ST Revenue,80854.80735,Blended,Social,500k Exhaust
21/08/2022,ST Revenue,90127.28839,Blended,Print,500k Exhaust
21/08/2022,ST Revenue,0,Blended,Digital,500k Exhaust
28/08/2022,ST Revenue,347603.4625,Blended,Display,500k Exhaust
28/08/2022,ST Revenue,80854.80739,Blended,Social,500k Exhaust
28/08/2022,ST Revenue,90127.28845,Blended,Print,500k Exhaust
28/08/2022,ST Revenue,0,Blended,Digital,500k Exhaust
04/09/2022,ST Revenue,347603.4625,Blended,Display,500k Exhaust
04/09/2022,ST Revenue,80854.80739,Blended,Social,500k Exhaust
04/09/2022,ST Revenue,90127.28845,Blended,Print,500k Exhaust
04/09/2022,ST Revenue,0,Blended,Digital,500k Exhaust
11/09/2022,ST Revenue,347603.4625,Blended,Display,500k Exhaust
11/09/2022,ST Revenue,80854.80739,Blended,Social,500k Exhaust
11/09/2022,ST Revenue,90127.28845,Blended,Print,500k Exhaust
11/09/2022,ST Revenue,0,Blended,Digital,500k Exhaust
18/09/2022,ST Revenue,347603.4625,Blended,Display,500k Exhaust
18/09/2022,ST Revenue,80854.80739,Blended,Social,500k Exhaust
18/09/2022,ST Revenue,90127.28845,Blended,Print,500k Exhaust
18/09/2022,ST Revenue,0,Blended,Digital,500k Exhaust
25/09/2022,ST Revenue,347603.4625,Blended,Display,500k Exhaust
25/09/2022,ST Revenue,80854.80739,Blended,Social,500k Exhaust
25/09/2022,ST Revenue,90127.28845,Blended,Print,500k Exhaust
25/09/2022,ST Revenue,0,Blended,Digital,500k Exhaust
02/10/2022,ST Revenue,347603.4625,Blended,Display,500k Exhaust
02/10/2022,ST Revenue,80854.80739,Blended,Social,500k Exhaust
02/10/2022,ST Revenue,5125.568892,Blended,Print,500k Exhaust
02/10/2022,ST Revenue,0,Blended,Digital,500k Exhaust
09/10/2022,ST Revenue,220101.5975,Blended,Display,500k Exhaust
09/10/2022,ST Revenue,80854.80739,Blended,Social,500k Exhaust
09/10/2022,ST Revenue,257.972844,Blended,Print,500k Exhaust
09/10/2022,ST Revenue,0,Blended,Digital,500k Exhaust
16/10/2022,ST Revenue,73974.85839,Blended,Display,500k Exhaust
16/10/2022,ST Revenue,5561.578702,Blended,Social,500k Exhaust
16/10/2022,ST Revenue,12.90289779,Blended,Print,500k Exhaust
16/10/2022,ST Revenue,0,Blended,Digital,500k Exhaust
23/10/2022,ST Revenue,3773.880554,Blended,Display,500k Exhaust
23/10/2022,ST Revenue,282.8342553,Blended,Social,500k Exhaust
23/10/2022,ST Revenue,0.645155531,Blended,Print,500k Exhaust
23/10/2022,ST Revenue,0,Blended,Digital,500k Exhaust
30/10/2022,ST Revenue,188.8845358,Blended,Display,500k Exhaust
30/10/2022,ST Revenue,14.15374306,Blended,Social,500k Exhaust
30/10/2022,ST Revenue,0.032257803,Blended,Print,500k Exhaust
30/10/2022,ST Revenue,0,Blended,Digital,500k Exhaust
06/11/2022,ST Revenue,9.444703397,Blended,Display,500k Exhaust
06/11/2022,ST Revenue,0.707717246,Blended,Social,500k Exhaust
06/11/2022,ST Revenue,0.00161289,Blended,Print,500k Exhaust
06/11/2022,ST Revenue,0,Blended,Digital,500k Exhaust
13/11/2022,ST Revenue,0.472236361,Blended,Display,500k Exhaust
13/11/2022,ST Revenue,0.035385938,Blended,Social,500k Exhaust
13/11/2022,ST Revenue,8.06E-05,Blended,Print,500k Exhaust
13/11/2022,ST Revenue,0,Blended,Digital,500k Exhaust
20/11/2022,ST Revenue,0.023611821,Blended,Display,500k Exhaust
20/11/2022,ST Revenue,0.001769297,Blended,Social,500k Exhaust
20/11/2022,ST Revenue,107823.2451,Blended,Print,500k Exhaust
20/11/2022,ST Revenue,0,Blended,Digital,500k Exhaust
27/11/2022,ST Revenue,0.001180591,Blended,Display,500k Exhaust
27/11/2022,ST Revenue,8.85E-05,Blended,Social,500k Exhaust
27/11/2022,ST Revenue,112304.6855,Blended,Print,500k Exhaust
27/11/2022,ST Revenue,0,Blended,Digital,500k Exhaust
04/12/2022,ST Revenue,5.90E-05,Blended,Display,500k Exhaust
04/12/2022,ST Revenue,4.42E-06,Blended,Social,500k Exhaust
04/12/2022,ST Revenue,112526.7479,Blended,Print,500k Exhaust
04/12/2022,ST Revenue,0,Blended,Digital,500k Exhaust
11/12/2022,ST Revenue,2.95E-06,Blended,Display,500k Exhaust
11/12/2022,ST Revenue,2.21E-07,Blended,Social,500k Exhaust
11/12/2022,ST Revenue,112537.846,Blended,Print,500k Exhaust
11/12/2022,ST Revenue,0,Blended,Digital,500k Exhaust
18/12/2022,ST Revenue,1.48E-07,Blended,Display,500k Exhaust
18/12/2022,ST Revenue,1.11E-08,Blended,Social,500k Exhaust
18/12/2022,ST Revenue,112538.4009,Blended,Print,500k Exhaust
18/12/2022,ST Revenue,0,Blended,Digital,500k Exhaust
25/12/2022,ST Revenue,7.30E-09,Blended,Display,500k Exhaust
25/12/2022,ST Revenue,5.44E-10,Blended,Social,500k Exhaust
25/12/2022,ST Revenue,112538.4286,Blended,Print,500k Exhaust
25/12/2022,ST Revenue,0,Blended,Digital,500k Exhaust
01/01/2023,ST Revenue,3.95E-10,Blended,Display,500k Exhaust
01/01/2023,ST Revenue,3.51E-11,Blended,Social,500k Exhaust
01/01/2023,ST Revenue,112538.43,Blended,Print,500k Exhaust
01/01/2023,ST Revenue,0,Blended,Digital,500k Exhaust
08/01/2023,ST Revenue,0,Blended,Display,500k Exhaust
08/01/2023,ST Revenue,0,Blended,Social,500k Exhaust
08/01/2023,ST Revenue,6642.768796,Blended,Print,500k Exhaust
08/01/2023,ST Revenue,0,Blended,Digital,500k Exhaust
15/01/2023,ST Revenue,0,Blended,Display,500k Exhaust
15/01/2023,ST Revenue,0,Blended,Social,500k Exhaust
15/01/2023,ST Revenue,334.992071,Blended,Print,500k Exhaust
15/01/2023,ST Revenue,0,Blended,Digital,500k Exhaust
22/01/2023,ST Revenue,0,Blended,Display,500k Exhaust
22/01/2023,ST Revenue,0,Blended,Social,500k Exhaust
22/01/2023,ST Revenue,16.75678048,Blended,Print,500k Exhaust
22/01/2023,ST Revenue,0,Blended,Digital,500k Exhaust
29/01/2023,ST Revenue,0,Blended,Display,500k Exhaust
29/01/2023,ST Revenue,34299.11755,Blended,Social,500k Exhaust
29/01/2023,ST Revenue,86241.22434,Blended,Print,500k Exhaust
29/01/2023,ST Revenue,21910.14163,Blended,Digital,500k Exhaust
05/02/2023,ST Revenue,0,Blended,Display,500k Exhaust
05/02/2023,ST Revenue,35803.70863,Blended,Social,500k Exhaust
05/02/2023,ST Revenue,89983.531,Blended,Print,500k Exhaust
05/02/2023,ST Revenue,22821.75138,Blended,Digital,500k Exhaust
12/02/2023,ST Revenue,0,Blended,Display,500k Exhaust
12/02/2023,ST Revenue,35878.45636,Blended,Social,500k Exhaust
12/02/2023,ST Revenue,90169.35254,Blended,Print,500k Exhaust
12/02/2023,ST Revenue,22872.977,Blended,Digital,500k Exhaust
19/02/2023,ST Revenue,0,Blended,Display,500k Exhaust
19/02/2023,ST Revenue,35882.19255,Blended,Social,500k Exhaust
19/02/2023,ST Revenue,90178.6404,Blended,Print,500k Exhaust
19/02/2023,ST Revenue,22875.90323,Blended,Digital,500k Exhaust
26/02/2023,ST Revenue,0,Blended,Display,500k Exhaust
26/02/2023,ST Revenue,35882.37935,Blended,Social,500k Exhaust
26/02/2023,ST Revenue,90179.10478,Blended,Print,500k Exhaust
26/02/2023,ST Revenue,22876.07055,Blended,Digital,500k Exhaust
05/03/2023,ST Revenue,0,Blended,Display,500k Exhaust
05/03/2023,ST Revenue,35882.38869,Blended,Social,500k Exhaust
05/03/2023,ST Revenue,90179.128,Blended,Print,500k Exhaust
05/03/2023,ST Revenue,22876.08012,Blended,Digital,500k Exhaust
12/03/2023,ST Revenue,0,Blended,Display,500k Exhaust
12/03/2023,ST Revenue,35882.38916,Blended,Social,500k Exhaust
12/03/2023,ST Revenue,90179.12916,Blended,Print,500k Exhaust
12/03/2023,ST Revenue,22876.08066,Blended,Digital,500k Exhaust
19/03/2023,ST Revenue,0,Blended,Display,500k Exhaust
19/03/2023,ST Revenue,35882.38918,Blended,Social,500k Exhaust
19/03/2023,ST Revenue,90179.12922,Blended,Print,500k Exhaust
19/03/2023,ST Revenue,22876.08069,Blended,Digital,500k Exhaust
26/03/2023,ST Revenue,0,Blended,Display,500k Exhaust
26/03/2023,ST Revenue,35882.38919,Blended,Social,500k Exhaust
26/03/2023,ST Revenue,90179.12922,Blended,Print,500k Exhaust
26/03/2023,ST Revenue,22876.0807,Blended,Digital,500k Exhaust
02/04/2023,ST Revenue,0,Blended,Display,500k Exhaust
02/04/2023,ST Revenue,36202.20923,Blended,Social,500k Exhaust
02/04/2023,ST Revenue,71988.85761,Blended,Print,500k Exhaust
02/04/2023,ST Revenue,23043.24646,Blended,Digital,500k Exhaust
09/04/2023,ST Revenue,0,Blended,Display,500k Exhaust
09/04/2023,ST Revenue,36218.17825,Blended,Social,500k Exhaust
09/04/2023,ST Revenue,71049.09018,Blended,Print,500k Exhaust
09/04/2023,ST Revenue,23052.77407,Blended,Digital,500k Exhaust
16/04/2023,ST Revenue,0,Blended,Display,500k Exhaust
16/04/2023,ST Revenue,36537.91597,Blended,Social,500k Exhaust
