index,Budget,Channel,Predicted Revenue,Region,Brand,Channel Group
384,850000,Open TV,6897.956999513423,Mexico,Nesquik,TV
385,860000,Open TV,6897.956999513423,Mexico,Nesquik,TV
386,870000,Open TV,6897.956999513423,Mexico,Nesquik,TV
387,880000,Open TV,6897.956999513423,Mexico,Nesquik,TV
388,890000,Open TV,6897.956999513423,Mexico,Nesquik,TV
389,900000,Open TV,6897.956999513423,Mexico,Nesquik,TV
390,910000,Open TV,6897.956999513423,Mexico,Nesquik,TV
391,920000,Open TV,6897.956999513423,Mexico,Nesquik,TV
392,930000,Open TV,6897.956999513423,Mexico,Nesquik,TV
393,940000,Open TV,6897.956999513423,Mexico,Nesquik,TV
394,950000,Open TV,6897.956999513423,Mexico,Nesquik,TV
395,960000,Open TV,6897.956999513423,Mexico,Nesquik,TV
396,970000,Open TV,6897.956999513423,Mexico,Nesquik,TV
397,980000,Open TV,6897.956999513423,Mexico,Nesquik,TV
398,990000,Open TV,6897.956999513423,Mexico,Nesquik,TV
399,1000000,Open TV,6897.956999513423,Mexico,Nesquik,TV
400,1010000,Open TV,6897.956999513423,Mexico,Nesquik,TV
401,1020000,Open TV,6897.956999513423,Mexico,Nesquik,TV
402,1030000,Open TV,6897.956999513423,Mexico,Nesquik,TV
403,1040000,Open TV,6897.956999513423,Mexico,Nesquik,TV
404,1050000,Open TV,6897.956999513423,Mexico,Nesquik,TV
405,1060000,Open TV,6897.956999513423,Mexico,Nesquik,TV
406,1070000,Open TV,6897.956999513423,Mexico,Nesquik,TV
407,1080000,Open TV,6897.956999513423,Mexico,Nesquik,TV
408,1090000,Open TV,6897.956999513423,Mexico,Nesquik,TV
409,1100000,Open TV,6897.956999513423,Mexico,Nesquik,TV
410,1110000,Open TV,6897.956999513423,Mexico,Nesquik,TV
411,1120000,Open TV,6897.956999513423,Mexico,Nesquik,TV
412,1130000,Open TV,6897.956999513423,Mexico,Nesquik,TV
413,1140000,Open TV,6897.956999513423,Mexico,Nesquik,TV
414,1150000,Open TV,6897.956999513423,Mexico,Nesquik,TV
415,1160000,Open TV,6897.956999513423,Mexico,Nesquik,TV
416,1170000,Open TV,6897.956999513423,Mexico,Nesquik,TV
417,1180000,Open TV,6897.956999513423,Mexico,Nesquik,TV
418,1190000,Open TV,6897.956999513423,Mexico,Nesquik,TV
419,1200000,Open TV,6897.956999513423,Mexico,Nesquik,TV
420,1210000,Open TV,6897.956999513423,Mexico,Nesquik,TV
421,1220000,Open TV,6897.956999513423,Mexico,Nesquik,TV
422,1230000,Open TV,6897.956999513423,Mexico,Nesquik,TV
423,1240000,Open TV,6897.956999513423,Mexico,Nesquik,TV
424,1250000,Open TV,6897.956999513423,Mexico,Nesquik,TV
425,1260000,Open TV,6897.956999513423,Mexico,Nesquik,TV
426,1270000,Open TV,6897.956999513423,Mexico,Nesquik,TV
427,1280000,Open TV,6897.956999513423,Mexico,Nesquik,TV
