,Date,Opt Channel,Value,Scenario,Budget/Revenue,Country,Brand,Channel Group,Channel,Year,Volume Scale-up factor (yearly),NNS,MC,FX rate,Volume
2920,2020-03-08,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2921,2020-03-15,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2922,2020-03-22,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2923,2020-03-29,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2924,2020-04-05,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2925,2020-04-12,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2926,2020-04-19,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2927,2020-04-26,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2928,2020-05-03,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2929,2020-05-10,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2930,2020-05-17,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2931,2020-05-24,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2932,2020-05-31,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2933,2020-06-07,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2934,2020-06-14,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2935,2020-06-21,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2936,2020-06-28,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2937,2020-07-05,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2938,2020-07-12,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2939,2020-07-19,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2940,2020-07-26,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2941,2020-08-02,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2942,2020-08-09,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2943,2020-08-16,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2944,2020-08-23,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2945,2020-08-30,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2946,2020-09-06,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2947,2020-09-13,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2948,2020-09-20,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2949,2020-09-27,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2950,2020-10-04,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2951,2020-10-11,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2952,2020-10-18,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2953,2020-10-25,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2954,2020-11-01,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2955,2020-11-08,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2956,2020-11-15,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2957,2020-11-22,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2958,2020-11-29,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2959,2020-12-06,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2960,2020-12-13,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2961,2020-12-20,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2962,2020-12-27,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2020,,,,,
2963,2021-01-03,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2964,2021-01-10,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2965,2021-01-17,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2966,2021-01-24,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2967,2021-01-31,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2968,2021-02-07,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2969,2021-02-14,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2970,2021-02-21,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2971,2021-02-28,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2972,2021-03-07,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2973,2021-03-14,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2974,2021-03-21,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2975,2021-03-28,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2976,2021-04-04,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2977,2021-04-11,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2978,2021-04-18,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2979,2021-04-25,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2980,2021-05-02,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2981,2021-05-09,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2982,2021-05-16,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2983,2021-05-23,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2984,2021-05-30,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2985,2021-06-06,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2986,2021-06-13,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2987,2021-06-20,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2988,2021-06-27,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2989,2021-07-04,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2990,2021-07-11,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2991,2021-07-18,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2992,2021-07-25,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2993,2021-08-01,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2994,2021-08-08,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2995,2021-08-15,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2996,2021-08-22,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2997,2021-08-29,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2998,2021-09-05,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
2999,2021-09-12,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
3000,2021-09-19,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
3001,2021-09-26,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
3002,2021-10-03,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
3003,2021-10-10,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
3004,2021-10-17,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
3005,2021-10-24,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
3006,2021-10-31,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
3007,2021-11-07,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
3008,2021-11-14,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
3009,2021-11-21,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
3010,2021-11-28,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
3011,2021-12-05,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
3012,2021-12-12,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
3013,2021-12-19,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
3014,2021-12-26,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2021,2.14,29.23331265069523,0.61,0.240137,0.0
3015,2022-01-02,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3016,2022-01-09,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3017,2022-01-16,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3018,2022-01-23,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3019,2022-01-30,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3020,2022-02-06,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3021,2022-02-13,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3022,2022-02-20,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3023,2022-02-27,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3024,2022-03-06,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3025,2022-03-13,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3026,2022-03-20,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3027,2022-03-27,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3028,2022-04-03,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3029,2022-04-10,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3030,2022-04-17,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3031,2022-04-24,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3032,2022-05-01,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3033,2022-05-08,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3034,2022-05-15,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3035,2022-05-22,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3036,2022-05-29,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3037,2022-06-05,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3038,2022-06-12,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3039,2022-06-19,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3040,2022-06-26,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3041,2022-07-03,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3042,2022-07-10,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3043,2022-07-17,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3044,2022-07-24,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3045,2022-07-31,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3046,2022-08-07,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3047,2022-08-14,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3048,2022-08-21,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3049,2022-08-28,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3050,2022-09-04,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3051,2022-09-11,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3052,2022-09-18,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3053,2022-09-25,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
3054,2022-10-02,Influencers_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),LT Revenue,Saudi Arabia,Nesquik,Influencers,Influencers,2022,2.08,34.14717432132491,0.64,0.240137,0.0
