,Date,Opt Channel,Value,Scenario,Budget/Revenue,Country,Brand,Channel Group,Channel,Year,Volume Scale-up factor (yearly),NNS,MC,FX rate,Volume
0,2020-01-12,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
1,2020-01-19,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
2,2020-01-26,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
3,2020-02-02,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
4,2020-02-09,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
5,2020-02-16,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
6,2020-02-23,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
7,2020-03-01,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
8,2020-03-08,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
9,2020-03-15,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
10,2020-03-22,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
11,2020-03-29,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
12,2020-04-05,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
13,2020-04-12,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
14,2020-04-19,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
15,2020-04-26,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
16,2020-05-03,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
17,2020-05-10,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
18,2020-05-17,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
19,2020-05-24,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
20,2020-05-31,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
21,2020-06-07,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
22,2020-06-14,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
23,2020-06-21,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
24,2020-06-28,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
25,2020-07-05,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
26,2020-07-12,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
27,2020-07-19,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
28,2020-07-26,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
29,2020-08-02,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
30,2020-08-09,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
31,2020-08-16,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
32,2020-08-23,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
33,2020-08-30,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
34,2020-09-06,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
35,2020-09-13,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
36,2020-09-20,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
37,2020-09-27,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
38,2020-10-04,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
39,2020-10-11,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
40,2020-10-18,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
41,2020-10-25,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
42,2020-11-01,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
43,2020-11-08,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
44,2020-11-15,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
45,2020-11-22,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
46,2020-11-29,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
47,2020-12-06,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
48,2020-12-13,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
49,2020-12-20,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
50,2020-12-27,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2020,,,,,
51,2021-01-03,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
52,2021-01-10,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
53,2021-01-17,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
54,2021-01-24,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
55,2021-01-31,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
56,2021-02-07,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
57,2021-02-14,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
58,2021-02-21,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
59,2021-02-28,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
60,2021-03-07,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
61,2021-03-14,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
62,2021-03-21,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
63,2021-03-28,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
64,2021-04-04,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
65,2021-04-11,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
66,2021-04-18,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
67,2021-04-25,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
68,2021-05-02,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
69,2021-05-09,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
70,2021-05-16,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
71,2021-05-23,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
72,2021-05-30,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
73,2021-06-06,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
74,2021-06-13,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
75,2021-06-20,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
76,2021-06-27,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
77,2021-07-04,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
78,2021-07-11,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
79,2021-07-18,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
80,2021-07-25,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
81,2021-08-01,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
82,2021-08-08,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
83,2021-08-15,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
84,2021-08-22,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
85,2021-08-29,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
86,2021-09-05,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
87,2021-09-12,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
88,2021-09-19,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
89,2021-09-26,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
90,2021-10-03,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
91,2021-10-10,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
92,2021-10-17,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
93,2021-10-24,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
94,2021-10-31,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
95,2021-11-07,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
96,2021-11-14,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
97,2021-11-21,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
98,2021-11-28,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
99,2021-12-05,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
100,2021-12-12,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
101,2021-12-19,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
102,2021-12-26,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2021,2.14,29.23331265069523,0.61,0.240137,0.0
103,2022-01-02,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
104,2022-01-09,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
105,2022-01-16,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
106,2022-01-23,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
107,2022-01-30,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
108,2022-02-06,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
109,2022-02-13,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
110,2022-02-20,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
111,2022-02-27,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
112,2022-03-06,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
113,2022-03-13,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
114,2022-03-20,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
115,2022-03-27,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
116,2022-04-03,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
117,2022-04-10,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
118,2022-04-17,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
119,2022-04-24,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
120,2022-05-01,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
121,2022-05-08,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
122,2022-05-15,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
123,2022-05-22,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
124,2022-05-29,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
125,2022-06-05,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
126,2022-06-12,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
127,2022-06-19,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
128,2022-06-26,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
129,2022-07-03,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
130,2022-07-10,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
131,2022-07-17,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
132,2022-07-24,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
133,2022-07-31,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
134,2022-08-07,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
135,2022-08-14,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
136,2022-08-21,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
137,2022-08-28,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
138,2022-09-04,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
139,2022-09-11,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
140,2022-09-18,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
141,2022-09-25,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
142,2022-10-02,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
143,2022-10-09,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
144,2022-10-16,Amazon_Saudi Arabia_Nesquik,0.0,Scenario 1 (Unoptimised),Budget,Saudi Arabia,Nesquik,Display,Amazon,2022,2.08,34.14717432132491,0.64,0.240137,0.0
