,index,Date,Facebook_Poland_Cini Minis,Google Search_Poland_Cini Minis,Influencers_Poland_Cini Minis,Instagram_Poland_Cini Minis,Mobile_Poland_Cini Minis,NBC Ecommerce_Poland_Cini Minis,NBC Facebook_Poland_Cini Minis,NBC Google_Poland_Cini Minis,NBC Instagram_Poland_Cini Minis,NBC VOD_Poland_Cini Minis,Print_Poland_Cini Minis,RR_Poland_Cini Minis,Snapchat_Poland_Cini Minis,TV_Poland_Cini Minis,Teads_Poland_Cini Minis,TikTok_Poland_Cini Minis,VOD_Poland_Cini Minis,YouTube_Poland_Cini Minis,6Play_France_Lion,Digital Video_France_Lion,Facebook_Instagram_France_Lion,Freewheel_France_Lion,Influencers_France_Lion,MYTF1_France_Lion,Programmatic_France_Lion,Snapchat_France_Lion,Spotify_France_Lion,TV_France_Lion,TV Sponsoring_France_Lion,Teads_France_Lion,TikTok_France_Lion,YouTube_France_Lion,Ad Alliance_Germany_Nesquik,Facebook_Germany_Nesquik,Instagram_Germany_Nesquik,Pinterest_Germany_Nesquik,SevenOne_Germany_Nesquik,TV Sponsoring_Germany_Nesquik,YouTube_Germany_Nesquik,6Play_France_Chocapic,Bliink_France_Chocapic,Captify_France_Chocapic,MYTF1_France_Chocapic,OLV_France_Chocapic,Print_France_Chocapic,Programmatic_France_Chocapic,TV_France_Chocapic,Teads_France_Chocapic,YouTube_France_Chocapic,Buzzfeed_Mexico_Abuelita,Dynadmic_Mexico_Abuelita,Facebook_Mexico_Abuelita,Multibrand Facebook_Mexico_Abuelita,Open TV_Mexico_Abuelita,Pay TV_Mexico_Abuelita,Sopitas_Mexico_Abuelita,Teads_Mexico_Abuelita,Televisa Contenido_Mexico_Abuelita,Tubi_Mexico_Abuelita,Vix_Mexico_Abuelita,YouTube_Mexico_Abuelita,Arkeero_Mexico_Nesquik,Facebook_Mexico_Nesquik,Multibrand Adsmovil_Mexico_Nesquik,Multibrand DV360_Mexico_Nesquik,Multibrand Facebook_Mexico_Nesquik,Naranxadul_Mexico_Nesquik,OOH_Mexico_Nesquik,Open TV_Mexico_Nesquik,Pay TV_Mexico_Nesquik,Sunmedia_Mexico_Nesquik,Tap Tap_Mexico_Nesquik,Tastemade_Mexico_Nesquik,Teads_Mexico_Nesquik,YouTube_Mexico_Nesquik,Bvod_UK_Shreddies,CTV_UK_Shreddies,Display_UK_Shreddies,Facebook_UK_Shreddies,Instagram_UK_Shreddies,NBC Digital_UK_Shreddies,NBC Search_UK_Shreddies,NBC Social_UK_Shreddies,NBC WG BVOD_UK_Shreddies,NBC WG Display_UK_Shreddies,NBC WG Social_UK_Shreddies,NBC WG TV_UK_Shreddies,NBC WG VOD_UK_Shreddies,NBD WG YouTube_UK_Shreddies,Search_UK_Shreddies,TV_UK_Shreddies,TV Sponsoring_UK_Shreddies,Vod_UK_Shreddies,YouTube_UK_Shreddies,Bvod_Australia_Uncle Toby's,Display_Australia_Uncle Toby's,Facebook_Australia_Uncle Toby's,Instagram_Australia_Uncle Toby's,Instream_Australia_Uncle Toby's,Metro TV_Australia_Uncle Toby's,OLV_Australia_Uncle Toby's,OOH_Australia_Uncle Toby's,Pinterest_Australia_Uncle Toby's,RTV TV_Australia_Uncle Toby's,Radio_Australia_Uncle Toby's,Satellite TV_Australia_Uncle Toby's,Search_Australia_Uncle Toby's,Twitter_Australia_Uncle Toby's,YouTube_Australia_Uncle Toby's,Google Search_Brazil_Nescau,Meta_Brazil_Nescau,Open TV_Brazil_Nescau,Programmatic_Brazil_Nescau,TikTok_Brazil_Nescau,YouTube_Brazil_Nescau,DOOH_Chile_Chocapic,Display_Chile_Chocapic,Facebook_Instagram_Chile_Chocapic,Open TV_Chile_Chocapic,POS_Chile_Chocapic,Pay TV_Chile_Chocapic,Search_Chile_Chocapic,YouTube_Chile_Chocapic,Facebook_Poland_Nesquik,Influencers_Poland_Nesquik,Instagram_Poland_Nesquik,NBC Ecommerce_Poland_Nesquik,NBC Facebook_Poland_Nesquik,NBC Google_Poland_Nesquik,NBC Instagram_Poland_Nesquik,NBC VOD_Poland_Nesquik,Print_Poland_Nesquik,TV_Poland_Nesquik,VOD_Poland_Nesquik,YouTube_Poland_Nesquik
61,61,2021-03-14,26.366530869580423,0.0,0.0,37.00422577028828,0.0,0.0,1518.069383387595,210.96540187861402,600.2631264910597,0.0,0.0,0.0,0.0,5300.000152889912,0.0,0.0,584.752821326994,0.0,0.0,0.002165386740790134,7.956318400151133e-12,0.0,7.080866544732255e-09,0.0,0.0,0.0,0.0,0.0,26180.42770902513,0.0,0.0,0.0,10048.468144967335,0.0,0.0,0.0,5677.404808865445,13532.060866349353,0.0,0.43865648288566245,0.0,0.0,1.940859137151286e-07,0.0,0.0,15.084827547517442,38.84037902742452,2.5967733003329743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.67308546093314,0.0,0.0,0.0,0.0,0.0,12108.63056771406,2314.2698786228134,0.0,0.0,0.0,0.0,31.841532563903105,5778.5910452459575,0.0,20478.572953613046,8977.853274376985,15389.582581389644,0.0,2561.122970754238,15004.84118649952,0.8857474916995917,1.0820687358003477e-05,144.64749332734758,7.37746334881059,7.774718676761462e-08,0.7242646098535764,255.42542161017465,12607.642668441118,0.10518735392420518,583.5989096286655,10585.442612391209,0.0,0.0,2.215381041138474,4.815129853062734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.024122521661601e-11,404.90895742132193,0.13713797107460307,14561.329455122403,0.0,0.0,7011.272804694764,0.3598166708357065,2536.847445280631,846.5094648306027,673.7666100185545,1516.0702283961195,273.70540315626295,70.19622311598202,24.902914185844985,0.1540123533761408,15499.61237717042,0.11366356273850309,0.0,2316.7578777484364,261.10306366425186,823.2700945191511,0.0,0.0,1091.072470119946,0.07078606073971863,0.0
62,62,2021-03-21,2.425506624262446,0.0,0.0,3.4029482317890687,0.0,0.0,2564.895283011289,117.34549870141082,830.7279891242023,0.0,0.0,0.0,0.0,2538.5391018161044,0.0,0.0,0.29460636771456306,0.0,0.0,0.0005378488244780374,4.434085089253508e-13,0.0,4.055791893633585e-10,0.0,0.0,0.0,0.0,0.0,30564.34830540765,0.0,0.0,0.0,1743.155010447467,0.0,0.0,0.0,3498.2062738533364,9021.258753754983,0.0,0.06896155011020433,0.0,0.0,3.1874234423773866e-08,0.0,0.0,2.37417200459047,17.653401157407345,0.40852709659484465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.387513166057897,0.0,0.0,0.0,0.0,0.0,13286.584196147676,2303.3370513344044,0.0,0.0,0.0,0.0,5.183242887827149,4846.883971261397,0.0,14897.291975876922,7901.547674315282,13095.365687254953,0.0,2164.574526821289,3568.258830285681,0.24042072566427206,3.1746519720385516e-06,31.67372963835132,2.0296809073474034,2.181290302467136e-08,0.19498885877876374,70.98064319328807,4598.963477149217,0.05890289516520373,646.9896022476435,10091.96679340008,0.0,0.0,0.26727662569602145,0.5809425971166315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0323190039533e-12,357.00621407446727,0.034959586185475566,16203.69031864821,0.0,0.0,6041.778842468372,0.19217792041906123,2481.6875115244234,870.1035780244317,626.0484096439458,1468.8684076426823,294.6164175075311,56.85128554142041,24.268716115510216,0.021364997632881674,13446.435051349941,0.015768064015865228,0.0,2700.2606221942146,140.24068114823618,824.4880175094278,0.0,0.0,312.23390395484046,0.0,0.0
63,63,2021-03-28,0.2765015365489293,0.0,0.0,0.38790870231505953,0.0,0.0,3203.738835128709,238.6633332372961,997.2323331531518,0.0,0.0,0.0,0.0,1688.9094105931676,0.0,0.0,0.0,0.0,0.0,0.00015523306607794513,2.8105749181402097e-14,0.0,2.313712088512449e-11,0.0,0.0,0.0,0.0,0.0,35867.46186524685,0.0,0.0,0.0,277.2083660804611,0.0,0.0,0.0,3948.5012568800084,7547.575064936019,0.0,0.017192336307731777,0.0,0.0,1.043436107881089e-08,0.0,0.0,0.5820058275326406,18.49678149055866,0.10005057027025288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.452169902032464,0.0,0.0,0.0,0.0,0.0,3907.580450633841,598.6718309567061,0.0,0.0,0.0,0.0,0.7308502668804835,4347.8211320908695,0.0,27143.494500800374,4920.32326986114,10151.485631279636,0.0,2262.9407753952187,770.3313875171024,0.057004988667592536,4.463103686606686e-07,7.289800941527511,0.45934556835550355,4.626554040548766e-09,0.04744340492634122,20.310479611852465,10231.3786848921,0.03419095831474446,841.2249875571295,10046.19008554647,0.0,0.0,0.004465526428926751,0.009706088134489806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.338378105301014e-14,346.2674580855638,0.01007210545639416,11437.809250079266,0.0,0.0,5842.233399034427,0.13339910108361808,1491.6228578124333,336.88455113571234,759.7657305013234,2055.6931146693782,365.3779310434748,60.7479966961394,33.82863466300468,0.003602705889763552,15993.227074674849,0.0026589193605548135,0.0,2868.9051151475865,213.78787270619654,835.5059157011708,0.0,0.0,148.2800056884851,0.0,0.0
64,64,2021-04-04,0.03254988396977245,0.0,0.0,0.04566202372078624,0.0,0.0,959.5501333466669,93.02752035457642,285.87942086260205,0.0,0.0,0.0,0.0,1018.8643458187048,0.0,0.0,0.0,0.0,0.0,4.04096238614282e-05,0.0,0.0,8.974568612441453e-13,0.0,0.0,0.0,0.0,0.0,39465.51416956387,0.0,0.0,0.0,64.92099654041404,0.0,0.0,0.0,5251.29037772006,6792.880920716745,0.0,0.0032875230876923886,0.0,0.0,2465.0868857025257,0.0,0.0,6129.428149535374,23075.357944348743,737.3674731093871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120365761549509,0.0,0.0,0.0,0.0,0.0,13170.220387311529,2437.2548609600094,0.0,0.0,0.0,0.0,0.15260386542513996,4730.511926988351,0.0,30612.81556267774,2118.938628159089,4478.767102564265,0.0,2605.2540970609316,3044.959821428882,0.01331195149691233,9.125163064593683e-08,1.773124478196225,0.10306118265038997,1.027043967516695e-09,0.011302538039546473,6.61774238936985,4723.4976957141525,0.02292366386055861,958.0496214827292,11116.577911287419,0.0,0.0,0.00023265465164185297,0.0005056831775004081,0.0,0.0,0.0,567.3018691973468,0.0,0.0,0.0,0.0,0.0,0.0,2388.1346661642456,55.9472156821133,0.0036876626559253847,10046.179077993105,0.0,0.0,1094.8227650887845,0.059563397674833735,1405.9462107764853,1624.989614426443,33.81328789491798,902.4022989351834,16.279647436390366,104.25688237555157,18.055743748181072,1571.65388215406,15703.490077279534,5281.525328428868,0.0,838.2497361264569,88.03603382217071,235.96227562431008,0.0,0.0,61.988305650750625,150.73767361210707,271.6018142989363
65,65,2021-04-11,98.6202810564002,0.0,1169.1011516576727,817.040374561936,0.0,0.0,302.0990504061835,52.29845210816843,87.62658234275888,0.0,0.0,0.0,0.0,9994.21015411841,0.0,0.0,0.0,1029.738640747626,0.0,7.779779185101289e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27649.61043888402,0.0,0.0,0.0,18.2923749906591,0.0,0.0,0.0,4314.753201667287,7179.281513489472,0.0,0.000535531551931576,0.0,0.0,1247.2457114801844,0.0,0.0,3901.8602708267454,17486.198474310855,884.2386053935244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3702.064171902951,0.0,0.0,0.0,0.0,0.0,12830.38737760899,2452.0084558816407,0.0,0.0,0.0,0.0,725.0054006652234,3862.374581878408,0.0,7883.34012079666,1088.274170775869,2310.8889553035892,0.0,3005.569206912842,15820.294594611285,0.0038714868827475026,3.151294766714283e-08,0.5139541439319497,0.028926683939665698,2.987476716262628e-10,0.003337360742158755,2.4082290594305538,1950.0561653812329,0.020599371490303556,1028.4498786418098,11982.460812552381,1226.9701542171435,837.1084858967268,4341.6295576566345,1565.924113860215,0.0,0.0,5186.3940683678975,52718.68765859278,0.0,0.0,0.0,0.0,0.0,0.0,4335.342800653473,14.784548198071072,0.0013869018407279517,8586.807085606919,0.0,0.0,329.89160445729505,0.027330189266074795,1383.5123359173588,1561.6459430240857,1.5676821907676675,415.88445444285,0.7548124266483229,146.18842782187636,16.51445719691981,4303.361045978624,12968.009425351385,10214.304161756498,0.0,208.50435842511993,49.711494975402374,58.260371598595725,0.0,0.0,1488.270840876897,1068.546327833512,6671.63225145094
66,66,2021-04-18,554.811544931218,0.0,2237.846780022556,3093.7379336216172,0.0,0.0,130.24400796562927,75.64698216403556,37.423813280760925,0.0,0.0,0.0,0.0,17363.213992995505,0.0,0.0,0.0,2279.00959132204,0.0,3.4538817713740253e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31588.434599319782,0.0,0.0,0.0,4.190036232696951,0.0,0.0,0.0,4318.434974639208,9347.28773138785,0.0,0.00013784355997969718,0.0,0.0,181.27040937700332,0.0,0.0,13207.298674237461,22731.705883375726,433.2383768564741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4522.558373189379,0.0,0.0,0.0,0.0,0.0,12185.431686876835,2159.562504300781,0.0,0.0,0.0,0.0,1268.3738775386653,1179.5616757148118,0.0,1846.118945092511,444.9101401475035,931.9742220411888,0.0,2913.9753026081808,22630.127468425868,0.00045143317375619736,4.326641412694877e-09,0.08926207377417661,0.002976485034996449,3.065303070429152e-11,0.00040949086342013024,0.8183598981004659,699.1091927012677,0.01208015542129706,258.87913395483275,4700.052187655025,1889.863955473939,1418.1527184378763,12740.901238616178,4571.758191147549,0.0,13338.677471361412,8616.256785101312,69209.79510204913,0.0,5698.110282637737,11617.307817811427,3058.551082342729,0.0,17709.56685109781,20488.288102724222,2.6181015600182307,0.0003729139807380268,5517.750219333753,0.0,0.0,58.678876335855335,0.012866492886505626,1480.159185293645,1384.850663007969,0.08013198540317466,214.3929673420492,0.03858108745963647,130.8224094507788,16.986929683075676,7194.512135144868,15843.018337799407,13047.85614923275,0.0,73.38707606528766,95.09155359783857,20.503575725792267,0.0,0.0,9114.553946551845,1854.3719362568054,11622.022537440533
67,67,2021-04-25,1027.4778088018702,0.0,2592.571547002649,3042.1994712276355,0.0,0.0,63.524245468918856,299.7258458127296,18.19445876794348,0.0,0.0,0.0,0.0,18266.53680923129,0.0,0.0,0.0,2523.095410382513,0.0,1.101543757768578e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26535.866188814933,0.0,0.0,0.0,2.711800535453511,0.0,0.0,0.0,4333.692153916802,8615.68362193026,0.0,2.3877395954160063e-05,0.0,0.0,8.720412668804688,0.0,0.0,7836.211667376643,1368.444549996561,29.617688557056795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3930.3885924801766,0.0,0.0,0.0,0.0,0.0,9412.905887751116,1522.6017759819692,0.0,0.0,0.0,0.0,1087.532329011722,300.8753756719178,0.0,454.91475738442165,1915.425149683829,8372.65618226145,0.0,2390.532241304098,19545.09876779542,8.818106881397679e-05,6.272504354238927e-10,0.016775139256265316,0.0005620443805527877,5.6191887364237925e-12,8.100227079061534e-05,429.42613789136453,208.6958919469073,0.0020127807387529967,63.53469467733355,1653.1454686165125,1314.4427109674145,504.96861782193815,7818.273219894783,2576.6375290349783,0.0,10453.788620238713,4099.53233314,23761.21826992667,0.0,5071.887493963471,15371.586399461426,2723.824290764654,0.0,7102.218949250777,13876.61492654439,0.48788881914954735,9.417504524967734e-05,3253.1268733613197,0.0,0.0,10.7135567806392,0.00811139668535091,2250.535599357264,1314.2163351011623,0.0055080951515531435,148.7671142455365,0.0026518996782596374,181.43071759740695,24.846989736405995,12035.035664060253,26611.698539979043,20130.269661246533,0.0,31.57830456064776,407.4338127591831,8.813005948220336,0.0,0.0,16255.226299544058,3560.999111101252,19760.32320590709
68,68,2021-05-02,785.8693638376008,0.0,1682.143963743713,1937.0777792796782,0.0,0.0,12.321923142840449,279.0140571632701,3.5250495160241093,0.0,0.0,0.0,0.0,12290.673829994987,0.0,0.0,0.0,1524.4853361975433,0.0,3.673252229628708e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23714.62363543152,0.0,0.0,0.0,0.6410189128834277,0.0,0.0,0.0,8643.367994312077,14767.178084441288,0.0,5.6298923463385735e-06,0.0,0.0,1.483692237786771,0.0,0.0,4425.344582368076,187.47949729668537,5.243284915067766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14014.63644685594,0.0,0.0,0.0,0.0,0.0,3286.708697364893,475.0194186615362,0.0,0.0,0.0,0.0,2022.1574790799982,106.1522690196238,0.0,141.1165594176261,6089.38879059974,17527.724174299612,0.0,2543.5085692724424,5567.986577250586,3.160716505373856e-05,1.85256944799744e-10,0.004676378505460971,0.00022092680894653699,2.2414411633584043e-12,2.7975691301981018e-05,609.1332036720022,11350.25695635701,0.0007726138317550618,22.549139326913792,890.362395666682,1521.1496950113258,92.81619119631524,5273.280915636571,990.3690811723814,0.0,13695.294522273036,2707.31745233371,14092.876781949695,0.0,6644.524548366081,21555.490082583172,3569.4255167658866,0.0,14523.172332735956,8072.476698573774,0.11932793437474672,3.178912318052989e-05,2567.727873011769,0.0,0.0,2.5393653823921425,0.005484247666839907,2757.3691514898287,2892.319956884275,0.0003757479944667677,101.3706171200954,2.0593721183409848,186.2045139394949,74.77108619585837,5358.849027445578,13554.556485290062,8055.404934248688,0.0,5.742674202770957,292.74947568374307,1.6070260535604353,0.0,0.0,7572.07425527431,1365.2313129180495,7755.332925313408
69,69,2021-05-09,706.2637255657176,0.0,1578.7259681436435,1280.7817939536853,0.0,0.0,4.087564590244484,92.72481770380669,1.1688603269550488,0.0,0.0,0.0,0.0,6246.168238430165,0.0,0.0,0.0,562.4315613504662,0.0,1.9112639239485826e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32341.42005063398,0.0,0.0,0.0,0.10725099667492363,0.0,0.0,0.0,6542.388438564887,9582.231242783635,0.0,1.2295996453068747e-06,0.0,0.0,0.3289518485391203,0.0,0.0,2924.058887730967,42.11280361958503,1.1711549409818518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13309.509226718656,0.0,0.0,0.0,0.0,0.0,4658.0075649445025,738.3349558067863,0.0,0.0,0.0,0.0,1934.6064081415398,1056.0372115895207,0.0,46.70479539324783,5464.040280053378,19363.89982126758,0.0,2868.583604706879,1601.3017474830922,9.424274266885292e-06,5.57662789105776e-11,0.0013502998435605672,6.537707440225746e-05,6.645283106278719e-13,8.36096653670306e-06,539.7164755379866,13252.887589632024,0.00032383431130410115,434.94900189215554,694.3715260469636,1739.1407270030259,10.676751789182212,5662.77821182785,710.5167280194532,0.0,9820.174994213172,2652.029820138341,29113.930028557796,0.0,4765.04022493477,24663.64049960624,2559.8742021151206,0.0,8659.027040704636,6348.1729490007865,0.02812201076841264,1.2679667703047078e-05,2391.8289211221986,0.0,0.0,0.5800695130601023,0.001322678017803392,1365.546445933574,1633.4759762458561,9.546099268252431e-06,25.74901535842948,0.404868963212382,121.72853476298499,50.966166203305534,1278.9383450156495,13304.41159864277,2220.4432933573607,0.0,1.6767938908406435,139.78504181468585,0.46947638505120826,0.0,0.0,5549.0781499847435,344.589022699271,2058.1367720053554
70,70,2021-05-16,17.63297918520566,0.0,691.1129317441386,32.90698393394582,0.0,0.0,1.4129159953177346,210.9800900881366,0.40407621265962634,0.0,0.0,0.0,0.0,3415.671771752652,0.0,0.0,0.0,0.0,0.0,7.470129436897893e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30200.735931528845,0.0,0.0,0.0,0.03603043813756057,0.0,0.0,0.0,7049.0219986532,14654.823492466598,0.0,1.989874429807555e-07,0.0,0.0,0.058318013072516425,0.0,0.0,5091.3565430000635,7.2786042378152915,0.21163217838566167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13156.08599102222,0.0,0.0,0.0,0.0,0.0,5018.357546212695,527.1138132813766,0.0,0.0,0.0,0.0,1907.947298696104,3512.160214638279,0.0,15.714355854935985,5754.588118933431,20121.591543416875,0.0,3060.689745696474,445.154123927794,2.5617828402100872e-06,1.2231729789675154e-11,0.0004569290956521296,1.4517532675231401e-05,1.3035741632711514e-13,2.445918132395588e-06,472.332863631076,15776.834015115257,0.00017446580184649342,2548.343802225325,4939.2871846938915,816.3089635570731,1.9939697207589344,4225.463065113036,1575.4271835387055,0.0,11431.808583741305,1271.726825624896,6571.871373527892,0.0,5136.114262009334,2246.1016523550243,2758.694423190785,0.0,3724.111748974611,2934.8427076425396,0.004906385703324995,2.9354533255337244e-06,1295.9294439774137,0.0,0.0,0.09715765137657854,0.0008837440665563497,1787.0529981996035,1994.49882113529,6.444611773111959e-07,17.32792026050596,0.17915023059122304,312.876492595639,94.1467010843322,209.72422085714373,3996.6746530124014,384.67217409034714,0.0,0.5536756301612883,297.67848820920415,0.15521407128075015,0.0,0.0,1507.480543501411,0.0,0.0
71,71,2021-05-23,1.703682667253972,0.0,57.23746396273921,3.177805949695819,0.0,0.0,0.5087848804215293,344.4291538722216,0.14547436972691388,0.0,0.0,0.0,0.0,1830.3039625224524,0.0,0.0,0.0,0.0,0.0,5.016408573700729e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50632.368152486495,0.0,0.0,0.0,0.010512337784095783,0.0,0.0,0.0,4568.422384322989,11268.631111241482,0.0,4.87129414346941e-08,0.0,0.0,0.018112727895842687,0.0,0.0,444.3506973293982,29772.288456849958,0.06875872985669546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12260.353867763824,0.0,0.0,0.0,0.0,0.0,4157.727817888121,432.64262631308884,0.0,0.0,0.0,0.0,1774.9855498732816,5722.094712324176,0.0,8774.808919808742,6739.6772387390565,21859.973710749673,0.0,1644.1807797497984,122.28413508449394,1.1991394318150298e-06,5.951239877100276e-12,0.0001456192451864919,8.136141751691783e-06,8.796076165320318e-14,1.0719793559125188e-06,433.27756150518917,6657.629541706799,7.664713524605486e-05,6811.441939148568,8510.817543998788,1407.7570350356023,0.5303852140001075,6076.505025499653,2742.677716587387,0.0,14011.221059957536,2240.6818405211925,23564.995565966838,0.0,6625.348738821885,438.84767524551444,3517.648313826008,33.833851644511114,6038.829630138148,4986.002072274834,0.0010163863559570256,7.395018200960675e-07,757.5681115718716,0.0,0.0,0.01897189113558319,0.0003306549158313064,1053.0751241315259,1348.9864313656797,2.1956322767820353e-08,5.8541586201107165,0.04780684390812304,136.71576128706502,107.12194535337196,33.16008261324814,0.0,61.3592703717071,0.0,0.18836802530825333,462.4703087821756,0.052867213406355626,0.0,0.0,447.5208996947316,0.0,0.0
72,72,2021-05-30,48.743130546331,0.0,8.099319134183816,409.470281575851,0.0,0.0,0.18035250092973237,329.0140150978272,0.051562064567573965,0.0,0.0,0.0,0.0,8607.401028211592,0.0,0.0,0.0,0.0,0.0,1.6079935455324677e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43913.33673260732,0.0,0.0,0.0,0.004778411077918022,0.0,0.0,0.0,3651.013250435223,18371.669949190953,0.0,9.27198436348265e-09,0.0,962.1150251676944,833.0934041598647,0.0,0.0,2235.8808757012466,25239.826013883638,678.5078334927739,2342.9965838171343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12235.295032334787,0.0,0.0,0.0,0.0,0.0,5987.269591299211,555.422113433284,0.0,0.0,0.0,0.0,1813.7702889721631,6880.066881876282,0.0,12866.386366336686,6941.063138159863,23395.138562541444,0.0,1055.0101186587453,31.11048518021414,3.593559240066979e-07,1.994481882526863e-12,4.0581840052477026e-05,2.521104822339078e-06,2.0303533188121933e-14,3.1699212091073173e-07,391.0527142607731,10758.172694223784,3.9244620321209844e-05,10609.699726414388,9208.48099153252,1088.7077844178982,0.16616121827151376,380.4405155675597,204.69715194803018,0.0,16401.64539965445,1831.272407010608,8548.526970518367,0.0,7350.44289127604,109.3169098512204,3780.9563522703734,68.14419273589316,3431.6239808238815,3941.4270267118704,0.0002347033294283294,2.553318242469679e-07,623.2425479679431,0.0,0.0,0.004138437421103282,0.00018023503939971957,585.4364207105566,1668.2979128404759,1.2208164749959766e-09,118.78493110613688,0.012839929744697562,111.49985472045257,42.53752140037008,7.8766320110354116,0.0,14.59867461763103,0.0,0.08645207796910044,441.79284390673143,0.024305166725740932,0.0,0.0,182.00199461269722,0.0,0.0
73,73,2021-06-06,258.96162298207724,0.0,1.049225317541837,1502.5524145503773,0.0,0.0,0.0695679259610161,161.0718884195901,0.01988805310169157,0.0,1147.7431149573445,0.0,0.0,10937.403802417854,0.0,0.0,0.0,644.1834730290697,0.0,6.382080239843719e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41227.902992343574,0.0,0.0,0.0,0.0010019121274347587,0.0,0.0,0.0,231.67078256333357,14838.50557653333,0.0,1.7354208893876525e-09,0.0,1217.0737036170206,1030.7957772400998,0.0,0.0,2120.389351387472,23569.08380569769,694.7852652572456,2477.9828665463024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11639.072280100763,0.0,0.0,0.0,0.0,0.0,2114.1226056238647,181.51634284191584,0.0,0.0,0.0,0.0,2654.835412794281,5976.704500351254,0.0,12570.682769171211,4403.352435684649,19332.369876607278,0.0,833.3247059911881,7.659166461193124,5.902195282628506e-08,4.2097988164292884e-13,1.00305155170655e-05,3.351192071683821e-07,0.0,5.6202814842497626e-08,301.0831412211121,4161.686010374405,2.6068224215583046e-05,11759.471281217819,9249.912092809775,844.1895291115746,0.05447158107049554,2908.094418487652,792.1175423622335,0.0,15592.51610909902,1389.1654661959194,23486.076925569087,0.0,7373.073329578384,36.867077522816345,3820.3653155676743,49.52996021699333,3053.4539560527633,4048.07375166811,5.750087856557444e-05,1.0104182797954397e-07,574.1010952852437,0.0,0.0,0.0009261632611063511,5.1498073431869554e-05,479.8874619448807,2200.04362897688,3.5016404813232187e-11,123.45269433842708,0.0026121766440500124,127.88823137315768,86.36550362291565,0.9677916882404208,0.0,1.7939695201667032,406.07702883821855,679.1961585406633,304.6982109827376,746.8472141677263,493.5031931353783,0.0,1117.205983260335,1898.3103864669679,2379.722703162319
