level_0,index,Channel,ST Carryover,ST Alpha,CPU,Max_Spend_Cap,Current_Budget,Min_Spend_Cap,Region,Brand,Channel Group,ST Current_ROI,LT Carryover,LT Alpha,LT Current ROI,Opt_Channel
1,1,Facebook,0.075,0.00029395037305763867,1,1364448.8856588658,909632.5904392439,0,Mexico,Nesquik,Social,0.5142526034200648,0.1,4.6564575681463855e-06,0.1809486366212037,Facebook_Mexico_Nesquik
2,2,Multibrand Adsmovil,0.0,0.0,1,15348.59271553253,10232.395143688353,0,Mexico,Nesquik,Multibrand Programmatic Display,0.8804643688992317,0.0,0.0,0.0,Multibrand Adsmovil_Mexico_Nesquik
3,3,Multibrand DV360,0.0,0.0,1,7197.991485812467,4798.660990541644,0,Mexico,Nesquik,Multibrand Programmatic Display,8.390391825855867,0.0,0.0,0.0,Multibrand DV360_Mexico_Nesquik
4,4,Multibrand Facebook,0.0,0.0,1,14199.985797458305,9466.657198305536,0,Mexico,Nesquik,Multibrand Social,4.968825096444037,0.0,0.0,0.0,Multibrand Facebook_Mexico_Nesquik
5,5,Naranxadul,0.0,0.0,1,10530.187572044002,7020.125048029335,0,Mexico,Nesquik,Content,0.8912739610151903,0.0,0.0,0.0,Naranxadul_Mexico_Nesquik
6,6,OOH,0.71,1.225342748514562e-06,1,226841.75153628163,151227.8343575211,0,Mexico,Nesquik,OOH,1.1288645780181703,0.7,2.5251221992514666e-06,1.152488279844583,OOH_Mexico_Nesquik
7,7,Open TV,0.27,4.954888106087532e-05,1,2258253.5048311753,1505502.336554117,0,Mexico,Nesquik,TV,0.34193451040641337,0.3,1.1442715478348973e-07,0.20299039429326948,Open TV_Mexico_Nesquik
8,8,Pay TV,0.27,4.954888106087532e-06,1,898245.1850836237,598830.1233890825,0,Mexico,Nesquik,TV,0.15040621558207004,0.3,1.1442715478348973e-07,0.19608940368046734,Pay TV_Mexico_Nesquik
9,9,Sunmedia,0.0,0.0,1,12050.967583990163,8033.978389326775,0,Mexico,Nesquik,Programmatic Display,0.466778670655391,0.0,0.0,0.0,Sunmedia_Mexico_Nesquik
10,10,Tap Tap,0.0,0.0,1,11021.229593639006,7347.486395759337,0,Mexico,Nesquik,Programmatic Display,0.5537034504052624,0.0,0.0,0.0,Tap Tap_Mexico_Nesquik
11,11,Tastemade,0.0,0.0,1,61186.91254034722,40791.27502689815,0,Mexico,Nesquik,Content,0.6797354845467182,0.0,0.0,0.0,Tastemade_Mexico_Nesquik
12,12,Teads,0.0,0.0,1,55307.349560922165,36871.56637394811,0,Mexico,Nesquik,Programmatic Display,0.6592777432598953,0.0,0.0,0.0,Teads_Mexico_Nesquik
13,13,YouTube,0.15,5.8790074611527736e-05,1,742292.9423653851,494861.96157692344,0,Mexico,Nesquik,OLV,0.17521492622388943,0.1,4.6564575681463855e-06,0.1227489825766806,YouTube_Mexico_Nesquik
0,0,Bvod,0.26127846043986136,1.9525688750934155e-05,1,609647.6564864716,406431.77099098114,0,UK,Shreddies,OLV,0.9733850827771445,0.8968393283805399,4.40006629465524e-06,2.0328907099021474,Bvod_UK_Shreddies
1,1,CTV,0.2654162131862988,0.00020748771334653393,1,202449.662172319,134966.44144821266,0,UK,Shreddies,CTV,0.5900106905230529,0.7074870276612331,5.695033060724612e-05,1.2450644557812964,CTV_UK_Shreddies
2,2,Display,0.21509165312251502,0.00025921069837650296,1,235450.39251017268,156966.92834011512,0,UK,Shreddies,Display,4.162631705404844,0.0,0.0,0.5719377944608707,Display_UK_Shreddies
3,3,Facebook,0.333632581906278,0.00023884241003555438,1,284703.1873021985,189802.12486813235,0,UK,Shreddies,Social,1.2015633686472693,0.4792154710456556,6.074139412566028e-05,0.35163029908218635,Facebook_UK_Shreddies
4,4,Instagram,0.3398226087249716,0.0002725791655917323,1,366498.10995458055,244332.07330305368,0,UK,Shreddies,Social,1.6053045225942704,0.49487366438871405,6.517507418397434e-05,0.3491374757022598,Instagram_UK_Shreddies
5,5,NBC Digital,0.2537234877977914,3.0386333933358125e-05,1,352020.71603023534,234680.47735349022,0,UK,Shreddies,NBC Digital,0.9753145226166169,0.6468450355288666,6.415835456308659e-05,0.451826502579216,NBC Digital_UK_Shreddies
6,6,NBC Search,0.2565767743761939,3.06084754612876e-05,1,90945.50636128153,60630.33757418769,0,UK,Shreddies,NBC Search,1.1915382413885434,0.646104447625334,6.43092188688475e-05,0.5274099842547908,NBC Search_UK_Shreddies
7,7,NBC Social,0.2561492698801251,3.080334732256266e-05,1,447373.21436515945,298248.80957677297,0,UK,Shreddies,NBC Social,0.8905259352774572,0.6441551506194549,6.40263628734742e-05,0.46550804153530806,NBC Social_UK_Shreddies
8,8,NBC WG BVOD,0.2073681568909284,3.6575944355670954e-05,1,335139.2105437553,223426.14036250353,0,UK,Shreddies,NBC OLV,0.4841519551048169,0.7601407390115802,5.845052098531026e-06,0.32724566969080077,NBC WG BVOD_UK_Shreddies
9,9,NBC WG Display,0.22077591328672702,3.2829783457841226e-05,1,176244.30296350445,117496.20197566964,0,UK,Shreddies,Display,0.5641336044402536,0.7464117932854082,5.954943602372963e-06,0.3988492208823755,NBC WG Display_UK_Shreddies
10,10,NBC WG Social,0.208171600576383,3.6170561873940076e-05,1,452613.30071237835,301742.2004749189,0,UK,Shreddies,NBC Social,0.6047322353207455,0.7482867164142232,5.935540507553713e-06,0.35000857129483864,NBC WG Social_UK_Shreddies
11,11,NBC WG TV,0.21907100686467992,3.2940080582907974e-05,1,2068921.680278513,1379281.1201856753,0,UK,Shreddies,NBC TV,0.5258168362004796,0.7584850415887449,5.85642753640666e-06,0.34140664984683433,NBC WG TV_UK_Shreddies
12,12,NBC WG VOD,0.20723935814428196,3.6404738862639405e-05,1,144514.86761982302,96343.245079882,0,UK,Shreddies,NBC OLV,0.5409414785649407,0.7609129513372989,5.827469186249607e-06,0.3720182596057356,NBC WG VOD_UK_Shreddies
13,13,NBD WG YouTube,0.20346693391568044,3.824740847257947e-05,1,107663.23967246868,71775.49311497912,0,UK,Shreddies,NBC OLV,0.44604023278304694,0.7605261798600127,5.856951117409399e-06,0.29795856163559903,NBD WG YouTube_UK_Shreddies
14,14,Search,0.2904180123108898,0.0006257330603074277,1,125175.13670676468,83450.09113784312,0,UK,Shreddies,Search,2.7779574620792737,0.0,0.0,0.10486013340990338,Search_UK_Shreddies
15,15,TV,0.38255428499991445,1.723668492509229e-05,1,3959525.621661365,2639683.7477742434,0,UK,Shreddies,TV,0.16409818127027062,0.4955355571093363,7.551002774787325e-06,0.08573749602203,TV_UK_Shreddies
16,16,TV Sponsoring,0.6184337061964107,6.791700150144839e-05,1,1701359.999195484,1134239.999463656,0,UK,Shreddies,TV,1.3367454302993482,0.9093200653797678,2.9799146790829614e-06,1.5299762824186334,TV Sponsoring_UK_Shreddies
17,17,Vod,0.26259459096303633,0.00020420944357616783,1,94941.89443029439,63294.59628686292,0,UK,Shreddies,OLV,1.2135818668927194,0.9247824775190306,4.130585533745948e-05,3.055793589963244,Vod_UK_Shreddies
18,18,YouTube,0.4062603133553625,9.060135794944497e-05,1,260975.14655376045,173983.4310358403,0,UK,Shreddies,OLV,1.4786302200958206,0.5103352212272994,9.971546348204417e-05,0.4313944626294374,YouTube_UK_Shreddies
0,0,Bvod,0.11370211480283249,9.072349126700703e-06,1,219874.6069387136,146583.07129247574,0,Australia,Uncle Toby's,OLV,0.7868043757162964,0.24107797095590233,4.746686837381846e-05,1.0196208737759505,Bvod_Australia_Uncle Toby's
1,1,Display,0.14447865974291166,9.606631386905303e-06,1,33303.76802310097,22202.51201540065,0,Australia,Uncle Toby's,Display,0.12910688300171058,0.0,0.0,0.0,Display_Australia_Uncle Toby's
2,2,Facebook,0.12254833629678219,9.232358874142757e-06,1,200635.21901974973,133756.81267983315,0,Australia,Uncle Toby's,Social,1.1823618064539922,0.23483986616656657,5.0242868840095224e-05,0.48383466484331994,Facebook_Australia_Uncle Toby's
3,3,Instagram,0.12635293768262312,9.045010875140748e-06,1,60255.792388279995,40170.52825885333,0,Australia,Uncle Toby's,Social,1.8859808427810094,0.23587869230527997,4.8733528223685925e-05,0.5964069487629378,Instagram_Australia_Uncle Toby's
4,4,Instream,0.11961260250341013,9.277914274330129e-06,1,101346.50849498363,67564.33899665576,0,Australia,Uncle Toby's,OLV,0.5614936621198855,0.23708721509113134,5.005768457891968e-05,0.4988257921339864,Instream_Australia_Uncle Toby's
5,5,Metro TV,0.24424000658960326,0.3375250362007385,1,2211614.9494658476,1474409.966310565,0,Australia,Uncle Toby's,TV,0.5867251159939226,0.5382550313754239,0.0824121240814241,0.6181028582603911,Metro TV_Australia_Uncle Toby's
6,6,OLV,0.13009266504039366,9.417650270863e-06,1,41704.55736625764,27803.038244171763,0,Australia,Uncle Toby's,OLV,1.6925679697216913,0.23688575493526606,4.739489308011199e-05,0.9932422164027308,OLV_Australia_Uncle Toby's
7,7,OOH,0.12621765288850767,9.234872886577282e-06,1,1836310.0924230195,1224206.728282013,0,Australia,Uncle Toby's,OOH,0.6523191700930734,0.2620829036956101,4.481629864753645e-05,0.6484799512255283,OOH_Australia_Uncle Toby's
8,8,Pinterest,0.11444998269057265,9.197773067128284e-06,1,375.050640397912,250.03376026527465,0,Australia,Uncle Toby's,Social,1.9433501142277558,0.2330857693985795,5.119171765675296e-05,0.4813865188053476,Pinterest_Australia_Uncle Toby's
9,9,RTV TV,0.2416539367661028,3.3857315880051315,1,477884.7181031945,318589.8120687963,0,Australia,Uncle Toby's,TV,1.2534247162854208,0.534013834810025,1.4619637192907156,1.2875441948768933,RTV TV_Australia_Uncle Toby's
10,10,Radio,0.12630676062180446,9.406997698032003e-06,1,181915.17988408072,121276.78658938715,0,Australia,Uncle Toby's,Audio,0.6271490475704204,0.0,0.0,0.0,Radio_Australia_Uncle Toby's
11,11,Satellite TV,0.23774112560874922,1.4517568253587145,1,393503.05416768824,262335.3694451255,0,Australia,Uncle Toby's,TV,0.8486752289923905,0.5311144478903096,0.21407512855629868,0.8441425376836658,Satellite TV_Australia_Uncle Toby's
12,12,Search,0.1253248484430055,9.261698198099659e-06,1,49191.9551595159,32794.6367730106,0,Australia,Uncle Toby's,Search,0.04893764682673985,0.0,0.0,0.0,Search_Australia_Uncle Toby's
13,13,Twitter,0.13121994029910666,9.590900737485316e-06,1,133759.1545045726,89172.76966971507,0,Australia,Uncle Toby's,Social,1.0167796997852985,0.0,0.0,0.0,Twitter_Australia_Uncle Toby's
14,14,YouTube,0.11847260709030018,9.161502377195819e-06,1,1294651.5576151065,863101.038410071,0,Australia,Uncle Toby's,OLV,0.34521673478577514,0.23900055416772686,4.858309417076347e-05,0.8733664399837799,YouTube_Australia_Uncle Toby's
0,0,Google Search,0.11674216980348594,4.520876292677418e-05,1,213421.23595631658,142280.8239708777,0,Brazil,Nescau,Search,1.1140825951767896,0.5703983696536431,6.082608260554369e-05,0.3288935025635574,Google Search_Brazil_Nescau
1,1,Meta,0.28799068633160496,0.0001351964828012552,1,631425.7520993716,420950.5013995811,0,Brazil,Nescau,Social,1.339010435353812,0.5680546218775429,5.154576295876728e-05,0.4601598764482632,Meta_Brazil_Nescau
2,2,Open TV,0.6119222309920868,2.7197115993189694e-05,1,6214271.427753394,4142847.6185022625,0,Brazil,Nescau,TV,0.18685735748626636,0.95,3.074990700432022e-05,0.5226867471688671,Open TV_Brazil_Nescau
3,3,Programmatic,0.13561918661274674,5.370571827233529e-05,1,67244.09125474464,44829.39416982976,0,Brazil,Nescau,OLV,1.1535444976548705,0.5627850985072709,6.391074454019718e-05,0.313379529714324,Programmatic_Brazil_Nescau
4,4,TikTok,0.2890178388960009,0.00012288531042713288,1,261204.8131882776,174136.5421255184,0,Brazil,Nescau,Social,1.3643278834671477,0.5785910585487863,5.0850261452501714e-05,0.5040790080780599,TikTok_Brazil_Nescau
5,5,YouTube,0.10722333131915648,3.029190104411476e-05,1,583434.7845107976,388956.52300719835,0,Brazil,Nescau,OLV,0.853286018667824,0.4861565047391584,6.525437612696765e-05,0.3248373962702132,YouTube_Brazil_Nescau
0,0,DOOH,0.5,0.0,1,45736.57715266604,30491.05143511069,0,Chile,Chocapic,DOOH,0.25519374741627915,0.6,3.845008616818829e-07,0.1402968536960881,DOOH_Chile_Chocapic
1,1,Display,0.49999999943332146,4.989100474069929e-13,1,117202.61043239513,78135.07362159675,0,Chile,Chocapic,Display,0.724687749819631,0.0,0.0,0.10358736198926344,Display_Chile_Chocapic
2,2,Facebook_Instagram,0.19766453891466276,0.00019918739443749932,1,393543.4196414814,262362.2797609876,0,Chile,Chocapic,Social,0.4351053436647365,0.5204650597001051,0.0004597819691407063,0.9808357163816526,Facebook_Instagram_Chile_Chocapic
3,3,Open TV,0.21840409107795944,2.626649228711217e-07,1,363983.1665824231,242655.44438828205,0,Chile,Chocapic,TV,0.3965596536601489,0.5578683785960806,0.00028033148612390153,0.2009936940214898,Open TV_Chile_Chocapic
4,4,POS,0.4434934132816557,1.220223226281232e-07,1,254666.8022813921,169777.86818759472,0,Chile,Chocapic,POS,0.22331923764883943,0.34475238956367105,6.532327465491742e-07,0.15062450925274481,POS_Chile_Chocapic
5,5,Pay TV,0.21334224243770894,2.590275951892877e-07,1,146619.42755184812,97746.28503456542,0,Chile,Chocapic,TV,0.3334431336935721,0.5583075613623356,2.810438354781047e-05,0.16291275790343507,Pay TV_Chile_Chocapic
6,6,Search,0.49999999982537763,1.5373948122389987e-14,1,15570.319003545801,10380.212669030534,0,Chile,Chocapic,Search,0.4802565839328352,0.0,0.0,0.05930931480665647,Search_Chile_Chocapic
7,7,YouTube,0.02489649743562521,2.906489753373174e-06,1,229424.36254596637,152949.57503064425,0,Chile,Chocapic,OLV,0.39253728570636826,0.2983228691382339,0.00018475814038259732,0.2981000389605606,YouTube_Chile_Chocapic
