,Date,Opt Channel,Value,Scenario,Budget/Revenue,Country,Brand,Channel Group,Channel
4984,2022-02-13,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
4985,2022-02-20,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
4986,2022-02-27,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
4987,2022-03-06,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
4988,2022-03-13,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
4989,2022-03-20,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
4990,2022-03-27,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
4991,2022-04-03,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
4992,2022-04-10,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
4993,2022-04-17,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
4994,2022-04-24,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
4995,2022-05-01,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
4996,2022-05-08,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
4997,2022-05-15,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
4998,2022-05-22,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
4999,2022-05-29,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5000,2022-06-05,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5001,2022-06-12,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5002,2022-06-19,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5003,2022-06-26,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5004,2022-07-03,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5005,2022-07-10,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5006,2022-07-17,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5007,2022-07-24,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5008,2022-07-31,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5009,2022-08-07,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5010,2022-08-14,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5011,2022-08-21,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5012,2022-08-28,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5013,2022-09-04,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5014,2022-09-11,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5015,2022-09-18,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5016,2022-09-25,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5017,2022-10-02,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5018,2022-10-09,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5019,2022-10-16,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5020,2022-10-23,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5021,2022-10-30,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5022,2022-11-06,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5023,2022-11-13,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5024,2022-11-20,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5025,2022-11-27,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5026,2022-12-04,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5027,2022-12-11,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5028,2022-12-18,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5029,2022-12-25,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5030,2023-01-01,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5031,2023-01-08,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5032,2023-01-15,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5033,2023-01-22,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5034,2023-01-29,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5035,2023-02-05,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5036,2023-02-12,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5037,2023-02-19,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5038,2023-02-26,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5039,2023-03-05,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5040,2023-03-12,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5041,2023-03-19,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5042,2023-03-26,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5043,2023-04-02,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5044,2023-04-09,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5045,2023-04-16,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5046,2023-04-23,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5047,2023-04-30,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5048,2023-05-07,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5049,2023-05-14,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5050,2023-05-21,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5051,2023-05-28,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5052,2023-06-04,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5053,2023-06-11,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5054,2023-06-18,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5055,2023-06-25,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5056,2023-07-02,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5057,2023-07-09,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5058,2023-07-16,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5059,2023-07-23,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5060,2023-07-30,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5061,2023-08-06,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5062,2023-08-13,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5063,2023-08-20,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5064,2023-08-27,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5065,2023-09-03,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5066,2023-09-10,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5067,2023-09-17,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5068,2023-09-24,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5069,2023-10-01,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),ST Revenue,France,Chocapic,OLV,OLV
5070,2020-01-12,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5071,2020-01-19,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5072,2020-01-26,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5073,2020-02-02,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5074,2020-02-09,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5075,2020-02-16,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5076,2020-02-23,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5077,2020-03-01,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5078,2020-03-08,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5079,2020-03-15,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5080,2020-03-22,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5081,2020-03-29,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5082,2020-04-05,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5083,2020-04-12,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5084,2020-04-19,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5085,2020-04-26,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5086,2020-05-03,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5087,2020-05-10,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5088,2020-05-17,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5089,2020-05-24,OLV_France_Chocapic,684.6480349818906,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5090,2020-05-31,OLV_France_Chocapic,825.755663436023,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5091,2020-06-07,OLV_France_Chocapic,613.9078261312904,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5092,2020-06-14,OLV_France_Chocapic,476.71459686610825,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5093,2020-06-21,OLV_France_Chocapic,1042.9695358816778,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5094,2020-06-28,OLV_France_Chocapic,211.22927757373907,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5095,2020-07-05,OLV_France_Chocapic,31.809080064735753,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5096,2020-07-12,OLV_France_Chocapic,4.574128069632562,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5097,2020-07-19,OLV_France_Chocapic,0.6533888258361417,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5098,2020-07-26,OLV_France_Chocapic,0.0932441246581757,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5099,2020-08-02,OLV_France_Chocapic,0.013304918517219553,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5100,2020-08-09,OLV_France_Chocapic,0.0018984297845313384,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5101,2020-08-16,OLV_France_Chocapic,0.00027087919924290795,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5102,2020-08-23,OLV_France_Chocapic,3.865063224826383e-05,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5103,2020-08-30,OLV_France_Chocapic,5.514898471963605e-06,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5104,2020-09-06,OLV_France_Chocapic,7.868979213169826e-07,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5105,2020-09-13,OLV_France_Chocapic,1.1227917322666778e-07,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5106,2020-09-20,OLV_France_Chocapic,1.6020686578770007e-08,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5107,2020-09-27,OLV_France_Chocapic,2.2860073878636226e-09,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5108,2020-10-04,OLV_France_Chocapic,3.262081934114643e-10,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5109,2020-10-11,OLV_France_Chocapic,4.6489081081489496e-11,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5110,2020-10-18,OLV_France_Chocapic,6.6693196488212784e-12,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5111,2020-10-25,OLV_France_Chocapic,9.80782301297247e-13,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5112,2020-11-01,OLV_France_Chocapic,1.9615646025944936e-13,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5113,2020-11-08,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5114,2020-11-15,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5115,2020-11-22,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5116,2020-11-29,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5117,2020-12-06,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5118,2020-12-13,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5119,2020-12-20,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5120,2020-12-27,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5121,2021-01-03,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5122,2021-01-10,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5123,2021-01-17,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5124,2021-01-24,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5125,2021-01-31,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5126,2021-02-07,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5127,2021-02-14,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5128,2021-02-21,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5129,2021-02-28,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5130,2021-03-07,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5131,2021-03-14,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5132,2021-03-21,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5133,2021-03-28,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5134,2021-04-04,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5135,2021-04-11,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5136,2021-04-18,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5137,2021-04-25,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5138,2021-05-02,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5139,2021-05-09,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5140,2021-05-16,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5141,2021-05-23,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5142,2021-05-30,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5143,2021-06-06,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5144,2021-06-13,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5145,2021-06-20,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5146,2021-06-27,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5147,2021-07-04,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5148,2021-07-11,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5149,2021-07-18,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5150,2021-07-25,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5151,2021-08-01,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5152,2021-08-08,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5153,2021-08-15,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5154,2021-08-22,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5155,2021-08-29,OLV_France_Chocapic,49.22372917934666,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5156,2021-09-05,OLV_France_Chocapic,56.134559101966815,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5157,2021-09-12,OLV_France_Chocapic,57.11836733998592,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5158,2021-09-19,OLV_France_Chocapic,57.25869673048076,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5159,2021-09-26,OLV_France_Chocapic,8.285833489016198,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5160,2021-10-03,OLV_France_Chocapic,1.1846548294443995,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5161,2021-10-10,OLV_France_Chocapic,0.16908208855664922,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5162,2021-10-17,OLV_France_Chocapic,0.024126611878845454,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5163,2021-10-24,OLV_France_Chocapic,0.003442546362452106,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5164,2021-10-31,OLV_France_Chocapic,0.0004912030767611743,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5165,2021-11-07,OLV_France_Chocapic,7.008773876065497e-05,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5166,2021-11-14,OLV_France_Chocapic,1.0000529081095954e-05,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5167,2021-11-21,OLV_France_Chocapic,1.4269340893070964e-06,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5168,2021-11-28,OLV_France_Chocapic,2.036033441167391e-07,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5169,2021-12-05,OLV_France_Chocapic,2.905136023380523e-08,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5170,2021-12-12,OLV_France_Chocapic,4.145178318202684e-09,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5171,2021-12-19,OLV_France_Chocapic,5.914117276822398e-10,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5172,2021-12-26,OLV_France_Chocapic,8.434727791156323e-11,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5173,2022-01-02,OLV_France_Chocapic,1.196554407582641e-11,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5174,2022-01-09,OLV_France_Chocapic,1.7654081423350443e-12,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5175,2022-01-16,OLV_France_Chocapic,1.9615646025944936e-13,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5176,2022-01-23,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5177,2022-01-30,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5178,2022-02-06,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5179,2022-02-13,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5180,2022-02-20,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5181,2022-02-27,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5182,2022-03-06,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5183,2022-03-13,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5184,2022-03-20,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5185,2022-03-27,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5186,2022-04-03,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5187,2022-04-10,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5188,2022-04-17,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5189,2022-04-24,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5190,2022-05-01,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5191,2022-05-08,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5192,2022-05-15,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5193,2022-05-22,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5194,2022-05-29,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5195,2022-06-05,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
5196,2022-06-12,OLV_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,OLV
