,Date,Opt Channel,Value,Scenario,Budget/Revenue,Country,Brand,Channel Group,Channel
9889,2022-09-11,Teads_France_Chocapic,6.913466386582122e-12,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9890,2022-09-18,Teads_France_Chocapic,4.3209164916138266e-12,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9891,2022-09-25,Teads_France_Chocapic,2.5925498949682957e-12,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9892,2022-10-02,Teads_France_Chocapic,1.7283665966455305e-12,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9893,2022-10-09,Teads_France_Chocapic,8.641832983227652e-13,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9894,2022-10-16,Teads_France_Chocapic,4.320916491613826e-13,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9895,2022-10-23,Teads_France_Chocapic,4.320916491613826e-13,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9896,2022-10-30,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9897,2022-11-06,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9898,2022-11-13,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9899,2022-11-20,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9900,2022-11-27,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9901,2022-12-04,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9902,2022-12-11,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9903,2022-12-18,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9904,2022-12-25,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9905,2023-01-01,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9906,2023-01-08,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9907,2023-01-15,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9908,2023-01-22,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9909,2023-01-29,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9910,2023-02-05,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9911,2023-02-12,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9912,2023-02-19,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9913,2023-02-26,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9914,2023-03-05,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9915,2023-03-12,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9916,2023-03-19,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9917,2023-03-26,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9918,2023-04-02,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9919,2023-04-09,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9920,2023-04-16,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9921,2023-04-23,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9922,2023-04-30,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9923,2023-05-07,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9924,2023-05-14,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9925,2023-05-21,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9926,2023-05-28,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9927,2023-06-04,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9928,2023-06-11,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9929,2023-06-18,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9930,2023-06-25,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9931,2023-07-02,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9932,2023-07-09,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9933,2023-07-16,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9934,2023-07-23,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9935,2023-07-30,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9936,2023-08-06,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9937,2023-08-13,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9938,2023-08-20,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9939,2023-08-27,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9940,2023-09-03,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9941,2023-09-10,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9942,2023-09-17,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9943,2023-09-24,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9944,2023-10-01,Teads_France_Chocapic,0.0,Scenario 1 (Unoptimised),LT Revenue,France,Chocapic,OLV,Teads
9945,2020-01-12,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9946,2020-01-19,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9947,2020-01-26,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9948,2020-02-02,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9949,2020-02-09,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9950,2020-02-16,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9951,2020-02-23,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9952,2020-03-01,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9953,2020-03-08,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9954,2020-03-15,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9955,2020-03-22,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9956,2020-03-29,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9957,2020-04-05,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9958,2020-04-12,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9959,2020-04-19,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9960,2020-04-26,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9961,2020-05-03,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9962,2020-05-10,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9963,2020-05-17,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9964,2020-05-24,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9965,2020-05-31,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9966,2020-06-07,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9967,2020-06-14,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9968,2020-06-21,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9969,2020-06-28,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9970,2020-07-05,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9971,2020-07-12,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9972,2020-07-19,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9973,2020-07-26,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9974,2020-08-02,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9975,2020-08-09,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9976,2020-08-16,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9977,2020-08-23,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9978,2020-08-30,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9979,2020-09-06,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9980,2020-09-13,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9981,2020-09-20,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9982,2020-09-27,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9983,2020-10-04,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9984,2020-10-11,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9985,2020-10-18,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9986,2020-10-25,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9987,2020-11-01,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9988,2020-11-08,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9989,2020-11-15,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9990,2020-11-22,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9991,2020-11-29,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9992,2020-12-06,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9993,2020-12-13,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9994,2020-12-20,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9995,2020-12-27,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9996,2021-01-03,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9997,2021-01-10,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9998,2021-01-17,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
9999,2021-01-24,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10000,2021-01-31,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10001,2021-02-07,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10002,2021-02-14,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10003,2021-02-21,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10004,2021-02-28,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10005,2021-03-07,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10006,2021-03-14,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10007,2021-03-21,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10008,2021-03-28,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10009,2021-04-04,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10010,2021-04-11,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10011,2021-04-18,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10012,2021-04-25,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10013,2021-05-02,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10014,2021-05-09,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10015,2021-05-16,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10016,2021-05-23,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10017,2021-05-30,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10018,2021-06-06,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10019,2021-06-13,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10020,2021-06-20,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10021,2021-06-27,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10022,2021-07-04,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10023,2021-07-11,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10024,2021-07-18,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10025,2021-07-25,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10026,2021-08-01,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10027,2021-08-08,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10028,2021-08-15,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10029,2021-08-22,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10030,2021-08-29,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10031,2021-09-05,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10032,2021-09-12,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10033,2021-09-19,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10034,2021-09-26,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10035,2021-10-03,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10036,2021-10-10,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10037,2021-10-17,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10038,2021-10-24,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10039,2021-10-31,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10040,2021-11-07,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10041,2021-11-14,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10042,2021-11-21,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10043,2021-11-28,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10044,2021-12-05,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10045,2021-12-12,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10046,2021-12-19,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10047,2021-12-26,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10048,2022-01-02,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10049,2022-01-09,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10050,2022-01-16,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10051,2022-01-23,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10052,2022-01-30,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10053,2022-02-06,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10054,2022-02-13,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10055,2022-02-20,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10056,2022-02-27,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10057,2022-03-06,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10058,2022-03-13,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10059,2022-03-20,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10060,2022-03-27,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10061,2022-04-03,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10062,2022-04-10,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10063,2022-04-17,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10064,2022-04-24,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10065,2022-05-01,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10066,2022-05-08,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10067,2022-05-15,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10068,2022-05-22,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10069,2022-05-29,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10070,2022-06-05,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10071,2022-06-12,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10072,2022-06-19,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10073,2022-06-26,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10074,2022-07-03,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10075,2022-07-10,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10076,2022-07-17,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10077,2022-07-24,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10078,2022-07-31,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10079,2022-08-07,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10080,2022-08-14,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10081,2022-08-21,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10082,2022-08-28,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10083,2022-09-04,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10084,2022-09-11,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10085,2022-09-18,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10086,2022-09-25,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10087,2022-10-02,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10088,2022-10-09,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10089,2022-10-16,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10090,2022-10-23,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10091,2022-10-30,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10092,2022-11-06,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10093,2022-11-13,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10094,2022-11-20,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10095,2022-11-27,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10096,2022-12-04,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10097,2022-12-11,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10098,2022-12-18,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10099,2022-12-25,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10100,2023-01-01,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10101,2023-01-08,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10102,2023-01-15,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10103,2023-01-22,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10104,2023-01-29,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10105,2023-02-05,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10106,2023-02-12,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10107,2023-02-19,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10108,2023-02-26,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10109,2023-03-05,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10110,2023-03-12,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10111,2023-03-19,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10112,2023-03-26,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10113,2023-04-02,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10114,2023-04-09,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10115,2023-04-16,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10116,2023-04-23,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10117,2023-04-30,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10118,2023-05-07,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10119,2023-05-14,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10120,2023-05-21,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10121,2023-05-28,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10122,2023-06-04,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10123,2023-06-11,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10124,2023-06-18,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10125,2023-06-25,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10126,2023-07-02,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10127,2023-07-09,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10128,2023-07-16,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10129,2023-07-23,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10130,2023-07-30,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10131,2023-08-06,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10132,2023-08-13,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10133,2023-08-20,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10134,2023-08-27,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10135,2023-09-03,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10136,2023-09-10,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10137,2023-09-17,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
10138,2023-09-24,Teads_France_Chocapic,0.0,Scenario 1,Budget,France,Chocapic,OLV,Teads
